"","Sample.ID","ALA.mean","VAL.mean","NOR.mean","GLU.mean","PHE.mean","ALA.sd","VAL.sd","NOR.sd","GLU.sd","PHE.sd"
"1","01_W_2",21.5142012763869,17.1837687776142,14.5907790868934,22.263448699067,3.13708664702973,0.450381751646661,0.792476724473297,0.54826883342477,0.453132388207685,0.799023331921763
"2","07_E_3",21.5447511045656,22.3877550319097,14.009078055966,22.4431703485514,2.34677049582678,0.0843751271338914,1.65873880838224,0.17517910508831,0.301516292503169,0.238571816775461
"3","5AA",-1.60999999999997,-0.669999999999955,14.4850000000009,-3.04200000000034,-5.00400000000035,0.232790309987669,0.268726157851439,1.02882690451808,0.385518963709283,0.697803158121332
"4","86_W_2",22.3011634756996,21.8815780559646,11.8370522827703,23.0592115856647,3.47361671575809,0.20138033262342,0.472932143589531,0.609377718164506,0.384469821594616,0.197785199464706
"5","98_E_3",22.7507889052529,14.2672790868926,14.910471526756,22.8010741286203,5.70990709376508,0.102247579810678,1.10020511586536,3.23428676479596,0.245711490371354,0.910419995639783
