"","Sample.ID","ALA.mean","VAL.mean","NOR.mean","GLU.mean","PHE.mean","REF.mean","ALA.sd","VAL.sd","NOR.sd","GLU.sd","PHE.sd","REF.sd"
"1","01_E_3_R",21.8983477272724,16.7547856060606,14.7964075757571,22.8073371212121,2.88875833333324,-0.437816666666667,0.25205500947658,0.68793392155451,0.239827998997752,0.279206682828407,0.668568652210166,0.0168364683549332
"2","5AA",-1.61000000000027,-0.670000000000017,14.4849999999996,-3.04200000000004,-5.00400000000005,-0.437816666666667,0.308251371451757,0.272592109206941,1.05982193124457,0.325311821928966,0.305377828647008,0.0168364683549332
"3","74_W_2_R",23.5937973484845,21.1515359848485,13.9906477272724,24.5531571969696,4.51043749999992,-0.437816666666667,0.232616113599275,1.18842882814789,0.501329342482114,0.819920407984337,0.885953601711018,0.0168364683549332
"4","89_K_2_R",21.8275512310603,21.7120987689394,11.3979111742423,20.0426055871212,3.62478020833329,-0.437816666666667,0.235652887303932,0.229943701791417,0.434157673640103,0.348254486083017,0.251725313274403,0.0168364683549332
"5","95_W_2",21.9341442234846,18.1604724431818,18.0385706439387,18.772068655303,3.99640468749991,-0.437816666666667,0.586244800373637,3.10025994890512,2.05912650716569,0.428616308506663,0.902266043085282,0.0168364683549332
"6","95_W_3",22.7079271780301,15.6132228219697,15.9554774621207,21.5875553977272,4.53574895833325,-0.437816666666667,0.351064436262492,0.224321414275655,0.806384674313008,0.241015359385116,0.846524454515654,0.0168364683549332
