"","Sample.ID","ALA.mean","VAL.mean","NOR.mean","GLU.mean","PHE.mean","REF.mean","ALA.sd","VAL.sd","NOR.sd","GLU.sd","PHE.sd","REF.sd"
"1","04_W_3",22.9633702651513,15.3840925189393,18.8187127840913,23.2210437499998,7.01444365530275,-0.38415,0.397071172785411,2.45794887033639,0.204177827913139,0.457830968441488,0.741940347079949,NA
"2","07_K_2",21.4687907196967,20.677286837121,18.0899942234855,20.094952083333,6.00813707386313,-0.38415,0.438359032366485,2.37303820011133,0.360225130829245,0.596322420337744,3.3252309077254,NA
"3","10_E_2",22.0903418560601,21.6096059659088,15.834031155304,22.027722916666,4.10489725378729,-0.38415,0.256703488542648,3.54492051359018,0.719932568847757,0.311818082376973,0.317718359397104,NA
"4","10_E_3",21.7677765151511,14.3600435606058,15.180153409092,23.3704583333328,2.21999053030254,-0.38415,0.0572238607093264,0.728016865973696,0.399465011071599,0.309325603527081,0.305462417138899,NA
"5","5AA",-1.61000000000037,-0.670000000000185,14.4850000000008,-3.04200000000057,-5.00400000000046,-0.38415,0.319976119196468,0.274170879670769,0.898377616436511,0.264944974633122,0.15747642094424,NA
