"","Sample.ID","VAL.mean","NOR.mean","GLU.mean","PHE.mean","ALA.mean","VAL.sd","NOR.sd","GLU.sd","PHE.sd","ALA.sd"
"1","19_E_2",15.129062215909,17.0924158143941,22.4723868371214,4.67520738636386,21.2405293110831,5.4111830653238,1.21320710184091,0.351584286005179,NA,0.241697960099136
"2","19_K_2",16.3203946969696,15.2633507575756,23.9062765151516,5.2373931818181,22.4602413350457,0.834711738013165,0.402528256098408,0.463593431296109,0.431677801767259,0.0374744497290026
"3","19_K_3",15.2123474431816,13.0308548295455,24.4330857007576,4.52396695075795,22.730793324776,0.768146296749183,1.97576719534847,0.445861213623252,0.493518861522369,0.068775895895155
"4","19_W_2",21.7190132575754,20.981789772727,23.9149753787875,5.43785037878769,23.6371720154051,2.21758944316058,1.615159045078,0.256437573135789,0.207363602972023,0.372767164290019
"5","5AA",-0.670000000000267,14.485,-3.04200000000011,-5.00400000000002,-1.60999999999923,0.545351767254354,0.411501635791936,0.336371695971,0.367155560151866,0.742726767798701
