...1,Analysis,ID1,RT,AreaAll,d29N,d15N,AAID,adj
56,46468,89_K_2,1283.5,20.343,24.58,24.58,ALA,24.12192727
61,46469,89_K_2,1284.5,19.973,24.683,24.683,ALA,24.24073864
54,46467,89_K_2,2075.2,12.934,23.165,23.165,GLU,22.45697898
59,46468,89_K_2,2077.9,12.905,23.381,23.381,GLU,22.62383182
64,46469,89_K_2,2076.2,12.623,23.392,23.392,GLU,22.58568466
53,46467,89_K_2,1529,5.681,16.53,16.53,NOR,16.5249571
58,46468,89_K_2,1528.6,8.519,14.06,14.06,NOR,14.12765682
63,46469,89_K_2,1529.7,8.718,14.313,14.313,NOR,14.45335653
55,46467,89_K_2,2177.6,2.711,6.775,6.775,PHE,5.928609375
60,46468,89_K_2,2181.5,2.674,8.442,8.442,PHE,7.531875
65,46469,89_K_2,2178.4,2.724,8.89,8.89,PHE,7.916140625
52,46467,89_K_2,1375.4,77.533,7.276,7.276,VAL,8.294058807
57,46468,89_K_2,1404.3,10.151,15.797,15.797,VAL,16.82547045
62,46469,89_K_2,1405.1,10.332,15.831,15.831,VAL,16.8698821
16,46871,89_K_2_R,1277.2,16.704,22.643,22.643,ALA,22.32091364
27,46872,89_K_2_R,1277,16.487,22.683,22.683,ALA,22.4022179
32,46873,89_K_2_R,1277,16.353,22.199,22.199,ALA,21.95952216
19,46871,89_K_2_R,2066.6,13.12,20.154,20.154,GLU,19.99897727
30,46872,89_K_2_R,2066.6,12.93,20.043,20.043,GLU,19.89593892
35,46873,89_K_2_R,2066.4,12.655,19.49,19.49,GLU,19.35090057
18,46871,89_K_2_R,1525.7,5.52,11.972,11.972,NOR,11.32355455
29,46872,89_K_2_R,1525.7,5.448,11.857,11.857,NOR,11.32957784
34,46873,89_K_2_R,1525.3,5.342,10.981,10.981,NOR,10.57460114
20,46871,89_K_2_R,2174.4,3.193,4.06,4.06,PHE,3.81545
31,46872,89_K_2_R,2174.4,3.138,3.601,3.601,PHE,3.339446875
36,46873,89_K_2_R,2174.6,3.07,3.998,3.998,PHE,3.71944375
17,46871,89_K_2_R,1398.8,6.577,21.396,21.396,VAL,22.74628636
28,46872,89_K_2_R,1398.8,6.663,21.608,21.608,VAL,22.9714321
33,46873,89_K_2_R,1398.6,6.782,21.135,21.135,VAL,22.51157784
16,46460,89_W_2,1280.5,21.622,23.884,23.884,ALA,23.29943636
21,46461,89_W_2,1280.5,20.174,23.415,23.415,ALA,22.84624773
26,46462,89_W_2,1281,18.801,23.547,23.547,ALA,22.99405909
19,46460,89_W_2,2069.1,11.767,22.606,22.606,GLU,22.24200909
24,46461,89_W_2,2070.1,11.908,22.597,22.597,GLU,22.18386193
29,46462,89_W_2,2069.1,10.676,23.104,23.104,GLU,22.64171477
18,46460,89_W_2,1525.9,5.375,13.553,13.553,NOR,13.03905909
23,46461,89_W_2,1526.3,7.223,13.45,13.45,NOR,13.00875881
28,46462,89_W_2,1526.5,4.481,13.521,13.521,NOR,13.15245852
20,46460,89_W_2,2175.3,3.019,3.63,3.63,PHE,3.22975
25,46461,89_W_2,2175.1,2.764,4.646,4.646,PHE,4.182015625
30,46462,89_W_2,2175.1,2.29,3.298,3.298,PHE,2.77028125
17,46460,89_W_2,1400.9,8.001,19.859,19.859,VAL,20.80417727
22,46461,89_W_2,1401.3,8.364,18.732,18.732,VAL,19.68758892
27,46462,89_W_2,1401.6,9.542,17.162,17.162,VAL,18.12800057
31,46485,89_W_3,1278.2,16.631,23.482,23.482,ALA,23.04637386
36,46486,89_W_3,1279.5,15.208,24.158,24.158,ALA,23.71779545
41,46487,89_W_3,1279.7,14.714,24.293,24.293,ALA,23.84821705
34,46485,89_W_3,2066.6,9.923,23.857,23.857,GLU,23.38411676
39,46486,89_W_3,2067.4,9.586,24.539,24.539,GLU,24.01564205
44,46487,89_W_3,2068.1,9.369,24.321,24.321,GLU,23.74716733
33,46485,89_W_3,1525.3,7.603,13.592,13.592,NOR,13.1620875
38,46486,89_W_3,1526.5,7.449,14.173,14.173,NOR,13.77225
43,46487,89_W_3,1527,4.391,16.609,16.609,NOR,16.2374125
35,46485,89_W_3,2172.8,1.927,3.811,3.811,PHE,3.13538267
40,46486,89_W_3,2174,1.804,4.36,4.36,PHE,3.612505682
32,46485,89_W_3,1399.3,10.044,16.4,16.4,VAL,17.32624148
37,46486,89_W_3,1400.5,10.415,15.624,15.624,VAL,16.52621591
42,46487,89_W_3,1400.9,10.278,15.536,15.536,VAL,16.41419034
16,46482,92_E_2,1280.3,21.442,24.407,24.407,ALA,23.98510909
21,46483,92_E_2,1280.5,19.722,23.89,23.89,ALA,23.46353068
26,46484,92_E_2,1281.4,18.692,24.274,24.274,ALA,23.84295227
19,46482,92_E_2,2072,14.111,23.854,23.854,GLU,23.53254091
24,46483,92_E_2,2072,13.223,23.595,23.595,GLU,23.22306619
29,46484,92_E_2,2073.3,13.117,23.412,23.412,GLU,22.98959148
18,46482,92_E_2,1526.5,6.106,14.073,14.073,NOR,13.5556
23,46483,92_E_2,1527.2,7.669,14.389,14.389,NOR,13.9007625
28,46484,92_E_2,1528,5.178,14.406,14.406,NOR,13.946925
20,46482,92_E_2,2175.5,3.337,5.542,5.542,PHE,5.082013636
25,46483,92_E_2,2175.9,3.074,4.115,4.115,PHE,3.583136648
30,46484,92_E_2,2176.7,2.764,3.062,3.062,PHE,2.458259659
17,46482,92_E_2,1401.8,8.568,21.481,21.481,VAL,22.47931818
22,46483,92_E_2,1402.2,8.714,21.238,21.238,VAL,22.21229261
27,46484,92_E_2,1403.2,10.376,18.679,18.679,VAL,19.62926705
36,45200,92_W_2,1275.7,13.91,25.007,25.007,ALA,23.94326875
41,45201,92_W_2,1275.5,12.8,24.724,24.724,ALA,23.60394517
46,45202,92_W_2,1275.3,12.299,24.557,24.557,ALA,23.38062159
39,45200,92_W_2,2062,7.415,22.479,22.479,GLU,20.99524375
44,45201,92_W_2,2061.8,6.856,23.054,23.054,GLU,21.44668494
49,45202,92_W_2,2061.6,6.283,23.173,23.173,GLU,21.44212614
38,45200,92_W_2,1524.2,7.107,15.437,15.437,NOR,14.91886875
43,45201,92_W_2,1524,3.968,16.595,16.595,NOR,16.08928153
48,45202,92_W_2,1523.8,2.583,11.02,11.02,NOR,10.52669432
40,45200,92_W_2,2172.3,1.908,7.478,7.478,PHE,5.77376875
45,45201,92_W_2,2172.1,1.716,9.733,9.733,PHE,7.915331534
50,45202,92_W_2,2172.1,1.633,8.696,8.696,PHE,6.764894318
37,45200,92_W_2,1397.4,8.102,16.673,16.673,VAL,17.06884375
42,45201,92_W_2,1397,7.636,16.733,16.733,VAL,17.06756676
47,45202,92_W_2,1396.7,7.527,16.177,16.177,VAL,16.45028977
51,46489,93_K_2,1288.7,27.271,23.851,23.851,ALA,23.39706023
56,46490,93_K_2,1289.5,28.063,24.593,24.593,ALA,24.13448182
61,46491,93_K_2,1293.7,27.734,24.114,24.114,ALA,23.65090341
54,46489,93_K_2,2084.4,18.492,23.588,23.588,GLU,22.9132179
59,46490,93_K_2,2086.4,18.131,23.257,23.257,GLU,22.53174318
64,46491,93_K_2,2092.5,18.156,23.249,23.249,GLU,22.47326847
53,46489,93_K_2,1531.1,6.004,15.894,15.894,NOR,15.5807375
58,46490,93_K_2,1532.4,9.766,13.6,13.6,NOR,13.3159
63,46491,93_K_2,1536.8,9.753,13.948,13.948,NOR,13.6930625
55,46489,93_K_2,2181.8,4.028,6.879,6.879,PHE,5.915874716
60,46490,93_K_2,2183.6,3.965,7.622,7.622,PHE,6.586997727
65,46491,93_K_2,2188.4,4.019,7.956,7.956,PHE,6.849120739
52,46489,93_K_2,1409.5,15.176,16.49,16.49,VAL,17.3201392
57,46490,93_K_2,1410.3,14.184,15.739,15.739,VAL,16.54511364
62,46491,93_K_2,1414.7,15.288,16.669,16.669,VAL,17.45108807
31,45960,95_E_2,1281.6,20.402,22.844,22.844,ALA,22.16740511
36,45961,95_E_2,1281.6,18.808,23.739,23.739,ALA,23.00567045
41,45962,95_E_2,1282.6,19.042,24.407,24.407,ALA,23.6169358
34,45960,95_E_2,2071.2,11.527,22.518,22.518,GLU,22.05592301
39,45961,95_E_2,2071.2,11.193,22.844,22.844,GLU,22.27501705
44,45962,95_E_2,2072.4,11.414,22.996,22.996,GLU,22.32011108
33,45960,95_E_2,1527,7.591,14.275,14.275,NOR,13.61943892
38,45961,95_E_2,1527.2,4.467,15.752,15.752,NOR,15.07788068
43,45962,95_E_2,1528,4.756,16.484,16.484,NOR,15.79132244
35,45960,95_E_2,2176.9,2.6,4.113,4.113,PHE,3.415992045
40,45961,95_E_2,2176.9,2.526,5.442,5.442,PHE,4.633068182
32,45960,95_E_2,1402.4,12.017,17.31,17.31,VAL,18.11480852
37,45961,95_E_2,1402.6,10.825,16.778,16.778,VAL,17.52978409
42,45962,95_E_2,1403.6,10.554,16.84,16.84,VAL,17.53875966
51,45964,95_E_3,1280.1,11.058,24.873,24.873,ALA,23.96946648
56,45965,95_E_3,1284.3,10.609,25.338,25.338,ALA,24.37773182
61,45966,95_E_3,1290.2,10.612,25.264,25.264,ALA,24.24699716
54,45964,95_E_3,2068.7,6.364,24.159,24.159,GLU,23.26929915
59,45965,95_E_3,2075.2,5.953,24.094,24.094,GLU,23.09739318
64,45966,95_E_3,2084.1,5.94,22.854,22.854,GLU,21.75048722
53,45964,95_E_3,1528.6,5.649,14.039,14.039,NOR,13.30920597
58,45965,95_E_3,1533.2,3.417,18.337,18.337,NOR,17.58864773
63,45966,95_E_3,1539.7,3.348,17.63,17.63,NOR,16.86308949
55,45964,95_E_3,2177.2,1.412,8.96,8.96,PHE,7.815296591
65,45966,95_E_3,2189.7,1.313,8.76,8.76,PHE,7.391448864
52,45964,95_E_3,1401.8,5.994,16.054,16.054,VAL,16.6467108
57,45965,95_E_3,1405.9,8.511,14.602,14.602,VAL,15.14168636
62,45966,95_E_3,1412,2.613,20.54,20.54,VAL,21.02666193
16,45957,95_K_2,1278,16.958,22.374,22.374,ALA,21.86760909
21,45958,95_K_2,1277.6,15.277,21.926,21.926,ALA,21.36287443
26,45959,95_K_2,1277.6,14.938,22.285,22.285,ALA,21.66513977
19,45957,95_K_2,2064.5,8.8,21.172,21.172,GLU,21.03064091
24,45958,95_K_2,2064.1,8.191,20.877,20.877,GLU,20.62873494
29,45959,95_K_2,2063.9,8.128,20.407,20.407,GLU,20.05182898
18,45957,95_K_2,1527.4,6.113,12.717,12.717,NOR,12.11711364
23,45958,95_K_2,1527.2,5.646,12.99,12.99,NOR,12.3715554
28,45959,95_K_2,1527,5.415,13.305,13.305,NOR,12.66799716
20,45957,95_K_2,2175.7,3.069,4.178,4.178,PHE,3.816763636
25,45958,95_K_2,2175.5,2.796,3.814,3.814,PHE,3.340839773
30,45959,95_K_2,2175.5,2.673,3.456,3.456,PHE,2.870915909
17,45957,95_K_2,1399.7,7.908,21.565,21.565,VAL,22.52888182
22,45958,95_K_2,1399.5,7.839,19.992,19.992,VAL,20.90285739
27,45959,95_K_2,1399.5,8.359,19.352,19.352,VAL,20.20983295
92,46885,95_W_2,1293.5,5.027,22.26,22.26,ALA,22.5161733
97,46886,95_W_2,1297.7,4.802,21.381,21.381,ALA,21.67847756
102,46887,95_W_2,1305.6,4.725,22.469,22.469,ALA,22.80778182
95,46885,95_W_2,2089,3.251,19.011,19.011,GLU,18.96744034
100,46886,95_W_2,2094,3.121,18.333,18.333,GLU,18.29740199
105,46887,95_W_2,2105.7,3.119,18.197,18.197,GLU,18.16936364
94,46885,95_W_2,1546.6,3.15,18.014,18.014,NOR,19.05988068
99,46886,95_W_2,1550.6,1.652,14.179,14.179,NOR,15.34590398
104,46887,95_W_2,1558.5,2.684,17.456,17.456,NOR,18.74392727
96,46885,95_W_2,2198.9,1.387,3.841,3.841,PHE,3.35840625
101,46886,95_W_2,2203.1,1.316,5.134,5.134,PHE,4.634403125
93,46885,95_W_2,1416.4,3.29,16.544,16.544,VAL,18.0783267
98,46886,95_W_2,1420.4,3.838,15.254,15.254,VAL,16.80147244
103,46887,95_W_2,1428.5,2.091,21.134,21.134,VAL,22.69461818
72,46881,95_W_3,1280.8,9.675,22.618,22.618,ALA,22.70895625
77,46882,95_W_3,1283.7,9.395,23.113,23.113,ALA,23.24526051
82,46883,95_W_3,1288.1,9.029,23.196,23.196,ALA,23.36956477
75,46881,95_W_3,2069.7,5.945,21.338,21.338,GLU,21.26259375
80,46882,95_W_3,2074.5,5.623,21.616,21.616,GLU,21.5485554
85,46883,95_W_3,2080.8,5.562,21.129,21.129,GLU,21.06951705
74,46881,95_W_3,1532.6,5.141,15.179,15.179,NOR,15.7407875
79,46882,95_W_3,1535.7,3.151,14.096,14.096,NOR,14.7788108
84,46883,95_W_3,1540.1,4.712,15.577,15.577,NOR,16.38083409
76,46881,95_W_3,2180.3,1.707,4.1,4.1,PHE,3.68541875
81,46882,95_W_3,2184.1,1.61,5.81,5.81,PHE,5.378415625
86,46883,95_W_3,2189.1,1.57,4.992,4.992,PHE,4.5434125
73,46881,95_W_3,1402.8,5.889,15.355,15.355,VAL,16.83674375
78,46882,95_W_3,1405.7,8.805,14.903,14.903,VAL,16.39788949
83,46883,95_W_3,1410.1,5.564,15.19,15.19,VAL,16.69803523
16,45913,98_E_2,1279.9,19.19,22.523,22.523,ALA,21.99916364
21,45914,98_E_2,1279.7,16.757,22.04,22.04,ALA,21.51101477
26,45915,98_E_2,1279.3,15.705,22.427,22.427,ALA,21.89286591
19,45913,98_E_2,2069.9,10.775,21.416,21.416,GLU,21.01225909
24,45914,98_E_2,2069.3,9.703,22.068,22.068,GLU,21.58465881
29,45915,98_E_2,2069.3,9.524,21.878,21.878,GLU,21.31505852
18,45913,98_E_2,1527.4,4.814,12.704,12.704,NOR,12.14906364
23,45914,98_E_2,1527,4.206,12.888,12.888,NOR,12.40297102
28,45915,98_E_2,1526.7,7.497,15.21,15.21,NOR,14.79487841
20,45913,98_E_2,2177.8,3.185,2.59,2.59,PHE,1.996909091
25,45914,98_E_2,2177.4,2.691,3.473,3.473,PHE,2.806568182
30,45915,98_E_2,2177.2,2.566,3.093,3.093,PHE,2.353227273
17,45913,98_E_2,1401.8,9.556,21.288,21.288,VAL,22.23225909
22,45914,98_E_2,1401.3,10.582,18.954,18.954,VAL,19.88578381
27,45915,98_E_2,1401.1,11.42,17.595,17.595,VAL,18.51430852
66,46947,98_E_3,1282.4,11.631,23.614,23.614,ALA,23.26692636
71,46948,98_E_3,1285.8,10.942,23.455,23.455,ALA,23.11112224
76,46949,98_E_3,1292.2,10.404,23.415,23.415,ALA,23.07431811
69,46947,98_E_3,2072,6.642,22.929,22.929,GLU,22.44542121
74,46948,98_E_3,2078.1,6.216,23.292,23.292,GLU,22.7777408
79,46949,98_E_3,2087.3,6.165,22.843,22.843,GLU,22.29806038
68,46947,98_E_3,1530.9,4.426,10.915,10.915,NOR,11.2301296
73,46948,98_E_3,1534.7,1.894,14.437,14.437,NOR,14.85280486
78,46949,98_E_3,1541.4,3.009,17.166,17.166,NOR,17.68248012
70,46947,98_E_3,2179.9,1.563,7.307,7.307,PHE,6.487078056
75,46948,98_E_3,2184.9,1.443,5.578,5.578,PHE,4.708240427
80,46949,98_E_3,2192.4,1.397,6.854,6.854,PHE,5.934402798
67,46947,98_E_3,1404.1,6.107,13.308,13.308,VAL,14.54210898
72,46948,98_E_3,1407.4,5.722,13.552,13.552,VAL,14.79227909
77,46949,98_E_3,1413.9,6.807,15.314,15.314,VAL,16.56044919
86,45905,98_K_2,1316.3,12.698,24.078,24.078,ALA,22.95378693
91,45906,98_K_2,1323.2,12.419,24.166,24.166,ALA,23.0050571
96,45907,98_K_2,1333.2,12.536,23.932,23.932,ALA,22.73432727
89,45905,98_K_2,2123.4,9.116,24.273,24.273,GLU,22.40429545
94,45906,98_K_2,2132.6,9.061,23.839,23.839,GLU,21.85905682
99,45907,98_K_2,2145.2,9.311,24.386,24.386,GLU,22.29481818
88,45905,98_K_2,1562.9,5.182,14.364,14.364,NOR,13.77192898
93,45906,98_K_2,1569.6,5.225,14.651,14.651,NOR,14.05941903
98,45907,98_K_2,1578.6,5.22,14.414,14.414,NOR,13.82290909
90,45905,98_K_2,2218.7,1.891,8.397,8.397,PHE,6.244727273
95,45906,98_K_2,2226.9,1.849,10.008,10.008,PHE,7.735509091
100,45907,98_K_2,2237.3,2.005,9.332,9.332,PHE,6.939290909
87,45905,98_K_2,1437.9,9.286,14.261,14.261,VAL,14.48894034
92,45906,98_K_2,1444.8,8.884,14.683,14.683,VAL,14.86075199
97,45907,98_K_2,1454.8,10.151,13.867,13.867,VAL,13.99456364
66,45901,98_W_2,1286,9.47,25.302,25.302,ALA,24.32470625
71,45902,98_W_2,1290.8,8.73,24.699,24.699,ALA,23.68497642
76,45903,98_W_2,1295.6,8.525,24.63,24.63,ALA,23.57924659
69,45901,98_W_2,2076.2,4.858,23.813,23.813,GLU,22.38925
74,45902,98_W_2,2083.3,4.543,23.492,23.492,GLU,21.95701136
79,45903,98_W_2,2090.2,4.572,22.916,22.916,GLU,21.26977273
68,45901,98_W_2,1535.7,4.634,12.876,12.876,NOR,12.28196875
73,45902,98_W_2,1540.7,3.474,17.002,17.002,NOR,16.40845881
78,45903,98_W_2,1545.8,5.242,14.681,14.681,NOR,14.08794886
70,45901,98_W_2,2185.3,1.402,8.273,8.273,PHE,6.6016
75,45902,98_W_2,2191.4,1.306,9.027,9.027,PHE,7.235381818
80,45903,98_W_2,2197,1.311,8.547,8.547,PHE,6.635163636
67,45901,98_W_2,1407.8,5.243,14.818,14.818,VAL,15.24669375
72,45902,98_W_2,1412.6,5.023,14.113,14.113,VAL,14.4915054
77,45903,98_W_2,1417.4,5.993,15.321,15.321,VAL,15.64931705
