"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"X1",3.57085644785597,3.59505753365936,3.61925861946275,3.57809008162568,3.54093185996173,3.50377363829777,3.46661541663381,3.46060953693404,3.45460365723428,3.44859777753451,3.42727270339647,3.40594762925843,3.38462255512039,3.36618433123934,3.3477461073583,3.32930788347725,3.30472244512579,3.28013700677432,3.25555156842286,3.31042185862668,3.37088644347715,3.43135102832763,3.37910523141906,3.3268594345105,3.27461363760193,3.28451939598276,3.2944251543636,3.30433091274443,3.28478425028653,3.23327194993345,3.18175964958037,3.20932974374544,3.2368998379105,3.26446993207556,3.26559756480759,3.26672519753962,3.26785283027166,3.26458818673822,3.26132354320478,3.25805889967134,3.26688429556462,3.27570969145789,3.28453508735117,3.35482722266318,3.4251193579752,3.49541149328721,3.42801558485615,3.36061967642509,3.29322376799403,3.39972637321817,3.50622897844232,3.61273158366646,3.60300882385426,3.59328606404206,3.58356330422987,3.55829576017858,3.53302821612729,3.507760672076
