Row,Analysis,Date,Identifier 1,Identifier 2,Comment,Amount,Gasconfiguration,Peak Nr,Is Ref _,Rt,Width,BGD 28,Ampl  28,rArea 28,Area 28,BGD 29,Ampl  29,rArea 29,Area 29,rR 29N2/28N2,R 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,R 15N/14N,d 15N/14N,BGD 44,Ampl  44,rArea 44,Area 44,BGD 45,Ampl  45,rArea 45,Area 45,BGD 46,Ampl  46,Area 46,rArea 46,rR 45CO2/44CO2,R 45CO2/44CO2,rd 45CO2/44CO2,d 45CO2/44CO2,rR 46CO2/44CO2,R 46CO2/44CO2,rd 46CO2/44CO2,d 46CO2/44CO2,R 13C/12C,d 13C/12C,R 18O/16O,d 18O/16O
4,47382,03/26/24,GA1_QTY_2,A9,QTY,0.43,N2,1,1,33.4,26.1,23.3,1113,20342,20.342,15.0,732,13375,0.147,0.6575243,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
4,47382,03/26/24,GA1_QTY_2,A9,QTY,0.43,N2,2,0,216.7,81.9,27.0,1999,45903,45.903,17.4,1310,30057,0.331,0.6547864,0.0073258,-4.164,-4.164,0.0036629,-4.164,,,,,,,,,,,,,,,,,,,,,,,,
4,47382,03/26/24,GA1_QTY_2,A9,QTY,0.43,CO2,3,0,375.8,96.8,,,,,,,,,,,,,,,0.8,3700,95087,95.087,0.3,3800,97414,1.072,2.1,5310,0.41,136625,1.0244656,0.0117909,-16.18,-16.18,1.436843,0.0040071,-3.087,-3.087,0.0109876,-17.231,0.0019991,-3.052
4,47382,03/26/24,GA1_QTY_2,A9,QTY,0.43,CO2,4,1,525.4,38.7,,,,,,,,,,,,,,,2.4,4306,79901,79.901,1.9,4484,83202,0.915,4.3,6206,0.345,115161,1.041314,0.0119849,0,0,1.441293,0.0040196,0,0,0.0111802,0,0.0020052,0
5,47383,03/26/24,GA1_QTY_3,A10,QTY,0.581,N2,1,1,47.4,25.9,22.7,1092,20134,20.134,14.6,718,13227,0.145,0.6569402,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
5,47383,03/26/24,GA1_QTY_3,A10,QTY,0.581,N2,2,0,216.7,84.4,27.1,2708,61929,61.929,17.4,1773,40510,0.446,0.6541359,0.007325,-4.269,-4.269,0.0036625,-4.269,,,,,,,,,,,,,,,,,,,,,,,,
5,47383,03/26/24,GA1_QTY_3,A10,QTY,0.581,CO2,3,0,374.1,99.1,,,,,,,,,,,,,,,0.9,4969,128035,128.035,0.4,5110,131179,1.443,2.3,7125,0.551,183765,1.024552,0.0117889,-16.352,-16.352,1.435268,0.0040031,-4.087,-4.087,0.0109859,-17.379,0.0019971,-4.053
5,47383,03/26/24,GA1_QTY_3,A10,QTY,0.581,CO2,4,1,525.4,39.3,,,,,,,,,,,,,,,2.9,4310,79922,79.922,2.4,4489,83245,0.916,5.0,6210,0.346,115180,1.0415844,0.0119849,0,0,1.441158,0.0040196,0,0,0.0111802,0,0.0020052,0
6,47384,03/26/24,GA1_STD_01,A11,STD,0.465,N2,1,1,47.4,26.1,22.8,1092,20105,20.105,14.7,717,13207,0.145,0.6568882,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
6,47384,03/26/24,GA1_STD_01,A11,STD,0.465,N2,2,0,216.5,82.8,27.2,2155,49180,49.18,17.5,1411,32162,0.354,0.6539698,0.0073237,-4.443,-4.443,0.0036619,-4.443,,,,,,,,,,,,,,,,,,,,,,,,
6,47384,03/26/24,GA1_STD_01,A11,STD,0.465,CO2,3,0,374.9,97,,,,,,,,,,,,,,,1.0,4058,103782,103.782,0.5,4185,106687,1.174,2.5,5822,0.447,149060,1.0279876,0.0118185,-13.88,-13.88,1.4362776,0.0040067,-3.21,-3.21,0.0110152,-14.761,0.0019988,-3.181
6,47384,03/26/24,GA1_STD_01,A11,STD,0.465,CO2,4,1,525.2,38.7,,,,,,,,,,,,,,,2.8,4306,79910,79.91,2.3,4489,83303,0.916,4.9,6204,0.345,115143,1.0424572,0.0119849,0,0,1.4409035,0.0040196,0,0,0.0111802,0,0.0020052,0
7,47385,03/26/24,GA2_STD_01,A12,STD,0.469,N2,1,1,47.4,26.1,22.9,1093,20134,20.134,14.8,718,13237,0.146,0.657475,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
7,47385,03/26/24,GA2_STD_01,A12,STD,0.469,N2,2,0,216.7,82.8,27.2,2150,49046,49.046,17.5,1407,32074,0.353,0.6539573,0.007317,-5.35,-5.35,0.0036585,-5.35,,,,,,,,,,,,,,,,,,,,,,,,
7,47385,03/26/24,GA2_STD_01,A12,STD,0.469,CO2,3,0,374.7,96.8,,,,,,,,,,,,,,,1.0,3982,101676,101.676,0.5,4156,105769,1.163,2.4,5716,0.438,146128,1.0402552,0.0119554,-2.454,-2.454,1.4371887,0.0040095,-2.514,-2.514,0.0111518,-2.538,0.0020002,-2.511
7,47385,03/26/24,GA2_STD_01,A12,STD,0.469,CO2,4,1,525.4,38.7,,,,,,,,,,,,,,,2.7,4307,79943,79.943,2.3,4491,83365,0.917,4.8,6205,0.346,115182,1.0428145,0.0119849,0,0,1.4408113,0.0040196,0,0,0.0111802,0,0.0020052,0
8,47386,03/26/24,SAL_STD_01,B1,STD,0.44,N2,1,1,47.4,26.1,22.9,1093,20125,20.125,14.8,718,13230,0.146,0.6574155,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
8,47386,03/26/24,SAL_STD_01,B1,STD,0.44,N2,2,0,216.5,83.2,27.2,2607,59153,59.153,17.5,1736,39343,0.433,0.6651125,0.0074425,11.708,11.708,0.0037213,11.708,,,,,,,,,,,,,,,,,,,,,,,,
8,47386,03/26/24,SAL_STD_01,B1,STD,0.44,CO2,3,0,374.3,96.6,,,,,,,,,,,,,,,1.0,4240,108128,108.128,0.5,4396,111755,1.229,2.4,6086,0.466,155389,1.0335385,0.0118718,-9.435,-9.435,1.4370855,0.0040096,-2.466,-2.466,0.0110681,-10.023,0.0020003,-2.446
8,47386,03/26/24,SAL_STD_01,B1,STD,0.44,CO2,4,1,525.4,38.5,,,,,,,,,,,,,,,2.8,4311,79947,79.947,2.3,4497,83416,0.918,4.9,6210,0.346,115175,1.0433828,0.0119849,0,0,1.4406374,0.0040196,0,0,0.0111802,0,0.0020052,0
9,47387,03/26/24,22_W_03_f,B2,SAMPLE,0.46,N2,1,1,47.4,26.1,22.9,1092,20111,20.111,14.8,717,13221,0.145,0.6573906,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
9,47387,03/26/24,22_W_03_f,B2,SAMPLE,0.46,N2,2,0,216.3,82.1,27.0,2119,48227,48.227,17.4,1410,32067,0.353,0.6649018,0.0074405,11.426,11.426,0.0037202,11.426,,,,,,,,,,,,,,,,,,,,,,,,
9,47387,03/26/24,22_W_03_f,B2,SAMPLE,0.46,CO2,3,0,376.2,92.4,,,,,,,,,,,,,,,1.1,2576,65290,65.29,0.6,2678,67749,0.745,2.5,3705,0.282,94018,1.0376651,0.0119145,-5.874,-5.874,1.4399992,0.0040179,-0.403,-0.403,0.01111,-6.282,0.0020044,-0.389
9,47387,03/26/24,22_W_03_f,B2,SAMPLE,0.46,CO2,4,1,525.2,38.9,,,,,,,,,,,,,,,2.6,4310,79960,79.96,2.2,4498,83462,0.918,4.7,6208,0.346,115188,1.0437962,0.0119849,0,0,1.4405798,0.0040196,0,0,0.0111802,0,0.0020052,0
10,47388,03/26/24,19_W_02_a,B3,SAMPLE,0.473,N2,1,1,47.4,26.1,23.1,1091,20128,20.128,14.9,718,13232,0.146,0.6573856,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
10,47388,03/26/24,19_W_02_a,B3,SAMPLE,0.473,N2,2,0,216.5,82.6,27.3,2273,51595,51.595,17.6,1514,34329,0.378,0.665367,0.0074457,12.141,12.141,0.0037229,12.141,,,,,,,,,,,,,,,,,,,,,,,,
10,47388,03/26/24,19_W_02_a,B3,SAMPLE,0.473,CO2,3,0,375.8,92.8,,,,,,,,,,,,,,,1.1,2835,71466,71.466,0.7,2958,74385,0.818,2.7,4075,0.309,102872,1.0408439,0.0119523,-2.72,-2.72,1.43945,0.0040164,-0.787,-0.787,0.0111479,-2.886,0.0020036,-0.782
10,47388,03/26/24,19_W_02_a,B3,SAMPLE,0.473,CO2,4,1,525.2,38.5,,,,,,,,,,,,,,,2.5,4307,79949,79.949,2.1,4494,83441,0.918,4.5,6204,0.346,115173,1.0436823,0.0119849,0,0,1.4405844,0.0040196,0,0,0.0111802,0,0.0020052,0
11,47389,03/26/24,19_W_02_b,B4,SAMPLE,0.556,N2,1,1,47.4,26.1,23.0,1091,20109,20.109,14.9,717,13219,0.145,0.6573753,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
11,47389,03/26/24,19_W_02_b,B4,SAMPLE,0.556,N2,2,0,216.5,83.6,27.3,2862,64707,64.707,17.6,1906,43033,0.473,0.6650468,0.0074422,11.67,11.67,0.0037211,11.67,,,,,,,,,,,,,,,,,,,,,,,,
11,47389,03/26/24,19_W_02_b,B4,SAMPLE,0.556,CO2,3,0,375.2,94.7,,,,,,,,,,,,,,,1.1,3348,84603,84.603,0.6,3484,87809,0.966,2.6,4813,0.365,121764,1.0378932,0.0119109,-6.17,-6.17,1.4392463,0.0040162,-0.824,-0.824,0.0111066,-6.584,0.0020036,-0.81
11,47389,03/26/24,19_W_02_b,B4,SAMPLE,0.556,CO2,4,1,525.2,38.9,,,,,,,,,,,,,,,3.0,4311,80000,80,2.6,4502,83547,0.919,5.3,6209,0.346,115235,1.0443373,0.0119849,0,0,1.4404335,0.0040196,0,0,0.0111802,0,0.0020052,0
12,47390,03/26/24,19_W_02_c,B5,SAMPLE,0.441,N2,1,1,47.4,26.1,23.1,1091,20105,20.105,15.0,717,13214,0.145,0.6572543,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
12,47390,03/26/24,19_W_02_c,B5,SAMPLE,0.441,N2,2,0,216.5,81.9,27.3,2154,48673,48.673,17.7,1435,32390,0.356,0.6654587,0.0074482,12.483,12.483,0.0037241,12.483,,,,,,,,,,,,,,,,,,,,,,,,
12,47390,03/26/24,19_W_02_c,B5,SAMPLE,0.441,CO2,3,0,376,92.6,,,,,,,,,,,,,,,1.2,2591,65243,65.243,0.7,2696,67764,0.745,2.7,3729,0.282,93999,1.0386298,0.0119119,-6.085,-6.085,1.4407475,0.004021,0.35,0.35,0.0111071,-6.537,0.0020059,0.365
12,47390,03/26/24,19_W_02_c,B5,SAMPLE,0.441,CO2,4,1,525.2,39.3,,,,,,,,,,,,,,,2.6,4311,80012,80.012,2.1,4505,83612,0.92,4.7,6208,0.346,115237,1.0449891,0.0119849,0,0,1.4402428,0.0040196,0,0,0.0111802,0,0.0020052,0
13,47391,03/26/24,16_W_02_a,B6,SAMPLE,0.608,N2,1,1,47.4,26.1,23.0,1091,20118,20.118,14.9,717,13223,0.145,0.6572652,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
13,47391,03/26/24,16_W_02_a,B6,SAMPLE,0.608,N2,2,0,216.7,83.4,27.3,3037,68937,68.937,17.6,2025,45901,0.505,0.6658391,0.0074524,13.045,13.045,0.0037262,13.045,,,,,,,,,,,,,,,,,,,,,,,,
13,47391,03/26/24,16_W_02_a,B6,SAMPLE,0.608,CO2,3,0,374.9,94.3,,,,,,,,,,,,,,,1.0,3651,92151,92.151,0.6,3780,95198,1.047,2.5,5250,0.398,132677,1.0330604,0.0118927,-7.685,-7.685,1.4397712,0.0040164,-0.794,-0.794,0.0110884,-8.209,0.0020036,-0.776
13,47391,03/26/24,16_W_02_a,B6,SAMPLE,0.608,CO2,4,1,525.4,38.7,,,,,,,,,,,,,,,2.8,4253,78901,78.901,2.4,4429,82141,0.904,5.1,6128,0.341,113689,1.041061,0.0119849,0,0,1.4409152,0.0040196,0,0,0.0111802,0,0.0020052,0
14,47392,03/26/24,16_W_02_b,B7,SAMPLE,0.625,N2,1,1,47.4,26.1,22.8,1080,19898,19.898,14.8,709,13068,0.144,0.6567469,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
14,47392,03/26/24,16_W_02_b,B7,SAMPLE,0.625,N2,2,0,216.7,84.4,27.2,3145,70844,70.844,17.5,2093,47080,0.518,0.664554,0.0074438,11.887,11.887,0.0037219,11.887,,,,,,,,,,,,,,,,,,,,,,,,
14,47392,03/26/24,16_W_02_b,B7,SAMPLE,0.625,CO2,3,0,374.3,95.7,,,,,,,,,,,,,,,1.1,3799,95840,95.84,0.6,3954,99464,1.094,2.7,5459,0.414,137876,1.0378155,0.0119121,-6.07,-6.07,1.4386059,0.0040148,-1.193,-1.193,0.0111079,-6.463,0.0020028,-1.18
14,47392,03/26/24,16_W_02_b,B7,SAMPLE,0.625,CO2,4,1,525.4,39.1,,,,,,,,,,,,,,,2.9,4290,79641,79.641,2.5,4480,83158,0.915,5.2,6179,0.344,114709,1.0441539,0.0119849,0,0,1.4403241,0.0040196,0,0,0.0111802,0,0.0020052,0
15,47393,03/26/24,16_W_02_c,B8,SAMPLE,0.632,N2,1,1,47.4,26.1,23.0,1087,20027,20.027,14.9,714,13163,0.145,0.6572538,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
15,47393,03/26/24,16_W_02_c,B8,SAMPLE,0.632,N2,2,0,216.7,84.4,27.3,3246,73072,73.072,17.6,2161,48602,0.535,0.6651234,0.0074445,11.973,11.973,0.0037222,11.973,,,,,,,,,,,,,,,,,,,,,,,,
15,47393,03/26/24,16_W_02_c,B8,SAMPLE,0.632,CO2,3,0,374.1,96.3,,,,,,,,,,,,,,,1.1,3895,98302,98.302,0.7,4057,102081,1.123,2.7,5594,0.424,141375,1.0384426,0.0119105,-6.206,-6.206,1.4381642,0.004014,-1.378,-1.378,0.0111064,-6.602,0.0020025,-1.364
15,47393,03/26/24,16_W_02_c,B8,SAMPLE,0.632,CO2,4,1,525.4,40.5,,,,,,,,,,,,,,,3.4,4300,79815,79.815,3.0,4493,83401,0.917,6.0,6193,0.345,114946,1.0449278,0.0119849,0,0,1.440148,0.0040196,0,0,0.0111802,0,0.0020052,0
16,47394,03/26/24,16_W_02_d,B9,SAMPLE,0.594,N2,1,1,47.4,26.1,23.2,1088,20043,20.043,15.1,715,13174,0.145,0.6572818,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
16,47394,03/26/24,16_W_02_d,B9,SAMPLE,0.594,N2,2,0,216.5,83,27.4,3123,70350,70.35,17.7,2078,46766,0.514,0.664761,0.0074401,11.379,11.379,0.0037201,11.379,,,,,,,,,,,,,,,,,,,,,,,,
16,47394,03/26/24,16_W_02_d,B9,SAMPLE,0.594,CO2,3,0,374.3,95.3,,,,,,,,,,,,,,,1.3,3722,93927,93.927,0.8,3877,97562,1.073,2.9,5347,0.405,135088,1.0386952,0.0119051,-6.652,-6.652,1.4382212,0.0040145,-1.262,-1.262,0.011101,-7.085,0.0020027,-1.248
16,47394,03/26/24,16_W_02_d,B9,SAMPLE,0.594,CO2,4,1,525.4,38.9,,,,,,,,,,,,,,,3.8,4300,79812,79.812,3.4,4497,83456,0.918,6.5,6193,0.345,114933,1.0456513,0.0119849,0,0,1.440039,0.0040196,0,0,0.0111802,0,0.0020052,0
17,47395,03/26/24,16_W_02_e,B10,SAMPLE,0.568,N2,1,1,47.4,26.1,23.5,1087,20037,20.037,15.3,714,13168,0.145,0.6572055,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
17,47395,03/26/24,16_W_02_e,B10,SAMPLE,0.568,N2,2,0,216.5,81.1,27.6,2877,64724,64.724,17.9,1916,43047,0.474,0.6650845,0.0074446,11.989,11.989,0.0037223,11.989,,,,,,,,,,,,,,,,,,,,,,,,
17,47395,03/26/24,16_W_02_e,B10,SAMPLE,0.568,CO2,3,0,374.7,95.7,,,,,,,,,,,,,,,1.4,3447,86847,86.847,1.0,3594,90323,0.994,3.2,4952,0.375,124928,1.0400192,0.0119145,-5.874,-5.874,1.4384893,0.0040156,-0.979,-0.979,0.0111102,-6.261,0.0020033,-0.966
17,47395,03/26/24,16_W_02_e,B10,SAMPLE,0.568,CO2,4,1,525.4,38.7,,,,,,,,,,,,,,,3.6,4301,79863,79.863,3.2,4500,83550,0.919,6.2,6193,0.345,114995,1.0461642,0.0119849,0,0,1.4398987,0.0040196,0,0,0.0111802,0,0.0020052,0
18,47396,03/26/24,GA1_STD_02,B11,STD,0.458,N2,1,1,47.4,26.1,23.4,1087,20040,20.04,15.2,714,13170,0.145,0.6571704,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
18,47396,03/26/24,GA1_STD_02,B11,STD,0.458,N2,2,0,216.5,80.9,27.5,2181,48834,48.834,17.8,1429,31957,0.352,0.6543942,0.0073253,-4.225,-4.225,0.0036627,-4.225,,,,,,,,,,,,,,,,,,,,,,,,
18,47396,03/26/24,GA1_STD_02,B11,STD,0.458,CO2,3,0,374.1,95.3,,,,,,,,,,,,,,,1.4,4032,101392,101.392,0.9,4164,104386,1.148,3.1,5789,0.437,145735,1.0295364,0.0117955,-15.795,-15.795,1.4373442,0.0040124,-1.79,-1.79,0.0109916,-16.867,0.0020017,-1.754
18,47396,03/26/24,GA1_STD_02,B11,STD,0.458,CO2,4,1,525.4,39.3,,,,,,,,,,,,,,,3.2,4304,79878,79.878,2.8,4502,83557,0.919,5.5,6197,0.345,115018,1.0460594,0.0119849,0,0,1.4399216,0.0040196,0,0,0.0111802,0,0.0020052,0
19,47397,03/26/24,GA2_STD_02,B12,STD,0.442,N2,1,1,47.4,25.9,22.8,1073,19738,19.738,14.8,704,12961,0.143,0.6566654,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
19,47397,03/26/24,GA2_STD_02,B12,STD,0.442,N2,2,0,216.5,81.3,27.2,2090,46591,46.591,17.5,1365,30415,0.335,0.6528179,0.0073133,-5.859,-5.859,0.0036566,-5.859,,,,,,,,,,,,,,,,,,,,,,,,
19,47397,03/26/24,GA2_STD_02,B12,STD,0.442,CO2,3,0,374.1,95.3,,,,,,,,,,,,,,,1.2,3867,97216,97.216,0.7,4048,101467,1.116,2.8,5552,0.419,139753,1.0437201,0.011957,-2.322,-2.322,1.4375435,0.0040131,-1.608,-1.608,0.011153,-2.429,0.002002,-1.604
19,47397,03/26/24,GA2_STD_02,B12,STD,0.442,CO2,4,1,525.4,38.9,,,,,,,,,,,,,,,3.0,4304,79907,79.907,2.6,4503,83594,0.92,5.4,6197,0.345,115055,1.0461491,0.0119849,0,0,1.4398584,0.0040196,0,0,0.0111802,0,0.0020052,0
20,47398,03/26/24,SAL_STD_02,C1,STD,0.441,N2,1,1,39.9,26.1,23.2,1087,20010,20.01,15.0,714,13150,0.145,0.6571662,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
20,47398,03/26/24,SAL_STD_02,C1,STD,0.441,N2,2,0,216.7,83,27.3,2619,58759,58.759,17.6,1743,39063,0.43,0.6647903,0.0074417,11.602,11.602,0.0037209,11.602,,,,,,,,,,,,,,,,,,,,,,,,
20,47398,03/26/24,SAL_STD_02,C1,STD,0.441,CO2,3,0,373.7,96.3,,,,,,,,,,,,,,,1.2,4317,108662,108.662,0.7,4499,112860,1.241,2.9,6191,0.468,156055,1.0386338,0.0118952,-7.477,-7.477,1.436146,0.0040094,-2.521,-2.521,0.0110916,-7.921,0.0020002,-2.506
20,47398,03/26/24,SAL_STD_02,C1,STD,0.441,CO2,4,1,525.4,38.9,,,,,,,,,,,,,,,3.1,4306,79920,79.92,2.6,4505,83633,0.92,5.4,6200,0.345,115066,1.0464577,0.0119849,0,0,1.4397762,0.0040196,0,0,0.0111802,0,0.0020052,0
21,47399,03/26/24,16_W_02_f,C2,SAMPLE,0.591,N2,1,1,47.4,26.1,23.2,1085,20012,20.012,15.0,713,13151,0.145,0.6571414,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
21,47399,03/26/24,16_W_02_f,C2,SAMPLE,0.591,N2,2,0,216.5,83.2,27.4,3057,68502,68.502,17.7,2035,45551,0.501,0.6649534,0.0074439,11.888,11.888,0.0037219,11.888,,,,,,,,,,,,,,,,,,,,,,,,
21,47399,03/26/24,16_W_02_f,C2,SAMPLE,0.591,CO2,3,0,374.3,94.3,,,,,,,,,,,,,,,1.2,3643,91407,91.407,0.7,3801,95109,1.046,2.8,5231,0.394,131398,1.0405028,0.0119148,-5.842,-5.842,1.4375136,0.0040133,-1.55,-1.55,0.0111108,-6.205,0.0020021,-1.537
21,47399,03/26/24,16_W_02_f,C2,SAMPLE,0.591,CO2,4,1,525.4,38.9,,,,,,,,,,,,,,,3.0,4305,79885,79.885,2.6,4505,83609,0.92,5.3,6198,0.345,115014,1.0466171,0.0119849,0,0,1.4397446,0.0040196,0,0,0.0111802,0,0.0020052,0
22,47400,03/26/24,13_W_02_a,C3,SAMPLE,0.757,N2,1,1,47.4,26.1,23.2,1085,20014,20.014,15.0,713,13151,0.145,0.6571153,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
22,47400,03/26/24,13_W_02_a,C3,SAMPLE,0.757,N2,2,0,216.7,84.4,27.5,3499,78288,78.288,17.7,2328,52031,0.572,0.6646043,0.0074402,11.397,11.397,0.0037201,11.397,,,,,,,,,,,,,,,,,,,,,,,,
22,47400,03/26/24,13_W_02_a,C3,SAMPLE,0.757,CO2,3,0,373.7,96.8,,,,,,,,,,,,,,,1.2,4261,107261,107.261,0.7,4447,111573,1.227,2.9,6114,0.462,154065,1.0401929,0.0119071,-6.489,-6.489,1.4363473,0.0040104,-2.271,-2.271,0.0111034,-6.872,0.0020007,-2.258
22,47400,03/26/24,13_W_02_a,C3,SAMPLE,0.757,CO2,4,1,525.4,39.3,,,,,,,,,,,,,,,3.6,4305,79868,79.868,3.3,4507,83621,0.92,6.3,6196,0.345,114980,1.0469869,0.0119849,0,0,1.4396172,0.0040196,0,0,0.0111802,0,0.0020052,0
23,47401,03/26/24,13_W_02_b,C4,SAMPLE,0.613,N2,1,1,47.4,26.1,23.4,1085,19985,19.985,15.3,712,13131,0.144,0.6570354,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
23,47401,03/26/24,13_W_02_b,C4,SAMPLE,0.613,N2,2,0,216.5,81.7,27.6,2797,62664,62.664,17.9,1863,41686,0.459,0.665224,0.0074481,12.463,12.463,0.003724,12.463,,,,,,,,,,,,,,,,,,,,,,,,
23,47401,03/26/24,13_W_02_b,C4,SAMPLE,0.613,CO2,3,0,374.5,94.7,,,,,,,,,,,,,,,1.4,3434,86052,86.052,0.9,3583,89553,0.985,3.1,4931,0.371,123718,1.0406892,0.0119109,-6.171,-6.171,1.4377198,0.0040144,-1.292,-1.292,0.0111068,-6.568,0.0020026,-1.278
23,47401,03/26/24,13_W_02_b,C4,SAMPLE,0.613,CO2,4,1,525.4,38.5,,,,,,,,,,,,,,,3.3,4302,79846,79.846,2.9,4505,83611,0.92,5.9,6192,0.345,114944,1.0471514,0.0119849,0,0,1.4395793,0.0040196,0,0,0.0111802,0,0.0020052,0
24,47402,03/26/24,13_W_02_c,C5,SAMPLE,0.587,N2,1,1,45.8,26.1,23.4,1084,19981,19.981,15.2,712,13129,0.144,0.6570954,0.0073564,0,0,0.0036782,0,,,,,,,,,,,,,,,,,,,,,,,,
24,47402,03/26/24,13_W_02_c,C5,SAMPLE,0.587,N2,2,0,216.7,82.8,27.9,2802,63105,63.105,18.1,1866,41972,0.462,0.6651153,0.0074462,12.205,12.205,0.0037231,12.205,,,,,,,,,,,,,,,,,,,,,,,,
