"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",44952,"10_E_2",1267.6,2.806,22.634,22.634,"ALA",22.20385,22.236863636363
"17",44952,"10_E_2",1391.7,1.77,23.289,23.289,"VAL",22.85885,24.3659045454543
"18",44952,"10_E_2",1521.9,3.101,15.395,15.395,"NOR",14.96485,14.7187681818192
"19",44952,"10_E_2",2049.2,2.618,22.333,22.333,"GLU",21.90285,22.056699999999
"20",44952,"10_E_2",2170,1.613,5.038,5.038,"PHE",4.60785,4.45597727272665
"21",44953,"10_E_2",1268.2,2.742,22.918,22.918,"ALA",22.48785,22.4840085227268
"22",44953,"10_E_2",1392.4,1.675,23.953,23.953,"VAL",23.52285,24.9926059659088
"23",44953,"10_E_2",1522.4,3.044,16.29,16.29,"NOR",15.85985,15.6933644886373
"24",44953,"10_E_2",2049.9,2.555,22.049,22.049,"GLU",21.61885,21.7100562499995
"25",44953,"10_E_2",2170.5,1.562,4.651,4.651,"PHE",4.22085,4.02156392045411
"26",44954,"10_E_2",1267.6,2.64,23.221,23.221,"ALA",22.79085,22.7501534090904
"27",44954,"10_E_2",1391.7,2.777,17.561,17.561,"VAL",17.13085,18.5633073863634
"28",44954,"10_E_2",1521.9,2.915,16.641,16.641,"NOR",16.21085,16.1239607954554
"29",44954,"10_E_2",2049,2.43,21.836,21.836,"GLU",21.40585,21.4344124999995
"30",44954,"10_E_2",2169.8,1.482,4.514,4.514,"PHE",4.08385,3.83715056818111
"31",44955,"10_E_3",1270.9,5.792,22.626,22.626,"ALA",22.19585,22.1182982954542
"32",44955,"10_E_3",1393.6,3.761,15.172,15.172,"VAL",14.74185,16.1370088068179
"33",44955,"10_E_3",1523.2,3.185,14.958,14.958,"NOR",14.52785,14.5205571022739
"34",44955,"10_E_3",2055.9,4.673,23.486,23.486,"GLU",23.05585,23.0217687499995
"35",44955,"10_E_3",2171.1,1.611,3.293,3.293,"PHE",2.86285,2.56873721590857
"36",44956,"10_E_3",1270.3,5.237,22.775,22.775,"ALA",22.34485,22.2304431818178
"37",44956,"10_E_3",1393.2,3.694,14.426,14.426,"VAL",13.99585,15.3537102272725
