"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"45",46562,"04_E_2_R",2175.5,2.625,3.925,3.925,"PHE",3.49485,3.46589971590934
"51",46564,"22_K_3_R",1273.4,9.2,22.51,22.51,"ALA",22.07985,22.1215
"52",46564,"22_K_3_R",1395.1,8.762,12.957,12.957,"VAL",12.52685,14.0462352272728
"53",46564,"22_K_3_R",1523.8,7.114,13.469,13.469,"NOR",13.03885,13.0600752840906
"54",46564,"22_K_3_R",2063.7,7.878,23.622,23.622,"GLU",23.19185,22.9819988636369
"55",46564,"22_K_3_R",2171.3,1.549,3.47,3.47,"PHE",3.03985,2.86439232954605
"56",46565,"22_K_3_R",1274.1,8.98,23.603,23.603,"ALA",23.17285,23.212
"57",46565,"22_K_3_R",1395.7,8.508,13.527,13.527,"VAL",13.09685,14.6118818181819
"58",46565,"22_K_3_R",1524.7,7.089,14.154,14.154,"NOR",13.72385,13.7746022727271
"59",46565,"22_K_3_R",2064.1,7.676,23.783,23.783,"GLU",23.35285,23.0789909090918
"60",46565,"22_K_3_R",2171.9,1.55,4.608,4.608,"PHE",4.17785,3.92913863636418
"61",46566,"22_K_3_R",1274.1,8.772,23.283,23.283,"ALA",22.85285,22.8895
"62",46566,"22_K_3_R",1395.5,7.153,13.929,13.929,"VAL",13.49885,15.009528409091
"63",46566,"22_K_3_R",1524.4,6.978,14.13,14.13,"NOR",13.69985,13.7801292613633
"64",46566,"22_K_3_R",2063.9,7.367,23.627,23.627,"GLU",23.19685,22.8589829545462
"65",46566,"22_K_3_R",2171.7,1.524,5.025,5.025,"PHE",4.59485,4.27288494318232
"71",46571,"86_W_3",1273.4,7.758,22.209,22.209,"ALA",21.77885,21.803
"72",46571,"86_W_3",1395.1,5.463,14.642,14.642,"VAL",14.21185,15.7007613636364
"73",46571,"86_W_3",1523.8,4.478,17.684,17.684,"NOR",17.25385,17.4817642045452
"74",46571,"86_W_3",2064.5,7.008,22.361,22.361,"GLU",21.93085,21.2729431818189
"75",46571,"86_W_3",2173.4,1.763,7.59,7.59,"PHE",7.15985,6.47161647727297
"76",46572,"86_W_3",1272.2,7.799,22.232,22.232,"ALA",21.80185,21.8235
"77",46572,"86_W_3",1394,6.131,16.902,16.902,"VAL",16.47185,17.9564079545455
"78",46572,"86_W_3",1523,6.48,16.236,16.236,"NOR",15.80585,16.0632911931816
"79",46572,"86_W_3",2063,6.977,22.794,22.794,"GLU",22.36385,21.6419352272733
"80",46572,"86_W_3",2172.1,1.762,7.634,7.634,"PHE",7.20385,6.44236278409111
"81",46573,"86_W_3",1272.6,7.852,22.552,22.552,"ALA",22.12185,22.141
"82",46573,"86_W_3",1369.2,1.385,14.36,14.36,"VAL",13.92985,15.4100545454546
"83",46573,"86_W_3",1523.4,4.39,18.373,18.373,"NOR",17.94285,18.2298181818179
"84",46573,"86_W_3",2063.2,6.329,22.116,22.116,"GLU",21.68585,20.8999272727278
"85",46573,"86_W_3",2172.6,1.622,7.644,7.644,"PHE",7.21385,6.37910909090924
