"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",45957,"95_K_2",1278,16.958,22.374,22.374,"ALA",21.94385,21.8676090909084
"17",45957,"95_K_2",1399.7,7.908,21.565,21.565,"VAL",21.13485,22.5288818181814
"18",45957,"95_K_2",1527.4,6.113,12.717,12.717,"NOR",12.28685,12.1171136363636
"19",45957,"95_K_2",2064.5,8.8,21.172,21.172,"GLU",20.74185,21.0306409090889
"20",45957,"95_K_2",2175.7,3.069,4.178,4.178,"PHE",3.74785,3.81676363636341
"21",45958,"95_K_2",1277.6,15.277,21.926,21.926,"ALA",21.49585,21.3628744318173
"22",45958,"95_K_2",1399.5,7.839,19.992,19.992,"VAL",19.56185,20.9028573863635
"23",45958,"95_K_2",1527.2,5.646,12.99,12.99,"NOR",12.55985,12.3715553977272
"24",45958,"95_K_2",2064.1,8.191,20.877,20.877,"GLU",20.44685,20.6287349431795
"25",45958,"95_K_2",2175.5,2.796,3.814,3.814,"PHE",3.38385,3.34083977272686
"26",45959,"95_K_2",1277.6,14.938,22.285,22.285,"ALA",21.85485,21.6651397727268
"27",45959,"95_K_2",1399.5,8.359,19.352,19.352,"VAL",18.92185,20.2098329545451
"28",45959,"95_K_2",1527,5.415,13.305,13.305,"NOR",12.87485,12.6679971590908
"29",45959,"95_K_2",2063.9,8.128,20.407,20.407,"GLU",19.97685,20.051828977271
"30",45959,"95_K_2",2175.5,2.673,3.456,3.456,"PHE",3.02585,2.87091590909031
"31",45960,"95_E_2",1281.6,20.402,22.844,22.844,"ALA",22.41385,22.1674051136357
"32",45960,"95_E_2",1402.4,12.017,17.31,17.31,"VAL",16.87985,18.1148085227272
"33",45960,"95_E_2",1527,7.591,14.275,14.275,"NOR",13.84485,13.6194389204546
"34",45960,"95_E_2",2071.2,11.527,22.518,22.518,"GLU",22.08785,22.0559230113617
"35",45960,"95_E_2",2176.9,2.6,4.113,4.113,"PHE",3.68285,3.41599204545377
"36",45961,"95_E_2",1281.6,18.808,23.739,23.739,"ALA",23.30885,23.0056704545447
"37",45961,"95_E_2",1402.6,10.825,16.778,16.778,"VAL",16.34785,17.5297840909088
"38",45961,"95_E_2",1527.2,4.467,15.752,15.752,"NOR",15.32185,15.0778806818182
"39",45961,"95_E_2",2071.2,11.193,22.844,22.844,"GLU",22.41385,22.2750170454532
"40",45961,"95_E_2",2176.9,2.526,5.442,5.442,"PHE",5.01185,4.63306818181813
"41",45962,"95_E_2",1282.6,19.042,24.407,24.407,"ALA",23.97685,23.6169357954541
"42",45962,"95_E_2",1403.6,10.554,16.84,16.84,"VAL",16.40985,17.5387596590909
"43",45962,"95_E_2",1528,4.756,16.484,16.484,"NOR",16.05385,15.7913224431818
