"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",46937,"86_W_2",1281.6,27.331,23.306,23.306,"ALA",22.87585,22.9269675994109
"17",46937,"86_W_2",1402.8,10.673,22.168,22.168,"VAL",21.73785,23.3404079528718
"18",46937,"86_W_2",1527.2,7.003,12.61,12.61,"NOR",12.17985,11.9183770250384
"19",46937,"86_W_2",2064.5,10.784,23.381,23.381,"GLU",22.95085,23.2042253313692
"20",46937,"86_W_2",2175.5,4.737,3.702,3.702,"PHE",3.27185,3.38045434462383
"21",46938,"86_W_2",1282,26.786,22.916,22.916,"ALA",22.48585,22.5401634756996
"22",46938,"86_W_2",1403.2,10.899,21.814,21.814,"VAL",21.38385,22.9925780559646
"23",46938,"86_W_2",1527.6,6.775,11.405,11.405,"NOR",10.97485,10.8140522827706
"24",46938,"86_W_2",2065.1,10.588,22.696,22.696,"GLU",22.26585,22.4885449189981
"25",46938,"86_W_2",2176.1,4.564,3.711,3.711,"PHE",3.28085,3.33961671575824
"26",46939,"86_W_2",1281.2,25.174,23.009,23.009,"ALA",22.57885,22.6363593519883
"27",46939,"86_W_2",1402.6,10.978,21.22,21.22,"VAL",20.78985,22.4047481590574
"28",46939,"86_W_2",1527,7.746,12.303,12.303,"NOR",11.87285,11.812727540502
"29",46939,"86_W_2",2064.3,10.126,22.841,22.841,"GLU",22.41085,22.602864506627
"30",46939,"86_W_2",2175.5,4.429,4.122,4.122,"PHE",3.69185,3.7007790868922
"31",46940,"07_E_3",1270.9,6.671,22.243,22.243,"ALA",21.81285,21.8735552282769
"32",46940,"07_E_3",1394.2,4.562,21.618,21.618,"VAL",21.18785,22.8089182621502
"33",46940,"07_E_3",1523.8,4.376,13.884,13.884,"NOR",13.45385,13.4944027982343
"34",46940,"07_E_3",2055.5,5.244,22.083,22.083,"GLU",21.65285,21.8141840942558
"35",46940,"07_E_3",2172.6,2.981,2.608,2.608,"PHE",2.17785,2.13694145802616
"36",46941,"07_E_3",1271.1,6.371,22.289,22.289,"ALA",21.85885,21.9227511045656
"37",46941,"07_E_3",1394.2,3.312,24.099,24.099,"VAL",23.66885,25.296088365243
"38",46941,"07_E_3",1523.8,4.127,14.019,14.019,"NOR",13.58885,13.7300780559657
