"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"21",46966,"74_K_2",1278.5,10.755,22.343,22.343,"ALA",21.91285,21.6647375
"22",46966,"74_K_2",1399.7,7.178,14.853,14.853,"VAL",14.42285,15.5384749999996
"23",46966,"74_K_2",1526.1,6.464,14.79,14.79,"NOR",14.35985,14.4645562500006
"24",46966,"74_K_2",2065.3,5.884,20.313,20.313,"GLU",19.88285,19.5367874999995
"25",46966,"74_K_2",2175.1,1.593,4.065,4.065,"PHE",3.63485,2.8012187499994
"26",46967,"74_K_2",1278.5,11.203,22.868,22.868,"ALA",22.43785,22.1707448863637
"27",46967,"74_K_2",1399.9,6.577,12.947,12.947,"VAL",12.51685,13.5875352272725
"28",46967,"74_K_2",1526.3,4.586,11.451,11.451,"NOR",11.02085,11.1608696022732
"29",46967,"74_K_2",2065.5,6.091,21.23,21.23,"GLU",20.79985,20.4112653409087
"30",46967,"74_K_2",2175.5,1.621,5.769,5.769,"PHE",5.33885,4.41342471590887
"31",46968,"74_K_2",1278.2,11.49,22.668,22.668,"ALA",22.23785,21.9517522727273
"32",46968,"74_K_2",1399.5,8.007,15.878,15.878,"VAL",15.44785,16.4735954545455
"33",46968,"74_K_2",1525.7,6.477,14.996,14.996,"NOR",14.56585,14.7411829545459
"34",46968,"74_K_2",2065.3,6.232,22.076,22.076,"GLU",21.64585,21.2147431818179
"35",46968,"74_K_2",2175.3,1.693,4.927,4.927,"PHE",4.49685,3.47963068181744
"41",46970,"74_W_2",1280.1,11.226,23.258,23.258,"ALA",22.82785,22.5037670454547
"42",46970,"74_W_2",1401.3,6.429,14.487,14.487,"VAL",14.05685,14.9927159090909
"43",46970,"74_W_2",1528.4,5.266,13.038,13.038,"NOR",12.60785,12.8538096590913
"44",46970,"74_W_2",2070.4,6.429,22.379,22.379,"GLU",21.94885,21.4326988636363
"45",46970,"74_W_2",2179,1.973,5.832,5.832,"PHE",5.40185,4.20104261363638
"46",46971,"74_W_2",1283.9,11.417,23.04,23.04,"ALA",22.60985,22.2667744318183
"47",46971,"74_W_2",1405.1,8.233,16.575,16.575,"VAL",16.14485,17.0357761363639
"48",46971,"74_W_2",1532.4,6.873,16.43,16.43,"NOR",15.99985,16.281123011364
"49",46971,"74_W_2",2076.2,6.313,23.345,23.345,"GLU",22.91485,22.3561767045454
"50",46971,"74_W_2",2184.3,1.922,6.196,6.196,"PHE",5.76585,4.47324857954495
"51",46972,"74_W_2",1288.1,11.631,23.017,23.017,"ALA",22.58685,22.224781818182
"52",46972,"74_W_2",1409.3,8.448,16.19,16.19,"VAL",15.75985,16.6058363636368
"53",46972,"74_W_2",1536.8,6.94,16.267,16.267,"NOR",15.83685,16.1534363636366
"54",46972,"74_W_2",2082.9,6.938,23.155,23.155,"GLU",22.72485,22.1236545454546
"55",46972,"74_W_2",2189.5,1.98,6.11,6.11,"PHE",5.67985,4.29545454545442
