"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",45193,"22_E_2_R",1274.7,10.958,23.758,23.758,"ALA",23.32785,23.0885338068178
"17",45193,"22_E_2_R",1396.5,6.33,15.733,15.733,"VAL",15.30285,16.557782670454
"18",45193,"22_E_2_R",1524.4,6.158,13.483,13.483,"NOR",13.05285,12.8779792613638
"19",45193,"22_E_2_R",2063.9,8.463,23.915,23.915,"GLU",23.48485,23.2961553977252
"20",45193,"22_E_2_R",2171.7,1.597,2.795,2.795,"PHE",2.36485,1.88482926136291
"21",45194,"22_E_2_R",1274.3,10.174,23.742,23.742,"ALA",23.31185,23.016210227272
"22",45194,"22_E_2_R",1396.1,7.999,14.045,14.045,"VAL",13.61485,14.8085056818179
"23",45194,"22_E_2_R",1524,3.347,15.271,15.271,"NOR",14.84085,14.6783920454547
"24",45194,"22_E_2_R",2063.2,7.852,23.554,23.554,"GLU",23.12385,22.8115965909076
"25",45194,"22_E_2_R",2171.3,1.482,3.254,3.254,"PHE",2.82385,2.23039204545344
"26",45195,"22_E_2_R",1274.7,9.486,24.088,24.088,"ALA",23.65785,23.3058866477267
"27",45195,"22_E_2_R",1396.7,5.583,11.26,11.26,"VAL",10.82985,11.9622286931813
"28",45195,"22_E_2_R",1524.7,3.244,16.219,16.219,"NOR",15.78885,15.6388048295456
"29",45195,"22_E_2_R",2063.9,7.563,24.516,24.516,"GLU",24.08585,23.6500377840892
"30",45195,"22_E_2_R",2171.9,1.396,4.205,4.205,"PHE",3.77485,3.06795482954397
"36",45200,"92_W_2",1275.7,13.91,25.007,25.007,"ALA",24.57685,23.9432687499999
"37",45200,"92_W_2",1397.4,8.102,16.673,16.673,"VAL",16.24285,17.0688437499994
"38",45200,"92_W_2",1524.2,7.107,15.437,15.437,"NOR",15.00685,14.91886875
"39",45200,"92_W_2",2062,7.415,22.479,22.479,"GLU",22.04885,20.9952437499988
"40",45200,"92_W_2",2172.3,1.908,7.478,7.478,"PHE",7.04785,5.77376874999934
"41",45201,"92_W_2",1275.5,12.8,24.724,24.724,"ALA",24.29385,23.6039451704542
"42",45201,"92_W_2",1397,7.636,16.733,16.733,"VAL",16.30285,17.0675667613633
"43",45201,"92_W_2",1524,3.968,16.595,16.595,"NOR",16.16485,16.0892815340909
"44",45201,"92_W_2",2061.8,6.856,23.054,23.054,"GLU",22.62385,21.4466849431804
"45",45201,"92_W_2",2172.1,1.716,9.733,9.733,"PHE",9.30285,7.91533153408987
"46",45202,"92_W_2",1275.3,12.299,24.557,24.557,"ALA",24.12685,23.3806215909089
"47",45202,"92_W_2",1396.7,7.527,16.177,16.177,"VAL",15.74685,16.4502897727267
"48",45202,"92_W_2",1523.8,2.583,11.02,11.02,"NOR",10.58985,10.5266943181819
"49",45202,"92_W_2",2061.6,6.283,23.173,23.173,"GLU",22.74285,21.4421261363629
"50",45202,"92_W_2",2172.1,1.633,8.696,8.696,"PHE",8.26585,6.76489431818131
