"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",45869,"04_E_2",1283.3,27.127,23.681,23.681,"ALA",23.25085,23.1349590909093
"17",45869,"04_E_2",1405.1,9.686,20.49,20.49,"VAL",20.05985,21.403790909091
"18",45869,"04_E_2",1529.3,9.024,14.314,14.314,"NOR",13.88385,13.5794363636376
"19",45869,"04_E_2",2076.4,16.344,22.935,22.935,"GLU",22.50485,22.5980999999988
"20",45869,"04_E_2",2178.2,4.064,5.335,5.335,"PHE",4.90485,5.02100909090815
"21",45870,"04_E_2",1284.3,25.357,23.669,23.669,"ALA",23.23885,23.1301525568184
"22",45870,"04_E_2",1406.4,11.502,18.416,18.416,"VAL",17.98585,19.3285505681819
"23",45870,"04_E_2",1530.5,5.843,13.498,13.498,"NOR",13.06785,12.8198102272741
"24",45870,"04_E_2",2077.7,15.217,23.122,23.122,"GLU",22.69185,22.7321687499985
"25",45870,"04_E_2",2179.2,3.528,4.562,4.562,"PHE",4.13185,4.17404943181706
"26",45871,"04_E_2",1283.7,22.946,23.924,23.924,"ALA",23.49385,23.3923460227275
"27",45871,"04_E_2",1405.7,12.519,16.591,16.591,"VAL",16.16085,17.5023102272728
"28",45871,"04_E_2",1529.9,8.938,14.143,14.143,"NOR",13.71285,13.5211840909102
"29",45871,"04_E_2",2076.6,13.719,23.988,23.988,"GLU",23.55785,23.5452374999987
"30",45871,"04_E_2",2178.6,3.079,6.403,6.403,"PHE",5.97285,5.94108977272642
"31",45872,"10_K_2",1269.3,3.275,22.337,22.337,"ALA",21.90685,21.8125394886366
"32",45872,"10_K_2",1393.4,2.524,20.379,20.379,"VAL",19.94885,21.2890698863637
"33",45872,"10_K_2",1523.4,2.074,13.784,13.784,"NOR",13.35385,13.2185579545467
"34",45872,"10_K_2",2056.6,3.817,21.676,21.676,"GLU",21.24585,21.1803062499989
"35",45872,"10_K_2",2172.3,1.621,2.765,2.765,"PHE",2.33485,2.22913011363534
"36",45873,"10_K_2",1269.9,3.023,22.65,22.65,"ALA",22.21985,22.1327329545456
"37",45873,"10_K_2",1393.8,1.744,25.192,25.192,"VAL",24.76185,26.1008295454546
"38",45873,"10_K_2",1524,1.962,14.151,14.151,"NOR",13.72085,13.6419318181827
"39",45873,"10_K_2",2057.4,3.59,22.423,22.423,"GLU",21.99285,21.8743749999987
"40",45873,"10_K_2",2173,1.486,4.237,4.237,"PHE",3.80685,3.6271704545447
"41",45874,"10_K_2",1270.9,2.84,22.388,22.388,"ALA",21.95785,21.8779264204547
"42",45874,"10_K_2",1394.9,2.353,19.147,19.147,"VAL",18.71685,20.0545892045455
"43",45874,"10_K_2",1525.1,1.897,14.148,14.148,"NOR",13.71785,13.6953056818193
"44",45874,"10_K_2",2058.2,3.41,22.046,22.046,"GLU",21.61585,21.4444437499989
"45",45874,"10_K_2",2174,1.381,4.681,4.681,"PHE",4.25085,3.99721079545362
"51",45879,"07_E_2",1277.6,4.997,23.037,23.037,"ALA",22.60685,22.5628937500001
"52",45879,"07_E_2",1400.7,3.825,16.332,16.332,"VAL",15.90185,17.2333874999999
"53",45879,"07_E_2",1530.1,3.113,17.004,17.004,"NOR",16.57385,16.8331750000004
"54",45879,"07_E_2",2064.1,3.115,20.935,20.935,"GLU",20.50485,20.0687874999989
"55",45879,"07_E_2",2179.7,1.557,7.092,7.092,"PHE",6.66185,6.03841249999954
"56",45880,"07_E_2",1275.7,4.912,22.451,22.451,"ALA",22.02085,21.9840872159091
"57",45880,"07_E_2",1398.8,3.751,16.319,16.319,"VAL",15.88885,17.2191471590908
"58",45880,"07_E_2",1528.2,1.83,15.672,15.672,"NOR",15.24185,15.5575488636369
"59",45880,"07_E_2",2061.6,2.975,20.965,20.965,"GLU",20.53485,20.0458562499991
"60",45880,"07_E_2",2177.8,1.492,8.13,8.13,"PHE",7.69985,7.00245284090845
"61",45881,"07_E_2",1277,4.72,22.341,22.341,"ALA",21.91085,21.8812806818182
"62",45881,"07_E_2",1400.1,3.057,16.171,16.171,"VAL",15.74085,17.0699068181817
"63",45881,"07_E_2",1529.5,2.841,15.911,15.911,"NOR",15.48085,15.8529227272735
"65",45881,"07_E_2",2179.5,1.426,7.115,7.115,"PHE",6.68485,5.91349318181782
