"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",46805,"71_K_2",1280.3,23.911,22.951,22.951,"ALA",22.52085,22.4334545454532
"17",46805,"71_K_2",1401.6,7.834,22.548,22.548,"VAL",22.11785,23.3584772727277
"18",46805,"71_K_2",1527,4.145,15.004,15.004,"NOR",14.57385,14.2037818181805
"19",46805,"71_K_2",2070.1,13.146,21.925,21.925,"GLU",21.49485,21.4520681818169
"20",46805,"71_K_2",2176.7,3.717,3.956,3.956,"PHE",3.52585,3.31058181818108
"21",46806,"71_K_2",1280.1,23.288,22.749,22.749,"ALA",22.31885,22.3319715909078
"22",46806,"71_K_2",1401.6,8.097,22.492,22.492,"VAL",22.06185,23.4606576704546
"23",46806,"71_K_2",1527,4.043,15.024,15.024,"NOR",14.59385,14.3931886363619
"24",46806,"71_K_2",2087.7,13.772,21.808,21.808,"GLU",21.37785,21.4871207386345
"25",46806,"71_K_2",2193.5,3.754,3.706,3.706,"PHE",3.27585,3.19697613636245
"26",46807,"71_K_2",1280.3,22.857,22.894,22.894,"ALA",22.46385,22.5774886363624
"27",46807,"71_K_2",1401.8,8.328,21.989,21.989,"VAL",21.55885,23.1158380681816
"28",46807,"71_K_2",1527,3.98,14.541,14.541,"NOR",14.11085,14.0795954545442
"29",46807,"71_K_2",2075.4,13.269,21.729,21.729,"GLU",21.29885,21.560173295453
"30",46807,"71_K_2",2182.4,3.59,3.631,3.631,"PHE",3.20085,3.25837045454473
"31",46808,"71_K_3",1275.9,15.051,23.418,23.418,"ALA",22.98785,23.202005681817
"32",46808,"71_K_3",1397.6,5.667,21.791,21.791,"VAL",21.36085,23.0760184659094
"33",46808,"71_K_3",1527.2,6.741,13.68,13.68,"NOR",13.24985,13.3880022727256
"34",46808,"71_K_3",2061.6,7.315,22.111,22.111,"GLU",21.68085,22.0942258522714
"35",46808,"71_K_3",2173.8,2.619,3.196,3.196,"PHE",2.76585,2.95976477272611
"36",46809,"71_K_3",1276.2,14.449,23.175,23.175,"ALA",22.74485,23.0595227272715
"37",46809,"71_K_3",1397.8,6.925,21.037,21.037,"VAL",20.60685,22.4801988636364
"38",46809,"71_K_3",1527.4,6.473,13.913,13.913,"NOR",13.48285,13.7904090909079
"39",46809,"71_K_3",2061.8,7.038,21.849,21.849,"GLU",21.41885,21.984278409089
"40",46809,"71_K_3",2174,2.475,2.479,2.479,"PHE",2.04885,2.37915909090839
"41",46810,"71_K_3",1275.1,13.464,23.256,23.256,"ALA",22.82585,23.2410397727261
"42",46810,"71_K_3",1396.7,7.013,19.711,19.711,"VAL",19.28085,21.3123792613633
"43",46810,"71_K_3",1526.5,7.05,13.997,13.997,"NOR",13.56685,14.0438159090893
"44",46810,"71_K_3",2060.7,6.585,21.609,21.609,"GLU",21.17885,21.8963309659075
"45",46810,"71_K_3",2173.2,2.272,3.192,3.192,"PHE",2.76185,3.22855340908977
"51",46812,"71_E_2",1287.6,31.953,22.136,22.136,"ALA",21.70585,22.3220738636353
"52",46812,"71_E_2",1408.7,14.928,17.069,17.069,"VAL",16.63885,18.9867400568181
"53",46812,"71_E_2",1529.9,8.929,12.421,12.421,"NOR",11.99085,12.8066295454531
"54",46812,"71_E_2",2083.3,21.044,21.803,21.803,"GLU",21.37285,22.3944360795436
"55",46812,"71_E_2",2181.3,4.034,3.062,3.062,"PHE",2.63185,3.37134204545342
"56",46813,"71_E_2",1287.6,31.332,22.365,22.365,"ALA",21.93485,22.6515909090899
"57",46813,"71_E_2",1408.9,13.591,17.782,17.782,"VAL",17.35185,19.857920454545
"58",46813,"71_E_2",1530.3,8.751,12.535,12.535,"NOR",12.10485,13.0900363636345
"59",46813,"71_E_2",2084.4,20.614,21.667,21.667,"GLU",21.23685,22.4104886363621
"60",46813,"71_E_2",2181.5,3.906,3.639,3.639,"PHE",3.20885,4.0847363636348
"61",46814,"71_E_2",1288.3,30.191,22.812,22.812,"ALA",22.38185,23.1991079545444
"62",46814,"71_E_2",1409.5,14.702,16.426,16.426,"VAL",15.99585,18.6601008522729
"63",46814,"71_E_2",1530.9,8.779,12.425,12.425,"NOR",11.99485,13.1494431818168
"64",46814,"71_E_2",2084.8,19.902,22.029,22.029,"GLU",21.59885,22.9245411931806
"65",46814,"71_E_2",2182.4,3.683,4.541,4.541,"PHE",4.11085,5.12313068181708
"66",46815,"71_E_3",1282.8,18.529,22.686,22.686,"ALA",22.25585,23.173624999999
"67",46815,"71_E_3",1404.1,10.175,17.004,17.004,"VAL",16.57385,19.3962812499998
"68",46815,"71_E_3",1530.3,5.542,15.717,15.717,"NOR",15.28685,16.6108499999982
"69",46815,"71_E_3",2073.7,9.606,22.204,22.204,"GLU",21.77385,23.2515937499981
"70",46815,"71_E_3",2180.1,2.443,2.759,2.759,"PHE",2.32885,3.47752499999845
"71",46816,"71_E_3",1289.9,17.371,21.987,21.987,"ALA",21.55685,22.5751420454527
"72",46816,"71_E_3",1411.2,10.086,16.521,16.521,"VAL",16.09085,19.0714616477267
"73",46816,"71_E_3",1537.6,5.136,16.089,16.089,"NOR",15.65885,17.1522568181806
"74",46816,"71_E_3",2083.7,9.648,21.83,21.83,"GLU",21.39985,23.0296463068166
"75",46816,"71_E_3",2188.6,2.291,3.206,3.206,"PHE",2.77585,4.06091931818074
"76",46817,"71_E_3",1317.7,16.565,21.767,21.767,"ALA",21.33685,22.4556590909073
"77",46817,"71_E_3",1438.5,10.066,16.578,16.578,"VAL",16.14785,19.2866420454546
"78",46817,"71_E_3",1564.6,6.726,14.994,14.994,"NOR",14.56385,16.226663636362
"79",46817,"71_E_3",2121.3,9.005,21.923,21.923,"GLU",21.49285,23.2746988636351
"80",46817,"71_E_3",2219.8,2.08,3.067,3.067,"PHE",2.63685,4.05831363636211
