Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46953,5AA,1275.9,17.583,-0.438,-0.438,ALA
46953,5AA,1397.6,12.072,-0.179,-0.179,VAL
46953,5AA,1533.9,23.833,14.889,14.889,NOR
46953,5AA,2067,12.696,-2.797,-2.797,GLU
46953,5AA,2183.4,12.192,-4.992,-4.992,PHE
46954,5AA,1276.4,17.284,-0.649,-0.649,ALA
46954,5AA,1398,11.4,-0.843,-0.843,VAL
46954,5AA,1534.3,21.642,15.2,15.2,NOR
46954,5AA,2067.2,12.007,-2.821,-2.821,GLU
46954,5AA,2183.6,11.356,-4.406,-4.406,PHE
46955,5AA,1276.8,16.628,-0.232,-0.232,ALA
46955,5AA,1398.4,11.172,-0.293,-0.293,VAL
46955,5AA,1534.7,21.631,15.13,15.13,NOR
46955,5AA,2067.8,12.184,-3.037,-3.037,GLU
46955,5AA,2184.3,11.258,-4.5,-4.5,PHE
46962,5AA,1276.4,8.748,-2.22,-2.22,ALA
46962,5AA,1398,5.573,-2.494,-2.494,VAL
46962,5AA,1534.5,11.957,13.717,13.717,NOR
46962,5AA,2067.6,6.868,-3.679,-3.679,GLU
46962,5AA,2183.8,5.941,-5.138,-5.138,PHE
46966,74_K_2,1278.5,10.755,22.343,22.343,ALA
46966,74_K_2,1399.7,7.178,14.853,14.853,VAL
46966,74_K_2,1526.1,6.464,14.79,14.79,NOR
46966,74_K_2,2065.3,5.884,20.313,20.313,GLU
46966,74_K_2,2175.1,1.593,4.065,4.065,PHE
46967,74_K_2,1278.5,11.203,22.868,22.868,ALA
46967,74_K_2,1399.9,6.577,12.947,12.947,VAL
46967,74_K_2,1526.3,4.586,11.451,11.451,NOR
46967,74_K_2,2065.5,6.091,21.23,21.23,GLU
46967,74_K_2,2175.5,1.621,5.769,5.769,PHE
46968,74_K_2,1278.2,11.49,22.668,22.668,ALA
46968,74_K_2,1399.5,8.007,15.878,15.878,VAL
46968,74_K_2,1525.7,6.477,14.996,14.996,NOR
46968,74_K_2,2065.3,6.232,22.076,22.076,GLU
46968,74_K_2,2175.3,1.693,4.927,4.927,PHE
46969,5AA,1278.7,9.049,-0.494,-0.494,ALA
46969,5AA,1400.1,5.527,-0.711,-0.711,VAL
46969,5AA,1536.6,11.994,14.675,14.675,NOR
46969,5AA,2071.6,6.744,-2.539,-2.539,GLU
46969,5AA,2187.2,5.8,-3.557,-3.557,PHE
46970,74_W_2,1280.1,11.226,23.258,23.258,ALA
46970,74_W_2,1401.3,6.429,14.487,14.487,VAL
46970,74_W_2,1528.4,5.266,13.038,13.038,NOR
46970,74_W_2,2070.4,6.429,22.379,22.379,GLU
46970,74_W_2,2179,1.973,5.832,5.832,PHE
46971,74_W_2,1283.9,11.417,23.04,23.04,ALA
46971,74_W_2,1405.1,8.233,16.575,16.575,VAL
46971,74_W_2,1532.4,6.873,16.43,16.43,NOR
46971,74_W_2,2076.2,6.313,23.345,23.345,GLU
46971,74_W_2,2184.3,1.922,6.196,6.196,PHE
46972,74_W_2,1288.1,11.631,23.017,23.017,ALA
46972,74_W_2,1409.3,8.448,16.19,16.19,VAL
46972,74_W_2,1536.8,6.94,16.267,16.267,NOR
46972,74_W_2,2082.9,6.938,23.155,23.155,GLU
46972,74_W_2,2189.5,1.98,6.11,6.11,PHE
46973,5AA,1293.7,9.896,0.014,0.014,ALA
46973,5AA,1415.3,6.34,0.745,0.745,VAL
46973,5AA,1552.2,11.869,14.395,14.395,NOR
46973,5AA,2094.6,7.647,-1.767,-1.767,GLU
46973,5AA,2205.8,6.7,-2.506,-2.506,PHE
46974,5AA,1296.4,9.498,-0.121,-0.121,ALA
46974,5AA,1417.9,5.904,0.515,0.515,VAL
46974,5AA,1554.8,11.632,14.19,14.19,NOR
46974,5AA,2099,7.623,-2.214,-2.214,GLU
46974,5AA,2209.3,6.615,-3.102,-3.102,PHE
