Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46577,5AA,1280.1,34.125,0.036,0.036,ALA
46577,5AA,1401.1,22.379,-0.335,-0.335,VAL
46577,5AA,1539.3,38.686,15.375,15.375,NOR
46577,5AA,2076.4,20.672,-2.162,-2.162,GLU
46577,5AA,2190.9,20.805,-3.867,-3.867,PHE
46578,5AA,1279.7,32.286,-0.044,-0.044,ALA
46578,5AA,1400.9,22.231,0.204,0.204,VAL
46578,5AA,1538.9,39.584,15.354,15.354,NOR
46578,5AA,2076,20.813,-2.482,-2.482,GLU
46578,5AA,2190.5,19.947,-4.527,-4.527,PHE
46579,5AA,1278.7,32.028,0.011,0.011,ALA
46579,5AA,1399.7,21.822,0.048,0.048,VAL
46579,5AA,1537.8,38.719,15.418,15.418,NOR
46579,5AA,2074.7,20.913,-2.542,-2.542,GLU
46579,5AA,2189.5,19.694,-4.598,-4.598,PHE
46580,77_E_3,1274.1,16.929,22.477,22.477,ALA
46580,77_E_3,1395.7,6.859,24.112,24.112,VAL
46580,77_E_3,1525.1,7.817,13.047,13.047,NOR
46580,77_E_3,2062,9.775,22.82,22.82,GLU
46580,77_E_3,2172.6,3.352,2.073,2.073,PHE
46581,77_E_3,1273.6,14.876,22.066,22.066,ALA
46581,77_E_3,1395.1,6.979,22.929,22.929,VAL
46581,77_E_3,1524.7,6.939,12.554,12.554,NOR
46581,77_E_3,2060.7,8.792,22.834,22.834,GLU
46581,77_E_3,2172.1,3.005,2.343,2.343,PHE
46582,77_E_3,1273,14.336,22.405,22.405,ALA
46582,77_E_3,1394.7,6.158,23.222,23.222,VAL
46582,77_E_3,1524.2,6.629,13.292,13.292,NOR
46582,77_E_3,2059.9,8.491,23.193,23.193,GLU
46582,77_E_3,2171.7,2.824,2.243,2.243,PHE
46583,71_W_2,1268.4,5.686,21.826,21.826,ALA
46583,71_W_2,1391.7,3.287,23.806,23.806,VAL
46583,71_W_2,1521.1,3.705,14.136,14.136,NOR
46583,71_W_2,2045.5,2.148,23.068,23.068,GLU
46583,71_W_2,2169.6,2.134,8.015,8.015,PHE
46584,71_W_2,1268.2,4.776,21.57,21.57,ALA
46584,71_W_2,1391.7,2.725,23.791,23.791,VAL
46584,71_W_2,1521.1,3.116,14.295,14.295,NOR
46584,71_W_2,2044.6,1.817,22.57,22.57,GLU
46584,71_W_2,2169.2,1.784,7.607,7.607,PHE
46585,71_W_2,1267.2,4.623,22.16,22.16,ALA
46585,71_W_2,1390.7,2.603,24.478,24.478,VAL
46585,71_W_2,1520.1,3.014,14.19,14.19,NOR
46585,71_W_2,2043.8,1.749,22.433,22.433,GLU
46585,71_W_2,2168.2,1.725,7.655,7.655,PHE
46586,5AA,1279.7,30.916,-0.115,-0.115,ALA
