Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46912,5AA,1277.4,17.843,-1.141,-1.141,ALA
46912,5AA,1398,11.721,-0.325,-0.325,VAL
46912,5AA,1534.7,22.979,15.013,15.013,NOR
46912,5AA,2067.6,11.96,-2.896,-2.896,GLU
46912,5AA,2183.8,11.672,-4.906,-4.906,PHE
46913,5AA,1277.4,19.562,-1.095,-1.095,ALA
46913,5AA,1398.2,11.753,-0.634,-0.634,VAL
46913,5AA,1534.9,22.425,15.355,15.355,NOR
46913,5AA,2067.8,12.261,-2.931,-2.931,GLU
46913,5AA,2184.1,11.825,-4.139,-4.139,PHE
46914,5AA,1277.4,19.418,-0.916,-0.916,ALA
46914,5AA,1398.2,12.178,-0.74,-0.74,VAL
46914,5AA,1534.9,22.898,14.931,14.931,NOR
46914,5AA,2067.6,12.672,-2.936,-2.936,GLU
46914,5AA,2183.8,11.76,-4.462,-4.462,PHE
46915,16_E_2,1269,3.599,23.395,23.395,ALA
46915,16_E_2,1393.4,3.782,24.901,24.901,VAL
46915,16_E_2,1523.2,3.345,12.057,12.057,NOR
46915,16_E_2,2048.8,2.676,22.413,22.413,GLU
46915,16_E_2,2170.7,2.213,3.677,3.677,PHE
46916,16_E_2,1268.8,3.524,22.524,22.524,ALA
46916,16_E_2,1393.2,3.642,24.343,24.343,VAL
46916,16_E_2,1523.2,3.222,11.341,11.341,NOR
46916,16_E_2,2049.2,2.647,21.472,21.472,GLU
46916,16_E_2,2171.3,2.182,3.264,3.264,PHE
46917,16_E_2,1268.6,3.353,24.248,24.248,ALA
46917,16_E_2,1393,3.554,24.007,24.007,VAL
46917,16_E_2,1522.8,3.168,11.314,11.314,NOR
46917,16_E_2,2047.8,2.603,21.458,21.458,GLU
46917,16_E_2,2170,2.16,3.763,3.763,PHE
46918,13_W_2_a,1274.3,13.657,22.489,22.489,ALA
46918,13_W_2_a,1395.5,5.387,22.145,22.145,VAL
46918,13_W_2_a,1525.1,6.099,12.958,12.958,NOR
46918,13_W_2_a,2058.4,6.891,23.016,23.016,GLU
46918,13_W_2_a,2170.9,2.076,3.478,3.478,PHE
46919,13_W_2_a,1274.5,12.721,22.529,22.529,ALA
46919,13_W_2_a,1395.7,5.642,21.107,21.107,VAL
46919,13_W_2_a,1525.5,5.589,12.832,12.832,NOR
46919,13_W_2_a,2058.7,6.415,22.635,22.635,GLU
46919,13_W_2_a,2171.3,1.907,3.44,3.44,PHE
46920,13_W_2_a,1274.3,11.956,22.308,22.308,ALA
46920,13_W_2_a,1395.7,6.627,19.106,19.106,VAL
46920,13_W_2_a,1525.3,5.167,12.785,12.785,NOR
46920,13_W_2_a,2058.7,6.119,23.189,23.189,GLU
46920,13_W_2_a,2171.1,1.749,3.03,3.03,PHE
46921,5AA,1278,17.913,-1.452,-1.452,ALA
46921,5AA,1398.8,10.942,-1.629,-1.629,VAL
46921,5AA,1535.5,19.958,14.133,14.133,NOR
46921,5AA,2069.1,11.695,-4.039,-4.039,GLU
46921,5AA,2184.9,10.344,-5.551,-5.551,PHE
46922,13_W_3_a,1276.6,12.058,20.921,20.921,ALA
46922,13_W_3_a,1397.8,8.716,16.231,16.231,VAL
46922,13_W_3_a,1526.1,4.205,14.67,14.67,NOR
46922,13_W_3_a,2064.3,7.689,22.621,22.621,GLU
46922,13_W_3_a,2173.2,1.574,2.266,2.266,PHE
46923,13_W_3_a,1276.4,10.883,21.769,21.769,ALA
46923,13_W_3_a,1397.6,8.497,14.164,14.164,VAL
46923,13_W_3_a,1526.1,3.779,15.173,15.173,NOR
