Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46923,13_W_3_a,2064.1,6.615,23.327,23.327,GLU
46923,13_W_3_a,2173.2,1.349,3.315,3.315,PHE
46924,13_W_3_a,1278.2,9.886,21.701,21.701,ALA
46924,13_W_3_a,1399.5,8.156,14.096,14.096,VAL
46924,13_W_3_a,1528,5.931,13.73,13.73,NOR
46924,13_W_3_a,2066.8,6.235,23.615,23.615,GLU
46924,13_W_3_a,2175.5,1.276,4.582,4.582,PHE
46925,07_W_2,1271.3,1.436,21.449,21.449,ALA
46925,07_W_2,1395.5,1.252,23.337,23.337,VAL
46925,07_W_2,1526.3,1.639,15.192,15.192,NOR
46925,07_W_2,2058,2.403,20.221,20.221,GLU
46925,07_W_2,2176.3,1.447,3.533,3.533,PHE
46926,07_W_2,1273.4,1.308,21.765,21.765,ALA
46926,07_W_2,1397.6,1.711,17.055,17.055,VAL
46926,07_W_2,1528.2,1.548,16.46,16.46,NOR
46926,07_W_2,2060.9,2.113,20.531,20.531,GLU
46926,07_W_2,2178.8,1.336,3.658,3.658,PHE
46927,07_W_2,1275.9,1.281,21.255,21.255,ALA
46927,07_W_2,1400.1,1.128,22.692,22.692,VAL
46927,07_W_2,1530.5,1.518,15.609,15.609,NOR
46927,07_W_2,2063.7,2.117,19.769,19.769,GLU
46927,07_W_2,2180.9,1.276,4.51,4.51,PHE
46928,5AA,1287.6,13.384,-0.803,-0.803,ALA
46928,5AA,1408.5,7.862,-0.399,-0.399,VAL
46928,5AA,1545.6,15.181,14.733,14.733,NOR
46928,5AA,2083.7,8.768,-2.682,-2.682,GLU
46928,5AA,2196.6,7.915,-3.867,-3.867,PHE
46932,5AA,1304.8,12.648,-1.379,-1.379,ALA
46932,5AA,1425.6,8.366,-1.403,-1.403,VAL
46932,5AA,1562.1,12.025,13.208,13.208,NOR
46932,5AA,2108.2,8.346,-2.978,-2.978,GLU
46932,5AA,2216.2,6.739,-4.669,-4.669,PHE
46933,5AA,1310.8,11.152,-1.732,-1.732,ALA
46933,5AA,1431.7,6.832,-1.441,-1.441,VAL
46933,5AA,1567.5,11.381,13.504,13.504,NOR
46933,5AA,2116.5,7.913,-2.753,-2.753,GLU
46933,5AA,2223.3,7.091,-3.965,-3.965,PHE
