Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
45187,5AA,1278.5,31.856,-0.727,-0.727,ALA
45187,5AA,1399.3,20.328,-0.954,-0.954,VAL
45187,5AA,1537,34.505,14.64,14.64,NOR
45187,5AA,2073.9,19.034,-2.844,-2.844,GLU
45187,5AA,2188.2,17.689,-4.737,-4.737,PHE
45188,5AA,1280.3,30.07,-0.888,-0.888,ALA
45188,5AA,1401.1,19.851,-0.815,-0.815,VAL
45188,5AA,1538.9,34.303,14.758,14.758,NOR
45188,5AA,2075.8,18.42,-3.481,-3.481,GLU
45188,5AA,2190.1,17.208,-4.751,-4.751,PHE
45189,5AA,1280.5,28.372,-0.972,-0.972,ALA
45189,5AA,1401.3,18.617,-0.851,-0.851,VAL
45189,5AA,1539.3,32.123,14.473,14.473,NOR
45189,5AA,2075.8,17.533,-3.611,-3.611,GLU
45189,5AA,2190.1,16.167,-4.674,-4.674,PHE
45193,22_E_2_R,1274.7,10.958,23.758,23.758,ALA
45193,22_E_2_R,1396.5,6.33,15.733,15.733,VAL
45193,22_E_2_R,1524.4,6.158,13.483,13.483,NOR
45193,22_E_2_R,2063.9,8.463,23.915,23.915,GLU
45193,22_E_2_R,2171.7,1.597,2.795,2.795,PHE
45194,22_E_2_R,1274.3,10.174,23.742,23.742,ALA
45194,22_E_2_R,1396.1,7.999,14.045,14.045,VAL
45194,22_E_2_R,1524,3.347,15.271,15.271,NOR
45194,22_E_2_R,2063.2,7.852,23.554,23.554,GLU
45194,22_E_2_R,2171.3,1.482,3.254,3.254,PHE
45195,22_E_2_R,1274.7,9.486,24.088,24.088,ALA
45195,22_E_2_R,1396.7,5.583,11.26,11.26,VAL
45195,22_E_2_R,1524.7,3.244,16.219,16.219,NOR
45195,22_E_2_R,2063.9,7.563,24.516,24.516,GLU
45195,22_E_2_R,2171.9,1.396,4.205,4.205,PHE
45196,5AA,1281.2,24.043,-0.318,-0.318,ALA
45196,5AA,1401.8,15.574,0.185,0.185,VAL
45196,5AA,1539.7,28.122,15.598,15.598,NOR
45196,5AA,2077,15.498,-2.441,-2.441,GLU
45196,5AA,2190.9,14.028,-3.509,-3.509,PHE
45200,92_W_2,1275.7,13.91,25.007,25.007,ALA
45200,92_W_2,1397.4,8.102,16.673,16.673,VAL
45200,92_W_2,1524.2,7.107,15.437,15.437,NOR
45200,92_W_2,2062,7.415,22.479,22.479,GLU
45200,92_W_2,2172.3,1.908,7.478,7.478,PHE
45201,92_W_2,1275.5,12.8,24.724,24.724,ALA
45201,92_W_2,1397,7.636,16.733,16.733,VAL
45201,92_W_2,1524,3.968,16.595,16.595,NOR
45201,92_W_2,2061.8,6.856,23.054,23.054,GLU
45201,92_W_2,2172.1,1.716,9.733,9.733,PHE
45202,92_W_2,1275.3,12.299,24.557,24.557,ALA
45202,92_W_2,1396.7,7.527,16.177,16.177,VAL
45202,92_W_2,1523.8,2.583,11.02,11.02,NOR
45202,92_W_2,2061.6,6.283,23.173,23.173,GLU
45202,92_W_2,2172.1,1.633,8.696,8.696,PHE
45203,5AA,1281.2,21.941,0.329,0.329,ALA
45203,5AA,1401.8,13.937,0.375,0.375,VAL
45203,5AA,1539.9,26.024,15.304,15.304,NOR
45203,5AA,2077.9,14.261,-1.819,-1.819,GLU
45203,5AA,2191.8,12.761,-2.934,-2.934,PHE
45207,5AA,1297.5,20.033,0.127,0.127,ALA
45207,5AA,1418.3,15.473,-0.145,-0.145,VAL
45207,5AA,1556.4,25.479,13.13,13.13,NOR
45207,5AA,2102.3,13.466,-0.557,-0.557,GLU
45207,5AA,2211.4,12.59,-2.152,-2.152,PHE
45208,5AA,1302.7,20.594,0.186,0.186,ALA
45208,5AA,1423.3,12.676,0.613,0.613,VAL
45208,5AA,1561,21.885,15.138,15.138,NOR
45208,5AA,2108.8,13.392,-0.931,-0.931,GLU
45208,5AA,2216.9,12.152,-2.837,-2.837,PHE
