Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
45888,5AA,1278.2,26.248,-0.596,-0.596,ALA
45888,5AA,1399.7,17.647,-0.818,-0.818,VAL
45888,5AA,1536.6,29.205,14.677,14.677,NOR
45888,5AA,2070.8,14.197,-3.083,-3.083,GLU
45888,5AA,2187,14.053,-4.749,-4.749,PHE
45889,5AA,1280.1,26.437,-0.825,-0.825,ALA
45889,5AA,1401.3,17.752,-0.851,-0.851,VAL
45889,5AA,1538.4,30.548,14.646,14.646,NOR
45889,5AA,2073.1,15.274,-3.43,-3.43,GLU
45889,5AA,2189.1,14.33,-5.027,-5.027,PHE
45890,5AA,1280.3,24.443,-1.158,-1.158,ALA
45890,5AA,1401.6,16.41,-0.909,-0.909,VAL
45890,5AA,1538.7,28.174,14.457,14.457,NOR
45890,5AA,2073.5,14.576,-3.737,-3.737,GLU
45890,5AA,2189.3,14.072,-4.839,-4.839,PHE
45891,04_W_2,1281.2,21.092,23.246,23.246,ALA
45891,04_W_2,1402.8,7.864,19.77,19.77,VAL
45891,04_W_2,1528.2,5.27,12.731,12.731,NOR
45891,04_W_2,2071,12.018,22.707,22.707,GLU
45891,04_W_2,2176.1,2.862,4.053,4.053,PHE
45892,04_W_2,1280.5,18.692,23.557,23.557,ALA
45892,04_W_2,1402.4,8.957,17.424,17.424,VAL
45892,04_W_2,1528,7.366,13.975,13.975,NOR
45892,04_W_2,2070.1,11.152,23.255,23.255,GLU
45892,04_W_2,2175.9,2.491,3.629,3.629,PHE
45893,04_W_2,1280.3,17.792,23.913,23.913,ALA
45893,04_W_2,1402.2,10.036,16.628,16.628,VAL
45893,04_W_2,1527.8,7.395,14.289,14.289,NOR
45893,04_W_2,2069.9,10.184,22.94,22.94,GLU
45893,04_W_2,2175.7,2.203,4.253,4.253,PHE
45894,01_E_2,1282,20.001,23.608,23.608,ALA
45894,01_E_2,1403.4,11.926,15.4,15.4,VAL
45894,01_E_2,1527.2,3.854,14.327,14.327,NOR
45894,01_E_2,2072.7,11.778,23.879,23.879,GLU
45894,01_E_2,2176.7,2.839,5.405,5.405,PHE
45895,01_E_2,1282.4,18.143,24.539,24.539,ALA
45895,01_E_2,1403.4,10.753,15.474,15.474,VAL
45895,01_E_2,1527.6,4.615,17.222,17.222,NOR
45895,01_E_2,2072.7,11.438,23.859,23.859,GLU
45895,01_E_2,2177.4,2.832,6.725,6.725,PHE
45896,01_E_2,1282.2,18.557,24.454,24.454,ALA
45896,01_E_2,1403.4,10.294,15.341,15.341,VAL
45896,01_E_2,1527.4,7.531,13.892,13.892,NOR
45896,01_E_2,2073.3,11.803,24.034,24.034,GLU
45896,01_E_2,2177.8,2.931,6.906,6.906,PHE
45897,5AA,1281.2,19.991,0.461,0.461,ALA
45897,5AA,1402.4,12.948,0.63,0.63,VAL
45897,5AA,1539.7,23.545,15.601,15.601,NOR
45897,5AA,2075.4,12.173,-1.517,-1.517,GLU
45897,5AA,2190.5,11.296,-3.3,-3.3,PHE
45898,01_K_3,1281.2,13.603,25.255,25.255,ALA
45898,01_K_3,1402.6,6.399,14.005,14.005,VAL
45898,01_K_3,1527,1.975,16.838,16.838,NOR
45898,01_K_3,2070.6,8.203,23.694,23.694,GLU
45898,01_K_3,2177.8,2.001,7.331,7.331,PHE
45899,01_K_3,1283.7,13.449,24.545,24.545,ALA
45899,01_K_3,1405.1,7.491,15.312,15.312,VAL
45899,01_K_3,1529.7,4.808,13.579,13.579,NOR
45899,01_K_3,2074.7,7.942,23.727,23.727,GLU
45899,01_K_3,2181.3,1.927,7.502,7.502,PHE
45900,01_K_3,1286,13.213,24.745,24.745,ALA
45900,01_K_3,1407.6,6.388,14.632,14.632,VAL
45900,01_K_3,1532.2,1.941,16.592,16.592,NOR
45900,01_K_3,2078.3,7.706,23.024,23.024,GLU
45900,01_K_3,2183.8,1.908,8.328,8.328,PHE
45901,98_W_2,1286,9.47,25.302,25.302,ALA
45901,98_W_2,1407.8,5.243,14.818,14.818,VAL
45901,98_W_2,1535.7,4.634,12.876,12.876,NOR
45901,98_W_2,2076.2,4.858,23.813,23.813,GLU
