Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46824,5AA,1276.4,13.958,-1.481,-1.481,ALA
46824,5AA,1398,9.849,-0.842,-0.842,VAL
46824,5AA,1533.9,18.992,14.741,14.741,NOR
46824,5AA,2065.1,8.299,-3.083,-3.083,GLU
46824,5AA,2182.6,9.74,-4.716,-4.716,PHE
46825,5AA,1276.6,15.923,-0.512,-0.512,ALA
46825,5AA,1398.2,10.794,-0.526,-0.526,VAL
46825,5AA,1534.3,19.739,15.263,15.263,NOR
46825,5AA,2065.8,9.622,-3.141,-3.141,GLU
46825,5AA,2183.2,9.896,-4.745,-4.745,PHE
46826,5AA,1277,15.653,-0.875,-0.875,ALA
46826,5AA,1398.8,10.578,-0.839,-0.839,VAL
46826,5AA,1534.9,19.773,14.912,14.912,NOR
46826,5AA,2066.4,9.905,-3.441,-3.441,GLU
46826,5AA,2183.6,9.734,-4.811,-4.811,PHE
46827,68_W_3,1281.4,25.861,23.344,23.344,ALA
46827,68_W_3,1402.6,10.08,23.301,23.301,VAL
46827,68_W_3,1527,4.631,13.892,13.892,NOR
46827,68_W_3,2071.6,14.279,22.482,22.482,GLU
46827,68_W_3,2177.4,4.083,3.369,3.369,PHE
46828,68_W_3,1281.4,24.398,22.676,22.676,ALA
46828,68_W_3,1402.8,10.358,22.909,22.909,VAL
46828,68_W_3,1527.4,6.381,12.566,12.566,NOR
46828,68_W_3,2072,13.863,22.054,22.054,GLU
46828,68_W_3,2178,3.836,3.589,3.589,PHE
46829,68_W_3,1281.4,22.781,22.525,22.525,ALA
46829,68_W_3,1402.6,10.289,20.847,20.847,VAL
46829,68_W_3,1527.4,4.952,11.296,11.296,NOR
46829,68_W_3,2072.4,13.2,22.101,22.101,GLU
46829,68_W_3,2178.6,3.628,3.984,3.984,PHE
46830,68_K_2,1275.9,11.925,23.102,23.102,ALA
46830,68_K_2,1398.8,6.98,20.141,20.141,VAL
46830,68_K_2,1527.6,8.272,15.148,15.148,NOR
46830,68_K_2,2070.6,12.442,22.613,22.613,GLU
46830,68_K_2,2178.2,3.956,1.827,1.827,PHE
46831,68_K_2,1275.5,11.478,23.119,23.119,ALA
46831,68_K_2,1398.4,7.182,19.638,19.638,VAL
46831,68_K_2,1527.2,5.745,13.554,13.554,NOR
46831,68_K_2,2070.1,11.911,22.523,22.523,GLU
46831,68_K_2,2177.8,3.671,1.686,1.686,PHE
46832,68_K_2,1275.7,10.6,23.101,23.101,ALA
46832,68_K_2,1398.6,7.339,18.37,18.37,VAL
46832,68_K_2,1527.6,5.934,15.157,15.157,NOR
46832,68_K_2,2070.4,10.906,22.666,22.666,GLU
46832,68_K_2,2178.4,3.263,1.439,1.439,PHE
46833,5AA,1278.5,13.07,-1.509,-1.509,ALA
46833,5AA,1400.5,8.791,-1.478,-1.478,VAL
46833,5AA,1536.6,15.616,13.736,13.736,NOR
46833,5AA,2068.9,8.916,-3.829,-3.829,GLU
46833,5AA,2185.9,7.933,-5.841,-5.841,PHE
46834,67_E_2,1272.8,4.893,21.861,21.861,ALA
46834,67_E_2,1395.9,4.112,13.166,13.166,VAL
46834,67_E_2,1525.9,3.758,16.233,16.233,NOR
46834,67_E_2,2069.3,9.121,22.395,22.395,GLU
46834,67_E_2,2178.8,2.994,2.528,2.528,PHE
46835,67_E_2,1274.1,4.482,21.43,21.43,ALA
46835,67_E_2,1397.4,3.857,13.129,13.129,VAL
46835,67_E_2,1527.2,3.357,16.615,16.615,NOR
46835,67_E_2,2070.1,8.308,22.604,22.604,GLU
46835,67_E_2,2180.3,2.655,1.008,1.008,PHE
46836,67_E_2,1275.1,4.258,21.288,21.288,ALA
46836,67_E_2,1398.4,5.351,15.261,15.261,VAL
46836,67_E_2,1528.2,3.211,16.666,16.666,NOR
46836,67_E_2,2071.4,8.278,22.476,22.476,GLU
46836,67_E_2,2181.3,2.57,0.764,0.764,PHE
46837,67_E_3,1277.8,5.462,21.768,21.768,ALA
46837,67_E_3,1401.1,6.017,10.846,10.846,VAL
46837,67_E_3,1529.9,3.376,17.228,17.228,NOR
46837,67_E_3,2081.4,13.009,22.731,22.731,GLU
46837,67_E_3,2184.7,3.044,3.612,3.612,PHE
46838,67_E_3,1281,5.172,21.976,21.976,ALA
46838,67_E_3,1404.3,5.633,11.201,11.201,VAL
46838,67_E_3,1533.2,3.258,17.561,17.561,NOR
46838,67_E_3,2085,12.327,23.481,23.481,GLU
46838,67_E_3,2188,2.854,3.413,3.413,PHE
46839,67_E_3,1281.4,4.99,21.114,21.114,ALA
46839,67_E_3,1404.7,4.789,11.872,11.872,VAL
46839,67_E_3,1533.9,3.189,17.196,17.196,NOR
46839,67_E_3,2086.7,11.511,22.15,22.15,GLU
46839,67_E_3,2189.3,2.782,2.502,2.502,PHE
46840,5AA,1292,11.882,-1.508,-1.508,ALA
