Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
45910,5AA,1279.9,26.553,-0.65,-0.65,ALA
45910,5AA,1400.7,16.631,-0.839,-0.839,VAL
45910,5AA,1538.2,29.257,14.661,14.661,NOR
45910,5AA,2073.7,15.553,-2.899,-2.899,GLU
45910,5AA,2188.6,14.939,-4.467,-4.467,PHE
45911,5AA,1280.8,26.672,-0.934,-0.934,ALA
45911,5AA,1401.6,16.601,-0.708,-0.708,VAL
45911,5AA,1539.3,30.122,14.626,14.626,NOR
45911,5AA,2075.4,16.348,-3.238,-3.238,GLU
45911,5AA,2189.9,14.864,-4.944,-4.944,PHE
45912,5AA,1280.3,24.058,-1.167,-1.167,ALA
45912,5AA,1401.1,15.01,-0.791,-0.791,VAL
45912,5AA,1538.9,27.234,14.417,14.417,NOR
45912,5AA,2074.7,15.024,-3.756,-3.756,GLU
45912,5AA,2189.5,13.733,-4.9,-4.9,PHE
45913,98_E_2,1279.9,19.19,22.523,22.523,ALA
45913,98_E_2,1401.8,9.556,21.288,21.288,VAL
45913,98_E_2,1527.4,4.814,12.704,12.704,NOR
45913,98_E_2,2069.9,10.775,21.416,21.416,GLU
45913,98_E_2,2177.8,3.185,2.59,2.59,PHE
45914,98_E_2,1279.7,16.757,22.04,22.04,ALA
45914,98_E_2,1401.3,10.582,18.954,18.954,VAL
45914,98_E_2,1527,4.206,12.888,12.888,NOR
45914,98_E_2,2069.3,9.703,22.068,22.068,GLU
45914,98_E_2,2177.4,2.691,3.473,3.473,PHE
45915,98_E_2,1279.3,15.705,22.427,22.427,ALA
45915,98_E_2,1401.1,11.42,17.595,17.595,VAL
45915,98_E_2,1526.7,7.497,15.21,15.21,NOR
45915,98_E_2,2069.3,9.524,21.878,21.878,GLU
45915,98_E_2,2177.2,2.566,3.093,3.093,PHE
45916,10_W_2,1277.2,11.076,22.652,22.652,ALA
45916,10_W_2,1399.5,7.959,16.615,16.615,VAL
45916,10_W_2,1527.4,3.852,16.528,16.528,NOR
45916,10_W_2,2059.7,4.154,23.381,23.381,GLU
45916,10_W_2,2175.1,1.913,4.273,4.273,PHE
45917,10_W_2,1276.6,11.138,22.858,22.858,ALA
45917,10_W_2,1398.8,7.781,16.066,16.066,VAL
45917,10_W_2,1526.5,3.89,17.31,17.31,NOR
45917,10_W_2,2058.9,4.055,24.557,24.557,GLU
45917,10_W_2,2174.4,1.844,4.82,4.82,PHE
45918,10_W_2,1277.4,11.008,23.254,23.254,ALA
45918,10_W_2,1399.5,5.162,16.504,16.504,VAL
45918,10_W_2,1527.4,3.932,17.627,17.627,NOR
45918,10_W_2,2059.9,3.929,24.889,24.889,GLU
45918,10_W_2,2175.3,1.825,7.573,7.573,PHE
45919,5AA,1282,19.05,0.062,0.062,ALA
45919,5AA,1402.6,11.507,0.04,0.04,VAL
45919,5AA,1540.5,22.208,15.191,15.191,NOR
45919,5AA,2077.7,12.46,-1.907,-1.907,GLU
45919,5AA,2191.6,11.083,-3.139,-3.139,PHE
45920,04_K_2,1287.2,18.616,24.715,24.715,ALA
45920,04_K_2,1409.3,11.211,15.039,15.039,VAL
45920,04_K_2,1533.9,8.675,14.536,14.536,NOR
45920,04_K_2,2081.8,12.313,24.342,24.342,GLU
45920,04_K_2,2183.6,2.921,9.608,9.608,PHE
45921,04_K_2,1290.8,18.285,25.008,25.008,ALA
45921,04_K_2,1413,10.372,16.46,16.46,VAL
45921,04_K_2,1537.8,8.288,14.616,14.616,NOR
45921,04_K_2,2086.9,11.829,24.339,24.339,GLU
45921,04_K_2,2188,2.787,10.101,10.101,PHE
45922,04_K_2,1294.3,18.014,25.251,25.251,ALA
45922,04_K_2,1416.8,10.533,16.358,16.358,VAL
45922,04_K_2,1542,4.427,16.999,16.999,NOR
45922,04_K_2,2093.1,11.599,24.066,24.066,GLU
45922,04_K_2,2193.2,2.677,9.974,9.974,PHE
45923,01_E_3,1305,28.864,24.129,24.129,ALA
45923,01_E_3,1427.1,15.504,16.231,16.231,VAL
45923,01_E_3,1547.9,9.03,14.265,14.265,NOR
45923,01_E_3,2111.3,19.695,23.554,23.554,GLU
45923,01_E_3,2203.9,4.566,7.971,7.971,PHE
45924,01_E_3,1314.2,28.113,24.385,24.385,ALA
45924,01_E_3,1436.5,15.491,16.393,16.393,VAL
45924,01_E_3,1557.3,8.296,14.555,14.555,NOR
45924,01_E_3,2124.3,18.749,23.36,23.36,GLU
45924,01_E_3,2215,4.196,8.906,8.906,PHE
45925,01_E_3,1326.5,25.718,23.911,23.911,ALA
45925,01_E_3,1449,16.31,15.018,15.018,VAL
45925,01_E_3,1569.2,8.026,14.851,14.851,NOR
45925,01_E_3,2140.8,18.184,22.863,22.863,GLU
45925,01_E_3,2229.4,4.187,9.02,9.02,PHE
45926,5AA,1332.2,17.852,0.241,0.241,ALA
45926,5AA,1453,10.314,0.401,0.401,VAL
45926,5AA,1587.8,16.458,15.062,15.062,NOR
45926,5AA,2146,11.517,-0.813,-0.813,GLU
45926,5AA,2248.2,10.438,-2.987,-2.987,PHE
45927,13_K_2,1345.1,11.826,22.04,22.04,ALA
45927,13_K_2,1467.2,6.824,13.931,13.931,VAL
45927,13_K_2,1591.5,4.281,13.888,13.888,NOR
45927,13_K_2,2156.5,5.923,20.633,20.633,GLU
45927,13_K_2,2251.1,1.916,7.928,7.928,PHE
45928,13_K_2,1362.1,11.5,21.569,21.569,ALA
45928,13_K_2,1484.1,8.022,14.929,14.929,VAL
45928,13_K_2,1607.6,6.002,16.104,16.104,NOR
45928,13_K_2,2176.1,6.927,21.434,21.434,GLU
45928,13_K_2,2268.3,1.902,7.932,7.932,PHE
45929,13_K_2,1372.3,10.925,21.005,21.005,ALA
45929,13_K_2,1493.9,11.228,13.95,13.95,VAL
45929,13_K_2,1617.5,3.013,18.236,18.236,NOR
