Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
45866,5AA,1276.8,21.007,-0.783,-0.783,ALA
45866,5AA,1398.2,14.091,-0.739,-0.739,VAL
45866,5AA,1534.5,24.375,14.868,14.868,NOR
45866,5AA,2068.9,12.618,-3.109,-3.109,GLU
45866,5AA,2185.1,11.945,-4.945,-4.945,PHE
45867,5AA,1277.8,21.153,-0.744,-0.744,ALA
45867,5AA,1399.5,14.118,-0.712,-0.712,VAL
45867,5AA,1535.9,25.238,14.664,14.664,NOR
45867,5AA,2070.1,13.297,-3.021,-3.021,GLU
45867,5AA,2185.9,12.133,-5.166,-5.166,PHE
45868,5AA,1278.5,20.174,-0.857,-0.857,ALA
45868,5AA,1400.1,13.351,-0.586,-0.586,VAL
45868,5AA,1536.8,23.85,14.689,14.689,NOR
45868,5AA,2070.8,12.943,-3.52,-3.52,GLU
45868,5AA,2186.8,11.748,-5.029,-5.029,PHE
45869,04_E_2,1283.3,27.127,23.681,23.681,ALA
45869,04_E_2,1405.1,9.686,20.49,20.49,VAL
45869,04_E_2,1529.3,9.024,14.314,14.314,NOR
45869,04_E_2,2076.4,16.344,22.935,22.935,GLU
45869,04_E_2,2178.2,4.064,5.335,5.335,PHE
45870,04_E_2,1284.3,25.357,23.669,23.669,ALA
45870,04_E_2,1406.4,11.502,18.416,18.416,VAL
45870,04_E_2,1530.5,5.843,13.498,13.498,NOR
45870,04_E_2,2077.7,15.217,23.122,23.122,GLU
45870,04_E_2,2179.2,3.528,4.562,4.562,PHE
45871,04_E_2,1283.7,22.946,23.924,23.924,ALA
45871,04_E_2,1405.7,12.519,16.591,16.591,VAL
45871,04_E_2,1529.9,8.938,14.143,14.143,NOR
45871,04_E_2,2076.6,13.719,23.988,23.988,GLU
45871,04_E_2,2178.6,3.079,6.403,6.403,PHE
45872,10_K_2,1269.3,3.275,22.337,22.337,ALA
45872,10_K_2,1393.4,2.524,20.379,20.379,VAL
45872,10_K_2,1523.4,2.074,13.784,13.784,NOR
45872,10_K_2,2056.6,3.817,21.676,21.676,GLU
45872,10_K_2,2172.3,1.621,2.765,2.765,PHE
45873,10_K_2,1269.9,3.023,22.65,22.65,ALA
45873,10_K_2,1393.8,1.744,25.192,25.192,VAL
45873,10_K_2,1524,1.962,14.151,14.151,NOR
45873,10_K_2,2057.4,3.59,22.423,22.423,GLU
45873,10_K_2,2173,1.486,4.237,4.237,PHE
45874,10_K_2,1270.9,2.84,22.388,22.388,ALA
45874,10_K_2,1394.9,2.353,19.147,19.147,VAL
45874,10_K_2,1525.1,1.897,14.148,14.148,NOR
45874,10_K_2,2058.2,3.41,22.046,22.046,GLU
45874,10_K_2,2174,1.381,4.681,4.681,PHE
45875,5AA,1278.2,14.926,-0.195,-0.195,ALA
45875,5AA,1399.9,9.23,-0.088,-0.088,VAL
45875,5AA,1536.4,17.825,15.796,15.796,NOR
45875,5AA,2071,9.899,-2.1,-2.1,GLU
45875,5AA,2186.6,8.845,-3.283,-3.283,PHE
45879,07_E_2,1277.6,4.997,23.037,23.037,ALA
45879,07_E_2,1400.7,3.825,16.332,16.332,VAL
45879,07_E_2,1530.1,3.113,17.004,17.004,NOR
45879,07_E_2,2064.1,3.115,20.935,20.935,GLU
45879,07_E_2,2179.7,1.557,7.092,7.092,PHE
45880,07_E_2,1275.7,4.912,22.451,22.451,ALA
45880,07_E_2,1398.8,3.751,16.319,16.319,VAL
45880,07_E_2,1528.2,1.83,15.672,15.672,NOR
45880,07_E_2,2061.6,2.975,20.965,20.965,GLU
45880,07_E_2,2177.8,1.492,8.13,8.13,PHE
45881,07_E_2,1277,4.72,22.341,22.341,ALA
45881,07_E_2,1400.1,3.057,16.171,16.171,VAL
45881,07_E_2,1529.5,2.841,15.911,15.911,NOR
45881,07_E_2,2063.9,2.817,19.773,19.773,GLU
45881,07_E_2,2179.5,1.426,7.115,7.115,PHE
45882,5AA,1288.1,11.567,-0.196,-0.196,ALA
45882,5AA,1409.7,7.926,-0.072,-0.072,VAL
45882,5AA,1546.6,14.274,14.463,14.463,NOR
45882,5AA,2086,8.037,-2.417,-2.417,GLU
45882,5AA,2198.7,6.876,-3.511,-3.511,PHE
45886,5AA,1302.5,11.334,-1.093,-1.093,ALA
45886,5AA,1423.9,6.679,-0.769,-0.769,VAL
45886,5AA,1560.4,11.502,13.74,13.74,NOR
45886,5AA,2106.5,7.803,-2.362,-2.362,GLU
45886,5AA,2215.4,6.58,-3.787,-3.787,PHE
45887,5AA,1307.9,10.734,-1.125,-1.125,ALA
45887,5AA,1429.6,7.143,-0.844,-0.844,VAL
45887,5AA,1565.8,11.238,13.357,13.357,NOR
45887,5AA,2114.2,7.667,-1.924,-1.924,GLU
45887,5AA,2221.5,6.594,-3.559,-3.559,PHE
