Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
44865,5AA,1279.5,31.896,-0.707,-0.707,ALA
44865,5AA,1400.5,20.622,-0.827,-0.827,VAL
44865,5AA,1538,35.05,14.776,14.776,NOR
44865,5AA,2072.9,17.788,-2.795,-2.795,GLU
44865,5AA,2188.6,17.751,-4.809,-4.809,PHE
44866,5AA,1280.1,31.341,-0.94,-0.94,ALA
44866,5AA,1401.1,20.837,-0.648,-0.648,VAL
44866,5AA,1538.7,35.615,14.767,14.767,NOR
44866,5AA,2073.5,17.88,-3.037,-3.037,GLU
44866,5AA,2189.3,17.194,-4.389,-4.389,PHE
44867,5AA,1280.1,29.637,-0.57,-0.57,ALA
44867,5AA,1401.1,19.836,-0.48,-0.48,VAL
44867,5AA,1538.7,33.951,15.039,15.039,NOR
44867,5AA,2073.7,17.196,-2.935,-2.935,GLU
44867,5AA,2189.5,16.474,-4.407,-4.407,PHE
44868,22_W_3,1272.2,9.511,21.813,21.813,ALA
44868,22_W_3,1394.9,3.455,25.029,25.029,VAL
44868,22_W_3,1524,4.235,13.216,13.216,NOR
44868,22_W_3,2059.5,6.509,20.737,20.737,GLU
44868,22_W_3,2172.6,2.362,4.617,4.617,PHE
44869,22_W_3,1272,9.22,22.105,22.105,ALA
44869,22_W_3,1394.9,4.113,20.41,20.41,VAL
44869,22_W_3,1523.8,4.083,13.516,13.516,NOR
44869,22_W_3,2059.5,6.203,20.522,20.522,GLU
44869,22_W_3,2172.3,2.215,5.269,5.269,PHE
44870,22_W_3,1272.2,8.59,21.929,21.929,ALA
44870,22_W_3,1395.1,3.932,19.552,19.552,VAL
44870,22_W_3,1524,3.764,13.545,13.545,NOR
44870,22_W_3,2059.7,5.679,20.372,20.372,GLU
44870,22_W_3,2172.6,1.98,5.032,5.032,PHE
44871,22_K_3,1273,9.682,21.873,21.873,ALA
44871,22_K_3,1395.5,4.839,16.926,16.926,VAL
44871,22_K_3,1524.4,4.234,14.638,14.638,NOR
44871,22_K_3,2059.1,5.31,21.921,21.921,GLU
44871,22_K_3,2172.3,1.804,4.323,4.323,PHE
44872,22_K_3,1273.4,9.131,21.768,21.768,ALA
44872,22_K_3,1396.1,6.05,17.133,17.133,VAL
44872,22_K_3,1525.1,6.863,15.361,15.361,NOR
44872,22_K_3,2059.7,5.608,21.586,21.586,GLU
44872,22_K_3,2172.8,1.722,4.205,4.205,PHE
44873,22_K_3,1273.6,8.503,21.728,21.728,ALA
44873,22_K_3,1396.3,6.11,17.043,17.043,VAL
44873,22_K_3,1525.3,3.783,14.993,14.993,NOR
44873,22_K_3,2059.9,5.196,21.767,21.767,GLU
44873,22_K_3,2172.8,1.577,3.139,3.139,PHE
44874,5AA,1280.5,24.201,-0.786,-0.786,ALA
44874,5AA,1401.6,18.534,-0.277,-0.277,VAL
44874,5AA,1539.1,26.659,15.11,15.11,NOR
44874,5AA,2074.7,12.483,-3.789,-3.789,GLU
44874,5AA,2190.1,12.886,-3.915,-3.915,PHE
44881,5AA,1293.1,21.112,-1.338,-1.338,ALA
44881,5AA,1414.1,18.933,-0.213,-0.213,VAL
44881,5AA,1552,27.796,12.585,12.585,NOR
44881,5AA,2094.4,12.686,-3.314,-3.314,GLU
44881,5AA,2206.2,12.411,-4.23,-4.23,PHE
44885,5AA,1305.4,21.219,-1.665,-1.665,ALA
44885,5AA,1426.6,17.129,-0.265,-0.265,VAL
44885,5AA,1564.2,20.334,13.893,13.893,NOR
44885,5AA,2112.8,11.961,-3.594,-3.594,GLU
44885,5AA,2221.3,14.603,-3.758,-3.758,PHE
44886,5AA,1320.9,20.92,-2.037,-2.037,ALA
44886,5AA,1442.1,16.19,-0.59,-0.59,VAL
44886,5AA,1578,18.774,13.96,13.96,NOR
44886,5AA,2132.4,12.424,-3.099,-3.099,GLU
44886,5AA,2237.1,12.227,-4.435,-4.435,PHE
