Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46868,5AA,1277,15.009,-1.049,-1.049,ALA
46868,5AA,1398.6,10.218,-1.181,-1.181,VAL
46868,5AA,1534.9,19.94,14.616,14.616,NOR
46868,5AA,2067,9.917,-3.291,-3.291,GLU
46868,5AA,2184.3,10.274,-5.172,-5.172,PHE
46869,5AA,1277,16.569,-0.957,-0.957,ALA
46869,5AA,1398.6,11.1,-0.984,-0.984,VAL
46869,5AA,1534.9,20.64,15.248,15.248,NOR
46869,5AA,2067.6,10.563,-2.687,-2.687,GLU
46869,5AA,2184.5,10.651,-4.44,-4.44,PHE
46870,5AA,1276.2,16.629,-0.663,-0.663,ALA
46870,5AA,1397.8,11.45,-0.591,-0.591,VAL
46870,5AA,1534.1,21.164,15.117,15.117,NOR
46870,5AA,2066.6,10.744,-3.36,-3.36,GLU
46870,5AA,2183.4,10.587,-4.566,-4.566,PHE
46871,89_K_2_R,1277.2,16.704,22.643,22.643,ALA
46871,89_K_2_R,1398.8,6.577,21.396,21.396,VAL
46871,89_K_2_R,1525.7,5.52,11.972,11.972,NOR
46871,89_K_2_R,2066.6,13.12,20.154,20.154,GLU
46871,89_K_2_R,2174.4,3.193,4.06,4.06,PHE
46871,89_K_2_R,3132.5,27.311,0.001,0.001,REF
46871,89_K_2_R,3177.4,23.062,0,0,REF
46871,89_K_2_R,3222.2,27.512,-0.04,-0.04,REF
46872,89_K_2_R,47.4,27.442,0.005,0.005,REF
46872,89_K_2_R,92.2,27.503,0,0,REF
46872,89_K_2_R,136.9,27.523,-0.012,-0.012,REF
46872,89_K_2_R,1277,16.487,22.683,22.683,ALA
46872,89_K_2_R,1398.8,6.663,21.608,21.608,VAL
46872,89_K_2_R,1525.7,5.448,11.857,11.857,NOR
46872,89_K_2_R,2066.6,12.93,20.043,20.043,GLU
46872,89_K_2_R,2174.4,3.138,3.601,3.601,PHE
46873,89_K_2_R,1277,16.353,22.199,22.199,ALA
46873,89_K_2_R,1398.6,6.782,21.135,21.135,VAL
