Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,Peak_ID
46873,89_K_2_R,1525.3,5.342,10.981,10.981,NOR
46873,89_K_2_R,2066.4,12.655,19.49,19.49,GLU
46873,89_K_2_R,2174.6,3.07,3.998,3.998,PHE
46874,74_W_2_R,1275.5,14.04,23.995,23.995,ALA
46874,74_W_2_R,1397.4,6.34,22.002,22.002,VAL
46874,74_W_2_R,1524.2,4.728,13.416,13.416,NOR
46874,74_W_2_R,2064.1,10.09,23.555,23.555,GLU
46874,74_W_2_R,2173,2.719,5.829,5.829,PHE
46875,74_W_2_R,1275.5,13.07,24.091,24.091,ALA
46875,74_W_2_R,1397.4,6.092,20.737,20.737,VAL
46875,74_W_2_R,1524.4,4.457,13.917,13.917,NOR
46875,74_W_2_R,2063.7,9.263,24.414,24.414,GLU
46875,74_W_2_R,2173,2.483,4.308,4.308,PHE
46876,74_W_2_R,1275.9,12.753,24.366,24.366,ALA
46876,74_W_2_R,1397.6,6.446,19.6,19.6,VAL
46876,74_W_2_R,1524.7,4.157,14.166,14.166,NOR
46876,74_W_2_R,2063.9,9.089,25.178,25.178,GLU
46876,74_W_2_R,2173.4,2.378,4.332,4.332,PHE
46877,5AA,1277.2,16.355,-0.819,-0.819,ALA
46877,5AA,1398.6,10.991,-1.275,-1.275,VAL
46877,5AA,1535.1,19.523,14.131,14.131,NOR
46877,5AA,2068.1,10.7,-3.612,-3.612,GLU
46877,5AA,2184.9,10.154,-5.068,-5.068,PHE
46878,01_E_3_R,1283.1,22.837,22.099,22.099,ALA
46878,01_E_3_R,1404.3,13.846,17.128,17.128,VAL
46878,01_E_3_R,1527,7.348,14.048,14.048,NOR
46878,01_E_3_R,2073.7,12.486,22.572,22.572,GLU
46878,01_E_3_R,2179,3.53,2.563,2.563,PHE
46879,01_E_3_R,1284.1,20.606,22.558,22.558,ALA
46879,01_E_3_R,1405.3,13.758,16.046,16.046,VAL
46879,01_E_3_R,1528,7.35,14.132,14.132,NOR
46879,01_E_3_R,2074.7,11.338,22.348,22.348,GLU
46879,01_E_3_R,2180.1,3.056,3.915,3.915,PHE
46880,01_E_3_R,1285.1,19.656,22.213,22.213,ALA
46880,01_E_3_R,1406.4,14.27,15.817,15.817,VAL
46880,01_E_3_R,1529,7.5,14.284,14.284,NOR
46880,01_E_3_R,2076.4,11.253,22.894,22.894,GLU
46880,01_E_3_R,2181.5,3.025,3.33,3.33,PHE
46881,95_W_3,1280.8,9.675,22.618,22.618,ALA
46881,95_W_3,1402.8,5.889,15.355,15.355,VAL
46881,95_W_3,1532.6,5.141,15.179,15.179,NOR
46881,95_W_3,2069.7,5.945,21.338,21.338,GLU
46881,95_W_3,2180.3,1.707,4.1,4.1,PHE
46882,95_W_3,1283.7,9.395,23.113,23.113,ALA
46882,95_W_3,1405.7,8.805,14.903,14.903,VAL
46882,95_W_3,1535.7,3.151,14.096,14.096,NOR
46882,95_W_3,2074.5,5.623,21.616,21.616,GLU
46882,95_W_3,2184.1,1.61,5.81,5.81,PHE
46883,95_W_3,1288.1,9.029,23.196,23.196,ALA
46883,95_W_3,1410.1,5.564,15.19,15.19,VAL
46883,95_W_3,1540.1,4.712,15.577,15.577,NOR
46883,95_W_3,2080.8,5.562,21.129,21.129,GLU
46883,95_W_3,2189.1,1.57,4.992,4.992,PHE
46884,5AA,1293.5,10.879,-1.093,-1.093,ALA
46884,5AA,1414.9,6.719,-1.141,-1.141,VAL
46884,5AA,1551.6,12.991,14.397,14.397,NOR
46884,5AA,2092.5,7.438,-3.06,-3.06,GLU
46884,5AA,2204.3,6.759,-4.246,-4.246,PHE
46885,95_W_2,1293.5,5.027,22.26,22.26,ALA
46885,95_W_2,1416.4,3.29,16.544,16.544,VAL
46885,95_W_2,1546.6,3.15,18.014,18.014,NOR
46885,95_W_2,2089,3.251,19.011,19.011,GLU
46885,95_W_2,2198.9,1.387,3.841,3.841,PHE
46886,95_W_2,1297.7,4.802,21.381,21.381,ALA
46886,95_W_2,1420.4,3.838,15.254,15.254,VAL
46886,95_W_2,1550.6,1.652,14.179,14.179,NOR
46886,95_W_2,2094,3.121,18.333,18.333,GLU
46886,95_W_2,2203.1,1.316,5.134,5.134,PHE
46887,95_W_2,1305.6,4.725,22.469,22.469,ALA
46887,95_W_2,1428.5,2.091,21.134,21.134,VAL
46887,95_W_2,1558.5,2.684,17.456,17.456,NOR
46887,95_W_2,2105.7,3.119,18.197,18.197,GLU
46888,5AA,1320.5,11.303,-1.52,-1.52,ALA
46888,5AA,1441.9,10.161,-0.87,-0.87,VAL
46888,5AA,1576.5,15.09,10.744,10.744,NOR
46888,5AA,2128.9,7.726,-3.036,-3.036,GLU
46888,5AA,2234.4,8.663,-4.481,-4.481,PHE
46889,5AA,1330.7,11.441,-2.097,-2.097,ALA
46889,5AA,1451.9,10.053,-1.514,-1.514,VAL
46889,5AA,1585.7,11.458,13.618,13.618,NOR
46889,5AA,2141.8,7.212,-3.603,-3.603,GLU
46889,5AA,2245.1,7.149,-4.527,-4.527,PHE
