"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",44927,"5AA",1277.4,26.397,-1.045,-1.045,"ALA",-1.47515,-1.66398814229285
"2",44927,"5AA",1398.6,17.361,-1.004,-1.004,"VAL",-1.43415,-0.915978260870243
"3",44927,"5AA",1535.7,29.411,14.715,14.715,"NOR",14.28485,14.409223320158
"4",44927,"5AA",2071,15.491,-2.736,-2.736,"GLU",-3.16615,-2.77670553359765
"5",44927,"5AA",2186.3,14.561,-4.709,-4.709,"PHE",-5.13915,-4.76374901185785
"6",44929,"5AA",1279.1,25.662,-0.913,-0.913,"ALA",-1.34315,-1.61443083003991
"7",44929,"5AA",1400.1,16.849,-0.478,-0.478,"VAL",-0.90815,-0.498456521739803
"8",44929,"5AA",1537.4,29.359,14.853,14.853,"NOR",14.42285,14.5212193675888
"9",44929,"5AA",2072.4,15.946,-3.178,-3.178,"GLU",-3.60815,-3.34336561264906
"10",44929,"5AA",2187.8,14.383,-5.034,-5.034,"PHE",-5.46415,-5.28845256917005
"11",44930,"04_K_3",1276.4,15.379,23.788,23.788,"ALA",23.35785,23.0453478260866
"12",44930,"04_K_3",1397.4,6.066,19.566,19.566,"VAL",19.13585,19.4913043478254
"13",44930,"04_K_3",1525.1,4.912,13.265,13.265,"NOR",12.83485,12.9202173913043
"14",44930,"04_K_3",2060.9,8.088,24.553,24.553,"GLU",24.12285,24.3253043478255
"15",44930,"04_K_3",2171.3,2.01,5.348,5.348,"PHE",4.91785,4.99369565217339
"16",44931,"04_K_3",1275.9,14.674,23.917,23.917,"ALA",23.48685,23.133126482213
"17",44931,"04_K_3",1397.2,6.335,18.526,18.526,"VAL",18.09585,18.3970652173906
"18",44931,"04_K_3",1525.1,6.546,14.172,14.172,"NOR",13.74185,13.8142154150197
"19",44931,"04_K_3",2060.7,7.584,24.951,24.951,"GLU",24.52085,24.6609743082995
"20",44931,"04_K_3",2171.3,1.832,3.196,3.196,"PHE",2.76585,2.74184387351774
"21",44932,"04_K_3",1275.5,13.768,24.015,24.015,"ALA",23.58485,23.1899051383395
"22",44932,"04_K_3",1396.7,6.791,16.87,16.87,"VAL",16.43985,16.6868260869563
"23",44932,"04_K_3",1524.4,6.545,14.02,14.02,"NOR",13.58985,13.6492134387351
"24",44932,"04_K_3",2060.1,7.238,24.542,24.542,"GLU",24.11185,24.1896442687741
"25",44932,"04_K_3",2170.7,1.655,3.558,3.558,"PHE",3.12785,3.00399209486118
"26",44933,"04_E_3",1272.4,7.772,22.895,22.895,"ALA",22.46485,22.028683794466
"27",44933,"04_E_3",1394.4,5.037,16.225,16.225,"VAL",15.79485,15.9875869565215
"28",44933,"04_E_3",1523,2.42,14.629,14.629,"NOR",14.19885,14.2452114624505
"29",44933,"04_E_3",2057.2,4.954,21.814,21.814,"GLU",21.38385,21.3993142292486
"30",44933,"04_E_3",2170.7,1.347,3.367,3.367,"PHE",2.93685,2.71314031620554
"31",44934,"04_E_3",1272.2,7.204,22.964,22.964,"ALA",22.53385,22.0564624505924
"32",44934,"04_E_3",1394.2,5.07,15.657,15.657,"VAL",15.22685,15.3653478260868
"33",44934,"04_E_3",1522.8,2.225,15.917,15.917,"NOR",15.48685,15.520209486166
"34",44934,"04_E_3",2057,4.601,21.859,21.859,"GLU",21.42885,21.3819841897227
"35",44934,"04_E_3",2170.5,1.224,2.86,2.86,"PHE",2.42985,2.10628853754898
"36",44935,"04_E_3",1272.6,6.896,22.472,22.472,"ALA",22.04185,21.5232411067189
"37",44935,"04_E_3",1394.7,4.045,13.258,13.258,"VAL",12.82785,12.912108695652
"38",44935,"04_E_3",1523.2,2.149,15.469,15.469,"NOR",15.03885,15.0592075098814
"39",44935,"04_E_3",2057.2,4.274,21.502,21.502,"GLU",21.07185,20.9626541501972
"40",44940,"01_W_3",1277.8,12.95,23.529,23.529,"ALA",23.09885,22.3741343873515
"41",44940,"01_W_3",1398.8,8.812,13.846,13.846,"VAL",13.41585,13.2289130434781
"42",44940,"01_W_3",1523.4,1.352,13.212,13.212,"NOR",12.78185,12.7371976284584
"43",44940,"01_W_3",2064.3,7.286,23.264,23.264,"GLU",22.83385,22.4130039525689
"44",44940,"01_W_3",2172.3,1.598,7.11,7.11,"PHE",6.67985,5.75717786561237
"45",44941,"01_W_3",1279.9,12.859,23.48,23.48,"ALA",23.04985,22.2839130434779
"46",44941,"01_W_3",1400.9,6.051,12.511,12.511,"VAL",12.08085,11.8396739130433
"47",44941,"01_W_3",1525.7,3.343,9.567,9.567,"NOR",9.13685,9.0791956521739
"48",44941,"01_W_3",2067.6,7.314,22.809,22.809,"GLU",22.37885,21.8956739130429
"49",44941,"01_W_3",2175.5,1.62,7.87,7.87,"PHE",7.43985,6.41732608695672
"50",44942,"01_W_3",1280.5,13.291,23.902,23.902,"ALA",23.47185,22.6646916996044
"51",44942,"01_W_3",1401.8,7.297,14.802,14.802,"VAL",14.37185,14.0764347826085
"52",44942,"01_W_3",1526.5,4.936,13.998,13.998,"NOR",13.56785,13.4971936758893
"53",44942,"01_W_3",2069.1,7.191,23.355,23.355,"GLU",22.92485,22.3793438735175
"54",44942,"01_W_3",2176.7,1.608,8.818,8.818,"PHE",8.38785,7.26547430830016
"55",44943,"5AA",1285.8,19.849,-0.091,-0.091,"ALA",-0.52115,-1.36952964426912
"56",44943,"5AA",1406.8,12.202,0.455,0.455,"VAL",0.02485,-0.324804347826272
"57",44943,"5AA",1544.5,22.414,15.181,15.181,"NOR",14.75085,14.6671916996047
"58",44943,"5AA",2083.9,12.113,-2.027,-2.027,"GLU",-2.45715,-3.06498616600847
"59",44943,"5AA",2197,11.164,-3.239,-3.239,"PHE",-3.66915,-4.89137747035549
"60",44944,"01_K_2",1287.4,10.8,23.337,23.337,"ALA",22.90685,22.0172490118574
"61",44944,"01_K_2",1409.5,6.343,13.178,13.178,"VAL",12.74785,12.3439565217389
"62",44944,"01_K_2",1535.7,2.425,16.592,16.592,"NOR",16.16185,16.0651897233201
"63",44944,"01_K_2",2081.4,6.191,22.366,22.366,"GLU",21.93585,21.2656837944661
"64",44944,"01_K_2",2188,1.648,7.02,7.02,"PHE",6.58985,5.26777075098796
"65",44945,"01_K_2",1292,10.196,22.78,22.78,"ALA",22.34985,21.4190276679838
"66",44945,"01_K_2",1414.1,7.134,14.575,14.575,"VAL",14.14485,13.6867173913042
"67",44945,"01_K_2",1540.5,5.45,14.182,14.182,"NOR",13.75185,13.6421877470356
"68",44945,"01_K_2",2088.5,5.933,23.118,23.118,"GLU",22.68785,21.9553537549401
"69",44945,"01_K_2",2194.1,1.592,8.52,8.52,"PHE",8.08985,6.66791897233231
"70",44946,"01_K_2",1297.7,9.864,22.755,22.755,"ALA",22.32485,21.3528063241103
"71",44946,"01_K_2",1419.5,6.123,12.719,12.719,"VAL",12.28885,11.7764782608694
"72",44946,"01_K_2",1546.2,3.82,12.01,12.01,"NOR",11.57985,11.4571857707509
"73",44946,"01_K_2",2096.1,6.016,22.177,22.177,"GLU",21.74685,20.9520237154146
"74",44946,"01_K_2",2200.4,1.533,9.081,9.081,"PHE",8.65085,7.12906719367575
"75",44947,"5AA",1307.1,18.426,-0.151,-0.151,"ALA",-0.58115,-1.59441501976301
"76",44947,"5AA",1428.3,11.067,0.507,0.507,"VAL",0.07685,-0.489760869565393
"77",44947,"5AA",1565.6,18.571,15.043,15.043,"NOR",14.61285,14.4771837944663
"78",44947,"5AA",2115.3,11.84,-1.485,-1.485,"GLU",-1.91515,-2.77230632411083
"79",44947,"5AA",2222.7,10.785,-3.156,-3.156,"PHE",-3.58615,-5.2077845849799
"80",44948,"5AA",1315.7,17.46,-0.323,-0.323,"ALA",-0.75315,-1.80763636363654
"81",44948,"5AA",1436.9,11.132,-0.07,-0.07,"VAL",-0.50015,-1.12100000000017
"82",44948,"5AA",1573.1,16.459,14.929,14.929,"NOR",14.49885,14.3501818181817
"83",44948,"5AA",2127,11.454,-1.903,-1.903,"GLU",-2.33315,-3.25263636363676
"84",44948,"5AA",2232.3,10.414,-2.717,-2.717,"PHE",-3.14715,-4.86863636363645
