"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",46577,"5AA",1280.1,34.125,0.036,0.036,"ALA",-0.39415,-1.49582755681765
"2",46577,"5AA",1401.1,22.379,-0.335,-0.335,"VAL",-0.76515,-0.810479545453724
"3",46577,"5AA",1539.3,38.686,15.375,15.375,"NOR",14.94485,14.5562247159087
"4",46577,"5AA",2076.4,20.672,-2.162,-2.162,"GLU",-2.59215,-2.56211363636216
"5",46577,"5AA",2190.9,20.805,-3.867,-3.867,"PHE",-4.29715,-4.31286392045308
"6",46578,"5AA",1279.7,32.286,-0.044,-0.044,"ALA",-0.47415,-1.60826534090857
"7",46578,"5AA",1400.9,22.231,0.204,0.204,"VAL",-0.22615,-0.305677272726336
"8",46578,"5AA",1538.9,39.584,15.354,15.354,"NOR",14.92385,14.5544482954542
"9",46578,"5AA",2076,20.813,-2.482,-2.482,"GLU",-2.91215,-2.93168181818052
"10",46578,"5AA",2190.5,19.947,-4.527,-4.527,"PHE",-4.95715,-5.06328352272604
"11",46579,"5AA",1278.7,32.028,0.011,0.011,"ALA",-0.41915,-1.58570312499948
"12",46579,"5AA",1399.7,21.822,0.048,0.048,"VAL",-0.38215,-0.495874999999176
"13",46579,"5AA",1537.8,38.719,15.418,15.418,"NOR",14.98785,14.6376718749997
"14",46579,"5AA",2074.7,20.913,-2.542,-2.542,"GLU",-2.97215,-3.04124999999888
"15",46579,"5AA",2189.5,19.694,-4.598,-4.598,"PHE",-5.02815,-5.22470312499899
"16",46580,"77_E_3",1274.1,16.929,22.477,22.477,"ALA",22.04685,20.8478590909096
"17",46580,"77_E_3",1395.7,6.859,24.112,24.112,"VAL",23.68185,23.5339272727282
"18",46580,"77_E_3",1525.1,7.817,13.047,13.047,"NOR",12.61685,12.2858954545451
"19",46580,"77_E_3",2062,9.775,22.82,22.82,"GLU",22.38985,22.2711818181832
"20",46580,"77_E_3",2172.6,3.352,2.073,2.073,"PHE",1.64285,1.35587727272896
"21",46581,"77_E_3",1273.6,14.876,22.066,22.066,"ALA",21.63585,20.4044213068187
"22",46581,"77_E_3",1395.1,6.979,22.929,22.929,"VAL",22.49885,22.3167295454554
"23",46581,"77_E_3",1524.7,6.939,12.554,12.554,"NOR",12.12385,11.8121190340906
"24",46581,"77_E_3",2060.7,8.792,22.834,22.834,"GLU",22.40385,22.2356136363649
"25",46581,"77_E_3",2172.1,3.005,2.343,2.343,"PHE",1.91285,1.535457670456
"26",46582,"77_E_3",1273,14.336,22.405,22.405,"ALA",21.97485,20.7109835227278
"27",46582,"77_E_3",1394.7,6.158,23.222,23.222,"VAL",22.79185,22.5755318181825
"28",46582,"77_E_3",1524.2,6.629,13.292,13.292,"NOR",12.86185,12.5693426136361
"29",46582,"77_E_3",2059.9,8.491,23.193,23.193,"GLU",22.76285,22.5450454545465
"30",46582,"77_E_3",2171.7,2.824,2.243,2.243,"PHE",1.81285,1.34503806818304
"31",46583,"71_W_2",1268.4,5.686,21.826,21.826,"ALA",21.39585,20.0995457386369
"32",46583,"71_W_2",1391.7,3.287,23.806,23.806,"VAL",23.37585,23.1253340909099
"33",46583,"71_W_2",1521.1,3.705,14.136,14.136,"NOR",13.70585,13.4325661931814
"34",46583,"71_W_2",2045.5,2.148,23.068,23.068,"GLU",22.63785,22.3704772727286
"35",46583,"71_W_2",2169.6,2.134,8.015,8.015,"PHE",7.58485,7.02661846591008
"36",46584,"71_W_2",1268.2,4.776,21.57,21.57,"ALA",21.13985,19.8111079545459
"37",46584,"71_W_2",1391.7,2.725,23.791,23.791,"VAL",23.36085,23.0761363636371
"38",46584,"71_W_2",1521.1,3.116,14.295,14.295,"NOR",13.86485,13.6107897727269
"39",46584,"71_W_2",2044.6,1.817,22.57,22.57,"GLU",22.13985,21.8229090909102
"40",46584,"71_W_2",2169.2,1.784,7.607,7.607,"PHE",7.17685,6.52819886363712
"41",46585,"71_W_2",1267.2,4.623,22.16,22.16,"ALA",21.72985,20.368670170455
"42",46585,"71_W_2",1390.7,2.603,24.478,24.478,"VAL",24.04785,23.7289386363645
"43",46585,"71_W_2",1520.1,3.014,14.19,14.19,"NOR",13.75985,13.5250133522724
"44",46585,"71_W_2",2043.8,1.749,22.433,22.433,"GLU",22.00285,21.6363409090919
"45",46585,"71_W_2",2168.2,1.725,7.655,7.655,"PHE",7.22485,6.48577926136507
"46",46586,"5AA",1279.7,30.916,-0.115,-0.115,"ALA",-0.54515,-1.9387676136359
"47",46586,"5AA",1400.7,20.15,-0.522,-0.522,"VAL",-0.95215,-1.30525909090837
"48",46586,"5AA",1539.1,35.167,14.994,14.994,"NOR",14.56385,14.3482369318178
"49",46586,"5AA",2076.4,19.08,-3.374,-3.374,"GLU",-3.80415,-4.22022727272603
"50",46586,"5AA",2190.9,17.409,-4.755,-4.755,"PHE",-5.18515,-6.01464034090789
"51",46587,"71_W_3",1276.8,18.688,22.446,22.446,"ALA",22.01585,20.5897946022732
"52",46587,"71_W_3",1398,12.219,20.553,20.553,"VAL",20.12285,19.735543181819
"53",46587,"71_W_3",1523.4,4.466,11.781,11.781,"NOR",11.35085,11.1544605113633
"54",46587,"71_W_3",2065.3,9.726,23.522,23.522,"GLU",23.09185,22.6262045454556
"55",46587,"71_W_3",2174.2,2.911,2.948,2.948,"PHE",2.51785,1.59794005681915
"56",46588,"71_W_3",1275.5,17.759,23.597,23.597,"ALA",23.16685,21.7083568181823
"57",46588,"71_W_3",1397,10.758,20.214,20.214,"VAL",19.78385,19.3623454545462
"58",46588,"71_W_3",1522.6,4.176,14.255,14.255,"NOR",13.82485,13.6476840909088
