"","Sample.ID","ALA.mean","VAL.mean","NOR.mean","GLU.mean","PHE.mean","ALA.sd","VAL.sd","NOR.sd","GLU.sd","PHE.sd"
"1","16_K_2",23.9200067234854,17.1943527462124,14.9321413825764,23.8781142992425,3.76283418560595,0.291243486665664,0.722858386117821,0.530181472112141,0.442907273825513,0.348452512445533
"2","5AA",-1.20999999999981,0.361000000000166,14.1630000000004,-3.33599999999991,-5.00400000000004,0.344649757508046,0.476420059562385,0.522764279664277,0.432791631457307,0.425968371871923
