"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",44843,"5AA",1282,37.574,-0.902,-0.902,"ALA",-1.33215,-1.96285937499934
"2",44843,"5AA",1402.4,23.673,-0.817,-0.817,"VAL",-1.24715,-1.05444573863611
"3",44843,"5AA",1541,40.037,14.369,14.369,"NOR",13.93885,14.0121653409093
"4",44843,"5AA",2078.3,20.843,-3.111,-3.111,"GLU",-3.54115,-3.31951051136327
"5",44843,"5AA",2192.2,19.766,-4.413,-4.413,"PHE",-4.84315,-5.20728494318178
"6",44844,"5AA",1282.8,35.653,-0.608,-0.608,"ALA",-1.03815,-1.63765624999952
"7",44844,"5AA",1403.2,23.153,-0.236,-0.236,"VAL",-0.66615,-0.467574431817948
"8",44844,"5AA",1541.8,39.536,14.904,14.904,"NOR",14.47385,14.5401920454547
"9",44844,"5AA",2079.3,21.223,-2.678,-2.678,"GLU",-3.10815,-2.85576306818149
"10",44844,"5AA",2193,19.663,-4.201,-4.201,"PHE",-4.63115,-4.99900965909088
"11",44845,"5AA",1281.8,34.193,-0.411,-0.411,"ALA",-0.84115,-1.40945312499947
"12",44845,"5AA",1402.4,22.13,-0.256,-0.256,"VAL",-0.68615,-0.481703124999783
"13",44845,"5AA",1540.7,37.548,15.084,15.084,"NOR",14.65385,14.7132187500001
"14",44845,"5AA",2078.1,20.016,-2.947,-2.947,"GLU",-3.37715,-3.09401562499971
"15",44845,"5AA",2191.8,18.495,-4.204,-4.204,"PHE",-4.63415,-5.00573437499998
"16",44846,"22_W_2",1274.9,12.401,23.462,23.462,"ALA",23.03185,22.4947500000006
"17",44846,"22_W_2",1397.4,5.676,17.577,17.577,"VAL",17.14685,17.3571681818184
"18",44846,"22_W_2",1525.7,6.742,13.722,13.722,"NOR",13.29185,13.3442454545456
"19",44846,"22_W_2",2062.4,7.714,23.036,23.036,"GLU",22.60585,22.9197318181821
"20",44846,"22_W_2",2171.7,1.497,5.418,5.418,"PHE",4.98785,4.61254090909092
"21",44847,"22_W_2",1275.1,11.859,23.032,23.032,"ALA",22.60185,22.0959531250004
"22",44847,"22_W_2",1397.6,5.701,16.904,16.904,"VAL",16.47385,16.6900394886365
"23",44847,"22_W_2",1525.9,6.57,13.601,13.601,"NOR",13.17085,13.216272159091
"24",44847,"22_W_2",2062.6,7.452,23.342,23.342,"GLU",22.91185,23.2564792613639
"25",44847,"22_W_2",2171.9,1.452,6.65,6.65,"PHE",6.21985,5.84081619318182
"26",44848,"22_W_2",1273.9,11.453,23.368,23.368,"ALA",22.93785,22.4631562500004
"27",44848,"22_W_2",1396.3,5.978,16.557,16.557,"VAL",16.12685,16.3489107954547
"28",44848,"22_W_2",1524.4,4.272,14.693,14.693,"NOR",14.26285,14.3012988636364
"29",44848,"22_W_2",2061.4,7.448,23.227,23.227,"GLU",22.79685,23.1722267045456
"30",44848,"22_W_2",2170.7,1.411,4.701,4.701,"PHE",4.27085,3.88809147727272
"31",44849,"22_W_3",1273.2,9.593,21.956,21.956,"ALA",21.52585,21.0823593750005
"32",44849,"22_W_3",1396.1,4.509,19.311,19.311,"VAL",18.88085,19.1087821022729
"33",44849,"22_W_3",1524.9,4.163,13.736,13.736,"NOR",13.30585,13.3373255681819
"34",44849,"22_W_3",2062.2,6.443,20.981,20.981,"GLU",20.55085,20.9569741477274
"35",44849,"22_W_3",2173.8,2.229,5.108,5.108,"PHE",4.67785,4.29136676136362
"36",44850,"22_W_3",1274.3,9.214,21.795,21.795,"ALA",21.36485,20.9525625000003
"37",44850,"22_W_3",1397.2,4.363,18.865,18.865,"VAL",18.43485,18.668653409091
"38",44850,"22_W_3",1526.1,5.281,13.971,13.971,"NOR",13.54085,13.5653522727273
"39",44850,"22_W_3",2063.7,6.035,20.268,20.268,"GLU",19.83785,20.2747215909094
"40",44850,"22_W_3",2175.1,2.054,5.268,5.268,"PHE",4.83785,4.44764204545452
"41",44851,"22_W_3",1275.3,8.879,21.527,21.527,"ALA",21.09685,20.7157656250004
"42",44851,"22_W_3",1398.2,5.361,17.461,17.461,"VAL",17.03085,17.2705247159092
"43",44851,"22_W_3",1527.2,4.405,15.464,15.464,"NOR",15.03385,15.0513789772728
"44",44851,"22_W_3",2065.5,5.779,21.427,21.427,"GLU",20.99685,21.4644690340912
"45",44851,"22_W_3",2176.5,1.93,4.25,4.25,"PHE",3.81985,3.42591732954542
"46",44852,"5AA",1286,30.802,-0.403,-0.403,"ALA",-0.83315,-1.1830312499996
"47",44852,"5AA",1406.4,18.947,-0.33,-0.33,"VAL",-0.76015,-0.514603977272631
"48",44852,"5AA",1545.1,33.619,15.218,15.218,"NOR",14.78785,14.7984056818182
"49",44852,"5AA",2084.8,18.099,-2.866,-2.866,"GLU",-3.29615,-2.79778352272702
"50",44852,"5AA",2197.4,16.939,-3.918,-3.918,"PHE",-4.34815,-4.74580738636369
"51",44856,"22_K_3",1301.7,9.055,20.726,20.726,"ALA",20.29585,20.0707812500001
"52",44856,"22_K_3",1424.5,9.955,14.546,14.546,"VAL",14.11585,14.38488125
"53",44856,"22_K_3",1554.3,3.88,16.414,16.414,"NOR",15.98385,15.9665124999999
"54",44856,"22_K_3",2104.6,6.508,21.793,21.793,"GLU",21.36285,21.9842062500001
"55",44856,"22_K_3",2208.1,1.727,5.103,5.103,"PHE",4.67285,4.26029374999994
"56",44857,"22_K_3",1311.1,8.491,20.702,20.702,"ALA",20.27185,20.0779843750002
"57",44857,"22_K_3",1433.5,7.541,12.412,12.412,"VAL",11.98185,12.2567525568182
"58",44857,"22_K_3",1562.5,2.893,16.659,16.659,"NOR",16.22885,16.2045392045454
"59",44857,"22_K_3",2114.7,6.042,21.419,21.419,"GLU",20.98885,21.6409536931819
"60",44857,"22_K_3",2216.2,1.593,3.626,3.626,"PHE",3.19585,2.77956903409084
"61",44858,"22_K_3",1306.3,8.184,20.731,20.731,"ALA",20.30085,20.1381875000002
"62",44858,"22_K_3",1429.1,10.138,14.089,14.089,"VAL",13.65885,13.9396238636364
"63",44858,"22_K_3",1558.9,2.941,17.086,17.086,"NOR",16.65585,16.6245659090908
"64",44858,"22_K_3",2112.6,5.022,20.603,20.603,"GLU",20.17285,20.8557011363637
"65",44858,"22_K_3",2215.2,1.573,6.076,6.076,"PHE",5.64585,5.22584431818174
"66",44859,"5AA",1331.5,29.465,-1.349,-1.349,"ALA",-1.77915,-1.91060937499995
"67",44859,"5AA",1452.3,18.019,-0.854,-0.854,"VAL",-1.28415,-0.997504829545535
"68",44859,"5AA",1588.6,25.02,15.057,15.057,"NOR",14.62685,14.5885926136362
"69",44859,"5AA",2148.7,17.498,-3.43,-3.43,"GLU",-3.86015,-3.14655142045455
"70",44859,"5AA",2250.7,19.497,-3.958,-3.958,"PHE",-4.38815,-4.81188039772736
"71",44863,"5AA",1362.3,30.25,-0.641,-0.641,"ALA",-1.07115,-1.07779687499999
"72",44863,"5AA",1482,17.597,-0.33,-0.33,"VAL",-0.76015,-0.450019602272877
"73",44863,"5AA",1616.6,24.917,15.192,15.192,"NOR",14.76185,14.695699431818
"74",44863,"5AA",2179.9,16.778,-2.765,-2.765,"GLU",-3.19515,-2.35856164772743
"75",44863,"5AA",2277.3,15.357,-3.992,-3.992,"PHE",-4.42215,-4.86077926136377
"76",44864,"5AA",1369.8,29.163,-1.683,-1.683,"ALA",-2.11315,-2.08859375000017
"77",44864,"5AA",1489.8,22.01,-0.61,-0.61,"VAL",-1.04015,-0.724148295454712
"78",44864,"5AA",1624.1,24.708,14.55,14.55,"NOR",14.11985,14.0467261363634
"79",44864,"5AA",2188,16.39,-4.159,-4.159,"GLU",-4.58915,-3.72181420454565
"80",44864,"5AA",2284.2,14.756,-4.525,-4.525,"PHE",-4.95515,-5.39750397727287
