"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",46802,"5AA",1275.9,14.392,-0.699,-0.699,"ALA",-1.12915,-1.91809659091053
"2",46802,"5AA",1398,9.829,-0.057,-0.057,"VAL",-0.48715,-0.752063920454928
"3",46802,"5AA",1533.4,19.975,15.022,15.022,"NOR",14.59185,14.0355613636353
"4",46802,"5AA",2065.5,9.939,-2.729,-2.729,"GLU",-3.15915,-3.36408948863768
"5",46802,"5AA",2183.2,10.477,-4.02,-4.02,"PHE",-4.45015,-5.07460113636486
"6",46803,"5AA",1276.2,15.848,-0.608,-0.608,"ALA",-1.03815,-1.72657954545595
"7",46803,"5AA",1398,10.83,-0.38,-0.38,"VAL",-0.81015,-0.916883522727082
"8",46803,"5AA",1533.9,20.047,15.216,15.216,"NOR",14.78585,14.3989681818167
"9",46803,"5AA",2065.8,8.979,-2.653,-2.653,"GLU",-3.08315,-3.13603693181919
"10",46803,"5AA",2182.8,10.051,-4.208,-4.208,"PHE",-4.63815,-5.12620681818258
"11",46804,"5AA",1276.8,15.391,-0.252,-0.252,"ALA",-0.68215,-1.27006250000137
"12",46804,"5AA",1398.8,10.628,-0.194,-0.194,"VAL",-0.62415,-0.572703125000144
"13",46804,"5AA",1534.5,19.996,15.067,15.067,"NOR",14.63685,14.4193749999981
"14",46804,"5AA",2066.4,9.69,-2.543,-2.543,"GLU",-2.97315,-2.87398437500161
"15",46804,"5AA",2183.4,9.933,-4.264,-4.264,"PHE",-4.69415,-5.04581250000121
"16",46805,"71_K_2",1280.3,23.911,22.951,22.951,"ALA",22.52085,22.0334545454532
"17",46805,"71_K_2",1401.6,7.834,22.548,22.548,"VAL",22.11785,22.3274772727277
"18",46805,"71_K_2",1527,4.145,15.004,15.004,"NOR",14.57385,14.5257818181805
"19",46805,"71_K_2",2070.1,13.146,21.925,21.925,"GLU",21.49485,21.7460681818169
"20",46805,"71_K_2",2176.7,3.717,3.956,3.956,"PHE",3.52585,3.31058181818108
"21",46806,"71_K_2",1280.1,23.288,22.749,22.749,"ALA",22.31885,21.9319715909078
"22",46806,"71_K_2",1401.6,8.097,22.492,22.492,"VAL",22.06185,22.4296576704546
"23",46806,"71_K_2",1527,4.043,15.024,15.024,"NOR",14.59385,14.7151886363619
"24",46806,"71_K_2",2087.7,13.772,21.808,21.808,"GLU",21.37785,21.7811207386345
"25",46806,"71_K_2",2193.5,3.754,3.706,3.706,"PHE",3.27585,3.19697613636245
"26",46807,"71_K_2",1280.3,22.857,22.894,22.894,"ALA",22.46385,22.1774886363624
"27",46807,"71_K_2",1401.8,8.328,21.989,21.989,"VAL",21.55885,22.0848380681816
"28",46807,"71_K_2",1527,3.98,14.541,14.541,"NOR",14.11085,14.4015954545442
"29",46807,"71_K_2",2075.4,13.269,21.729,21.729,"GLU",21.29885,21.854173295453
"30",46807,"71_K_2",2182.4,3.59,3.631,3.631,"PHE",3.20085,3.25837045454473
