"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",46953,"5AA",1275.9,17.583,-0.438,-0.438,"ALA",-0.86815,-1.26935852272786
"2",46953,"5AA",1397.6,12.072,-0.179,-0.179,"VAL",-0.60915,0.0596920454530204
"3",46953,"5AA",1533.9,23.833,14.889,14.889,"NOR",14.45885,14.4264826704556
"4",46953,"5AA",2067,12.696,-2.797,-2.797,"GLU",-3.22715,-2.72642443181931
"5",46953,"5AA",2183.4,12.192,-4.992,-4.992,"PHE",-5.42215,-5.06245880681922
"6",46954,"5AA",1276.4,17.284,-0.649,-0.649,"ALA",-1.07915,-1.49935113636419
"7",46954,"5AA",1398,11.4,-0.843,-0.843,"VAL",-1.27315,-0.649247727274027
"8",46954,"5AA",1534.3,21.642,15.2,15.2,"NOR",14.76985,14.7727960227282
"9",46954,"5AA",2067.2,12.007,-2.821,-2.821,"GLU",-3.25115,-2.79294659091014
"10",46954,"5AA",2183.6,11.356,-4.406,-4.406,"PHE",-4.83615,-4.56825284091065
"11",46955,"5AA",1276.8,16.628,-0.232,-0.232,"ALA",-0.66215,-1.10134375000051
"12",46955,"5AA",1398.4,11.172,-0.293,-0.293,"VAL",-0.72315,-0.14418750000153
"13",46955,"5AA",1534.7,21.631,15.13,15.13,"NOR",14.69985,14.7381093750008
"14",46955,"5AA",2067.8,12.184,-3.037,-3.037,"GLU",-3.46715,-3.05146875000096
"15",46955,"5AA",2184.3,11.258,-4.5,-4.5,"PHE",-4.93015,-4.75404687500118
"16",46962,"5AA",1276.4,8.748,-2.22,-2.22,"ALA",-2.65015,-3.22229204545481
"17",46962,"5AA",1398,5.573,-2.494,-2.494,"VAL",-2.92415,-2.65976590909178
"18",46962,"5AA",1534.5,11.957,13.717,13.717,"NOR",13.28685,13.5723028409097
"19",46962,"5AA",2067.6,6.868,-3.679,-3.679,"GLU",-4.10915,-3.99112386363694
"20",46962,"5AA",2183.8,5.941,-5.138,-5.138,"PHE",-5.56815,-6.03460511363759
"21",46966,"74_K_2",1278.5,10.755,22.343,22.343,"ALA",21.91285,21.2647375
"22",46966,"74_K_2",1399.7,7.178,14.853,14.853,"VAL",14.42285,14.5074749999996
"23",46966,"74_K_2",1526.1,6.464,14.79,14.79,"NOR",14.35985,14.7865562500006
"24",46966,"74_K_2",2065.3,5.884,20.313,20.313,"GLU",19.88285,19.8307874999995
"25",46966,"74_K_2",2175.1,1.593,4.065,4.065,"PHE",3.63485,2.8012187499994
"26",46967,"74_K_2",1278.5,11.203,22.868,22.868,"ALA",22.43785,21.7707448863637
"27",46967,"74_K_2",1399.9,6.577,12.947,12.947,"VAL",12.51685,12.5565352272725
