"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",46846,"5AA",1277.2,15.004,-0.962,-0.962,"ALA",-1.39215,-1.60488522727243
"2",46846,"5AA",1398.8,10.17,-0.778,-0.778,"VAL",-1.20815,-0.619617897727034
"3",46846,"5AA",1535.1,19.78,14.676,14.676,"NOR",14.24585,14.3258786931825
"4",46846,"5AA",2066.8,9.506,-2.921,-2.921,"GLU",-3.35115,-2.49392244318211
"5",46846,"5AA",2184.1,9.973,-4.931,-4.931,"PHE",-5.36115,-4.8591042613638
"6",46847,"5AA",1276.6,16.299,-0.882,-0.882,"ALA",-1.31215,-1.50291136363616
"7",46847,"5AA",1398.2,11.074,-0.323,-0.323,"VAL",-0.75315,-0.122207386363393
"8",46847,"5AA",1534.5,20.472,15.101,15.101,"NOR",14.67085,14.8015721590913
"9",46847,"5AA",2066.6,10.131,-3.148,-3.148,"GLU",-3.57815,-2.73923465909119
"10",46847,"5AA",2183.6,10.4,-4.675,-4.675,"PHE",-5.10515,-4.62532556818201
"11",46848,"5AA",1277,16.035,-1.022,-1.022,"ALA",-1.45215,-1.62093749999965
"12",46848,"5AA",1398.6,11.018,-1.026,-1.026,"VAL",-1.45615,-0.782796874999751
"13",46848,"5AA",1534.9,20.307,14.888,14.888,"NOR",14.45785,14.6392656250006
"14",46848,"5AA",2066.6,10.291,-3.486,-3.486,"GLU",-3.91615,-3.09554687500026
"15",46848,"5AA",2183.8,10.107,-4.888,-4.888,"PHE",-5.31815,-4.86054687500022
"16",46849,"68_W_2",1281.4,25.119,23.055,23.055,"ALA",22.62485,22.4780363636366
"17",46849,"68_W_2",1402,8.381,22.643,22.643,"VAL",22.21285,22.9286136363639
"18",46849,"68_W_2",1527.2,5.774,10.987,10.987,"NOR",10.55685,10.7889590909094
"19",46849,"68_W_2",2070.4,13.655,22.842,22.842,"GLU",22.41185,23.2141409090907
"20",46849,"68_W_2",2176.3,3.716,3.759,3.759,"PHE",3.32885,3.76423181818157
"21",46850,"68_W_2",1281.4,24.522,22.872,22.872,"ALA",22.44185,22.3170102272729
"22",46850,"68_W_2",1402.2,8.802,22.274,22.274,"VAL",21.84385,22.6020241477275
"23",46850,"68_W_2",1527.2,5.556,10.846,10.846,"NOR",10.41585,10.6986525568186
"24",46850,"68_W_2",2070.1,13.06,22.534,22.534,"GLU",22.10385,22.8878286931816
"25",46850,"68_W_2",2176.3,3.543,2.985,2.985,"PHE",2.55485,2.96801051136336
"26",46851,"68_W_2",1281,23.307,22.332,22.332,"ALA",21.90185,21.7989840909094
"27",46851,"68_W_2",1401.8,9.08,21.199,21.199,"VAL",20.76885,21.5694346590912
"28",46851,"68_W_2",1527,5.337,10.855,10.855,"NOR",10.42485,10.7583460227274
"29",46851,"68_W_2",2070.1,12.806,22.235,22.235,"GLU",21.80485,22.5705164772725
