"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",44949,"5AA",1282.6,38.593,-0.824,-0.824,"ALA",-1.25415,-1.51057102272796
"2",44949,"5AA",1403.2,25.027,-0.961,-0.961,"VAL",-1.39115,-0.803199715909389
"3",44949,"5AA",1541.8,42.535,14.768,14.768,"NOR",14.33785,14.174979261365
"4",44949,"5AA",2079.3,22.249,-2.913,-2.913,"GLU",-3.34315,-2.70736875000096
"5",44949,"5AA",2193.5,21.952,-4.468,-4.468,"PHE",-4.89815,-4.90778267045527
"6",44950,"5AA",1282.8,36.845,-0.691,-0.691,"ALA",-1.12115,-1.41442613636416
"7",44950,"5AA",1403.4,24.315,-0.783,-0.783,"VAL",-1.21315,-0.662498295454838
"8",44950,"5AA",1542,40.615,14.615,14.615,"NOR",14.18485,14.1015755681831
"9",44950,"5AA",2079.3,20.163,-3.183,-3.183,"GLU",-3.61315,-3.04001250000096
"10",44950,"5AA",2193.7,19.435,-4.414,-4.414,"PHE",-4.84415,-4.90119602272781
"11",44951,"5AA",1283.3,34.369,-1.046,-1.046,"ALA",-1.47615,-1.80628125000058
"12",44951,"5AA",1403.9,23.029,-0.721,-0.721,"VAL",-1.15115,-0.637796875000288
"13",44951,"5AA",1542.4,38.866,14.631,14.631,"NOR",14.20085,14.1971718750012
"14",44951,"5AA",2080,19.943,-3.338,-3.338,"GLU",-3.76815,-3.25765625000097
"15",44951,"5AA",2194.1,19.563,-4.604,-4.604,"PHE",-5.03415,-5.13860937500081
"16",44952,"10_E_2",1267.6,2.806,22.634,22.634,"ALA",22.20385,21.836863636363
"17",44952,"10_E_2",1391.7,1.77,23.289,23.289,"VAL",22.85885,23.3349045454543
"18",44952,"10_E_2",1521.9,3.101,15.395,15.395,"NOR",14.96485,15.0407681818192
"19",44952,"10_E_2",2049.2,2.618,22.333,22.333,"GLU",21.90285,22.350699999999
"20",44952,"10_E_2",2170,1.613,5.038,5.038,"PHE",4.60785,4.45597727272665
"21",44953,"10_E_2",1268.2,2.742,22.918,22.918,"ALA",22.48785,22.0840085227268
"22",44953,"10_E_2",1392.4,1.675,23.953,23.953,"VAL",23.52285,23.9616059659088
"23",44953,"10_E_2",1522.4,3.044,16.29,16.29,"NOR",15.85985,16.0153644886373
"24",44953,"10_E_2",2049.9,2.555,22.049,22.049,"GLU",21.61885,22.0040562499995
"25",44953,"10_E_2",2170.5,1.562,4.651,4.651,"PHE",4.22085,4.02156392045411
"26",44954,"10_E_2",1267.6,2.64,23.221,23.221,"ALA",22.79085,22.3501534090904
"27",44954,"10_E_2",1391.7,2.777,17.561,17.561,"VAL",17.13085,17.5323073863634
"28",44954,"10_E_2",1521.9,2.915,16.641,16.641,"NOR",16.21085,16.4459607954554
"29",44954,"10_E_2",2049,2.43,21.836,21.836,"GLU",21.40585,21.7284124999995
"30",44954,"10_E_2",2169.8,1.482,4.514,4.514,"PHE",4.08385,3.83715056818111
"31",44955,"10_E_3",1270.9,5.792,22.626,22.626,"ALA",22.19585,21.7182982954542
"32",44955,"10_E_3",1393.6,3.761,15.172,15.172,"VAL",14.74185,15.1060088068179
"33",44955,"10_E_3",1523.2,3.185,14.958,14.958,"NOR",14.52785,14.8425571022739
"34",44955,"10_E_3",2055.9,4.673,23.486,23.486,"GLU",23.05585,23.3157687499995
"35",44955,"10_E_3",2171.1,1.611,3.293,3.293,"PHE",2.86285,2.56873721590857
"36",44956,"10_E_3",1270.3,5.237,22.775,22.775,"ALA",22.34485,21.8304431818178
"37",44956,"10_E_3",1393.2,3.694,14.426,14.426,"VAL",13.99585,14.3227102272725
"38",44956,"10_E_3",1523,2.829,15.657,15.657,"NOR",15.22685,15.621153409092
"39",44956,"10_E_3",2055.3,4.252,23.325,23.325,"GLU",22.89485,23.0921249999994
"40",44956,"10_E_3",2170.7,1.429,2.863,2.863,"PHE",2.43285,2.09132386363602
"41",44957,"10_E_3",1270.3,5.086,22.736,22.736,"ALA",22.30585,21.7545880681814
"42",44957,"10_E_3",1393,3.729,13.792,13.792,"VAL",13.36185,13.651411647727
"43",44957,"10_E_3",1522.8,2.697,15.033,15.033,"NOR",14.60285,15.0767497159101
"44",44957,"10_E_3",2055.3,4.034,23.999,23.999,"GLU",23.56885,23.7034812499994
"45",44957,"10_E_3",2170.9,1.347,2.819,2.819,"PHE",2.38885,1.99991051136303
"46",44958,"5AA",1283.7,33.108,-0.948,-0.948,"ALA",-1.37815,-1.96626704545484
"47",44958,"5AA",1404.1,20.66,-0.53,-0.53,"VAL",-0.96015,-0.707886931818436
"48",44958,"5AA",1542.8,35.357,15.452,15.452,"NOR",15.02185,15.5753460227281
"49",44958,"5AA",2081.2,19.033,-3.008,-3.008,"GLU",-3.43815,-3.36616250000056
"50",44958,"5AA",2194.9,20.294,-4.29,-4.29,"PHE",-4.72015,-5.15650284090952
"51",44962,"07_K_2",1270.1,3.724,22.365,22.365,"ALA",21.93485,21.1993124999997
"52",44962,"07_K_2",1394,2.804,18.316,18.316,"VAL",17.88585,17.9889187499998
"53",44962,"07_K_2",1523.4,3.094,18.061,18.061,"NOR",17.63085,18.5027312500004
"54",44962,"07_K_2",2052.8,2.407,20.558,20.558,"GLU",20.12785,19.9492624999994
"55",44962,"07_K_2",2171.9,1.238,4.713,4.713,"PHE",4.28285,3.65684374999941
"56",44963,"07_K_2",1271.1,3.638,22.435,22.435,"ALA",22.00485,21.2324573863633
"57",44963,"07_K_2",1394.9,2.12,22.845,22.845,"VAL",22.41485,22.4806201704543
"58",44963,"07_K_2",1524.4,2.995,17.407,17.407,"NOR",16.97685,17.928327556819
"59",44963,"07_K_2",2054.9,2.349,21.422,21.422,"GLU",20.99185,20.7506187499999
"60",44963,"07_K_2",2173.6,1.207,9.463,9.463,"PHE",9.03285,8.35943039772686
"61",44964,"07_K_2",1274.1,3.492,23.214,23.214,"ALA",22.78385,21.9746022727271
"62",44964,"07_K_2",1397.8,2.07,21.964,21.964,"VAL",21.53385,21.5623215909089
"63",44964,"07_K_2",1527.4,2.956,17.238,17.238,"NOR",16.80785,17.838923863637
"64",44964,"07_K_2",2059.7,2.22,20.319,20.319,"GLU",19.88885,19.5849749999999
"65",44964,"07_K_2",3132.5,27.703,0.046,0.046,"REF",-0.38415,-0.38415
"66",44965,"5AA",1291.2,29.418,-0.001,-0.001,"ALA",-0.43115,-1.27725284090933
"67",44965,"5AA",1411.6,18.726,0.249,0.249,"VAL",-0.18115,-0.189976988636583
"68",44965,"5AA",1550.6,33.864,15.191,15.191,"NOR",14.76085,15.8715201704551
"69",44965,"5AA",2092.9,18.24,-2.122,-2.122,"GLU",-2.55215,-2.91866875000015
"70",44965,"5AA",2204.5,20.155,-3.792,-3.792,"PHE",-4.22215,-4.99039630681868
"71",44966,"04_W_3",1289.5,15.527,24.597,24.597,"ALA",24.16685,23.2838920454543
"72",44966,"04_W_3",1411,9.705,14.592,14.592,"VAL",14.16185,14.115724431818
"73",44966,"04_W_3",1537,4.791,17.921,17.921,"NOR",17.49085,18.6811164772732
"74",44966,"04_W_3",2083.7,9.065,24.609,24.609,"GLU",24.17885,23.7496874999998
"75",44966,"04_W_3",2187.2,2.057,7.764,7.764,"PHE",7.33385,6.51819034090878
"76",44967,"04_W_3",1293.1,14.463,24.437,24.437,"ALA",24.00685,23.0870369318181
"77",44967,"04_W_3",1414.7,8.953,14.333,14.333,"VAL",13.90285,13.8194258522727
"78",44967,"04_W_3",1541.4,4.172,17.882,17.882,"NOR",17.45185,18.7217127840913
"79",44967,"04_W_3",2090.2,8.075,23.882,23.882,"GLU",23.45185,22.9600437499998
"80",44967,"04_W_3",2192.6,1.819,7.951,7.951,"PHE",7.52085,6.65777698863624
"81",44968,"04_W_3",1298.9,13.658,23.906,23.906,"ALA",23.47585,22.5191818181816
"82",44968,"04_W_3",1420.6,2.669,18.768,18.768,"VAL",18.33785,18.2171272727273
"83",44968,"04_W_3",1547.2,3.953,18.134,18.134,"NOR",17.70385,19.0533090909093
"84",44968,"04_W_3",2098.4,7.899,23.938,23.938,"GLU",23.50785,22.9533999999998
"85",44968,"04_W_3",2199.5,1.782,9.208,9.208,"PHE",8.77785,7.86736363636324
"86",44969,"5AA",1310.6,28.676,0.155,0.155,"ALA",-0.27515,-1.26867329545478
"87",44969,"5AA",1431.2,21.461,0.008,0.008,"VAL",-0.42215,-0.580171306818155
"88",44969,"5AA",1569.2,31.287,13.117,13.117,"NOR",12.68685,14.1159053977274
"89",44969,"5AA",2120.9,17.57,-1.691,-1.691,"GLU",-2.12115,-2.73824375000018
"90",44969,"5AA",2227.5,16.688,-3.373,-3.373,"PHE",-3.80315,-4.7610497159093
"91",44970,"5AA",1319.6,26.897,-0.566,-0.566,"ALA",-0.99615,-2.02652840909097
"92",44970,"5AA",1440.2,21.412,-0.483,-0.483,"VAL",-0.91315,-1.1084698863636
"93",44970,"5AA",1577.5,31.531,12.28,12.28,"NOR",11.84985,13.3585017045455
"94",44970,"5AA",2132.8,17.017,-2.156,-2.156,"GLU",-2.58615,-3.26588750000018
"95",44970,"5AA",2237.3,16.158,-3.737,-3.737,"PHE",-4.16715,-5.17246306818184
