"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",45954,"5AA",1280.3,28.811,-0.787,-0.787,"ALA",-1.21715,-1.52318693181898
"2",45954,"5AA",1401.3,19.22,-0.821,-0.821,"VAL",-1.25115,-0.729044886364011
"3",45954,"5AA",1538.7,31.975,14.693,14.693,"NOR",14.26285,14.4707883522726
"4",45954,"5AA",2073.9,15.786,-3.514,-3.514,"GLU",-3.94415,-3.04064119318382
"5",45954,"5AA",2189.5,15.222,-4.798,-4.798,"PHE",-5.22815,-4.82346477272786
"6",45955,"5AA",1280.8,27.885,-0.888,-0.888,"ALA",-1.31815,-1.68092159091002
"7",45955,"5AA",1401.8,18.971,-0.766,-0.766,"VAL",-1.19615,-0.727069318181914
"8",45955,"5AA",1539.1,32.702,14.579,14.579,"NOR",14.14885,14.3382301136363
"9",45955,"5AA",2074.5,16.323,-3.334,-3.334,"GLU",-3.76415,-2.96754715909321
"10",45955,"5AA",2189.9,15.488,-5.057,-5.057,"PHE",-5.48715,-5.1943886363644
"11",45956,"5AA",1281,26.659,-1.02,-1.02,"ALA",-1.45015,-1.8696562500006
"12",45956,"5AA",1402.2,17.987,-0.787,-0.787,"VAL",-1.21715,-0.801093750000272
"13",45956,"5AA",1539.5,30.854,14.593,14.593,"NOR",14.16285,14.3336718749999
"14",45956,"5AA",2074.7,15.889,-3.452,-3.452,"GLU",-3.88215,-3.19245312500169
"15",45956,"5AA",2190.1,15.189,-4.929,-4.929,"PHE",-5.35915,-5.17831250000095
"16",45957,"95_K_2",1278,16.958,22.374,22.374,"ALA",21.94385,21.4676090909084
"17",45957,"95_K_2",1399.7,7.908,21.565,21.565,"VAL",21.13485,21.4978818181814
"18",45957,"95_K_2",1527.4,6.113,12.717,12.717,"NOR",12.28685,12.4391136363636
"19",45957,"95_K_2",2064.5,8.8,21.172,21.172,"GLU",20.74185,21.3246409090889
"20",45957,"95_K_2",2175.7,3.069,4.178,4.178,"PHE",3.74785,3.81676363636341
"21",45958,"95_K_2",1277.6,15.277,21.926,21.926,"ALA",21.49585,20.9628744318173
"22",45958,"95_K_2",1399.5,7.839,19.992,19.992,"VAL",19.56185,19.8718573863635
"23",45958,"95_K_2",1527.2,5.646,12.99,12.99,"NOR",12.55985,12.6935553977272
"24",45958,"95_K_2",2064.1,8.191,20.877,20.877,"GLU",20.44685,20.9227349431795
"25",45958,"95_K_2",2175.5,2.796,3.814,3.814,"PHE",3.38385,3.34083977272686
"26",45959,"95_K_2",1277.6,14.938,22.285,22.285,"ALA",21.85485,21.2651397727268
"27",45959,"95_K_2",1399.5,8.359,19.352,19.352,"VAL",18.92185,19.1788329545451
"28",45959,"95_K_2",1527,5.415,13.305,13.305,"NOR",12.87485,12.9899971590908
"29",45959,"95_K_2",2063.9,8.128,20.407,20.407,"GLU",19.97685,20.345828977271
"30",45959,"95_K_2",2175.5,2.673,3.456,3.456,"PHE",3.02585,2.87091590909031
"31",45960,"95_E_2",1281.6,20.402,22.844,22.844,"ALA",22.41385,21.7674051136357
"32",45960,"95_E_2",1402.4,12.017,17.31,17.31,"VAL",16.87985,17.0838085227272
"33",45960,"95_E_2",1527,7.591,14.275,14.275,"NOR",13.84485,13.9414389204546
"34",45960,"95_E_2",2071.2,11.527,22.518,22.518,"GLU",22.08785,22.3499230113617
"35",45960,"95_E_2",2176.9,2.6,4.113,4.113,"PHE",3.68285,3.41599204545377
"36",45961,"95_E_2",1281.6,18.808,23.739,23.739,"ALA",23.30885,22.6056704545447
"37",45961,"95_E_2",1402.6,10.825,16.778,16.778,"VAL",16.34785,16.4987840909088
"38",45961,"95_E_2",1527.2,4.467,15.752,15.752,"NOR",15.32185,15.3998806818182
"39",45961,"95_E_2",2071.2,11.193,22.844,22.844,"GLU",22.41385,22.5690170454532
"40",45961,"95_E_2",2176.9,2.526,5.442,5.442,"PHE",5.01185,4.63306818181813
"41",45962,"95_E_2",1282.6,19.042,24.407,24.407,"ALA",23.97685,23.2169357954541
"42",45962,"95_E_2",1403.6,10.554,16.84,16.84,"VAL",16.40985,16.5077596590909
"43",45962,"95_E_2",1528,4.756,16.484,16.484,"NOR",16.05385,16.1133224431818
"44",45962,"95_E_2",2072.4,11.414,22.996,22.996,"GLU",22.56585,22.6141110795438
"45",45962,"95_E_2",2178,2.596,7.168,7.168,"PHE",6.73785,6.24714431818158
"46",45963,"5AA",1283.1,21.89,-0.132,-0.132,"ALA",-0.56215,-1.37879886363693
"47",45963,"5AA",1404.1,14.203,-0.015,-0.015,"VAL",-0.44515,-0.400264772727411
"48",45963,"5AA",1541.6,25.424,15.299,15.299,"NOR",14.86885,14.9097642045454
"49",45963,"5AA",2078.5,12.888,-2.581,-2.581,"GLU",-3.01115,-3.06979488636561
"50",45963,"5AA",2193,12.105,-3.894,-3.894,"PHE",-4.32415,-4.92677954545497
"51",45964,"95_E_3",1280.1,11.058,24.873,24.873,"ALA",24.44285,23.569466477272
"52",45964,"95_E_3",1401.8,5.994,16.054,16.054,"VAL",15.62385,15.6157107954542
"53",45964,"95_E_3",1528.6,5.649,14.039,14.039,"NOR",13.60885,13.6312059659091
"54",45964,"95_E_3",2068.7,6.364,24.159,24.159,"GLU",23.72885,23.5632991477259
"55",45964,"95_E_3",2177.2,1.412,8.96,8.96,"PHE",8.52985,7.81529659090848
"56",45965,"95_E_3",1284.3,10.609,25.338,25.338,"ALA",24.90785,23.9777318181815
"57",45965,"95_E_3",1405.9,8.511,14.602,14.602,"VAL",14.17185,14.1106863636363
"58",45965,"95_E_3",1533.2,3.417,18.337,18.337,"NOR",17.90685,17.9106477272727
"59",45965,"95_E_3",2075.2,5.953,24.094,24.094,"GLU",23.66385,23.3913931818165
"60",45965,"95_E_3",2183,1.313,10.695,10.695,"PHE",10.26485,9.43837272727285
"61",45966,"95_E_3",1290.2,10.612,25.264,25.264,"ALA",24.83385,23.8469971590904
"62",45966,"95_E_3",1412,2.613,20.54,20.54,"VAL",20.10985,19.995661931818
"63",45966,"95_E_3",1539.7,3.348,17.63,17.63,"NOR",17.19985,17.1850894886363
"64",45966,"95_E_3",2084.1,5.94,22.854,22.854,"GLU",22.42385,22.044487215908
"65",45966,"95_E_3",2189.7,1.313,8.76,8.76,"PHE",8.32985,7.3914488636363
"66",45967,"13_W_3",1298.1,16.028,23.637,23.637,"ALA",23.20685,22.1632624999994
"67",45967,"13_W_3",1419.7,9.316,15.415,15.415,"VAL",14.98485,14.8176375000001
"68",45967,"13_W_3",1547.6,6.019,16.253,16.253,"NOR",15.82285,15.78953125
"69",45967,"13_W_3",2098.6,10.251,24.107,24.107,"GLU",23.67685,23.1905812499986
"70",45967,"13_W_3",2198.5,2.176,6.791,6.791,"PHE",6.36085,5.31052499999975
"71",45968,"13_W_3",1305.6,16.298,23.571,23.571,"ALA",23.14085,22.0405278409088
"72",45968,"13_W_3",1427.5,9.337,16.08,16.08,"VAL",15.64985,15.4296130681817
"73",45968,"13_W_3",1555.4,8.282,14.145,14.145,"NOR",13.71485,13.6629730113637
"74",45968,"13_W_3",2109.9,10.452,23.929,23.929,"GLU",23.49885,22.9056752840892
"75",45968,"13_W_3",2208.1,2.209,7.961,7.961,"PHE",7.53085,6.3686011363632
"76",45969,"13_W_3",1317.7,16.084,23.708,23.708,"ALA",23.27785,22.1207931818178
"77",45969,"13_W_3",1439.6,9.145,15.9,15.9,"VAL",15.46985,15.1965886363638
"78",45969,"13_W_3",1566.5,7.358,14.086,14.086,"NOR",13.65585,13.5854147727273
"79",45969,"13_W_3",2125.1,10.035,23.926,23.926,"GLU",23.49585,22.7957693181808
"80",45969,"13_W_3",2221,2.121,7.695,7.695,"PHE",7.26485,5.99067727272756
"81",45970,"5AA",1329.9,22.026,0.393,0.393,"ALA",-0.03715,-1.25094147727326
"82",45970,"5AA",1451.1,14.389,0.44,0.44,"VAL",0.00984999999999997,-0.316435795454551
"83",45970,"5AA",1586.1,20.387,15.219,15.219,"NOR",14.78885,14.6998565340909
"84",45970,"5AA",2143.5,13.357,-1.497,-1.497,"GLU",-1.92715,-2.73413664772862
"85",45970,"5AA",2246.8,12.434,-2.735,-2.735,"PHE",-3.16515,-4.55124659090899
"86",45971,"13_W_2",1345.5,19.709,22.665,22.665,"ALA",22.23485,20.9643238636362
"87",45971,"13_W_2",1467.2,13.689,15.122,15.122,"VAL",14.69185,14.3125397727271
"88",45971,"13_W_2",1592.8,10.321,15.472,15.472,"NOR",15.04185,14.9342982954546
"89",45971,"13_W_2",2157.9,10.876,23.982,23.982,"GLU",23.55185,22.637957386362
"90",45971,"13_W_2",2249.7,2.739,7.692,7.692,"PHE",7.26185,5.76382954545447
"91",45972,"13_W_2",1356.6,19.339,23.887,23.887,"ALA",23.45685,22.1295892045451
"92",45972,"13_W_2",1478.3,13.921,15.107,15.107,"VAL",14.67685,14.2445153409092
"93",45972,"13_W_2",1603.2,10.137,15.418,15.418,"NOR",14.98785,14.8617400568182
"94",45972,"13_W_2",2170.7,10.475,24.751,24.751,"GLU",24.32085,23.3000514204535
