"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"95",45972,"13_W_2",2261.2,2.588,6.833,6.833,"PHE",6.40285,4.79290568181883
"96",45973,"13_W_2",1373.3,17.4,23.882,23.882,"ALA",23.45185,22.0678545454541
"97",45973,"13_W_2",1494.8,14.069,14.634,14.634,"VAL",14.20385,13.7184909090908
"98",45973,"13_W_2",1619.8,9.838,15.283,15.283,"NOR",14.85285,14.7081818181819
"99",45973,"13_W_2",2189.5,12.637,19.208,19.208,"GLU",18.77785,17.6501454545441
"100",45973,"13_W_2",2278.1,3.985,9.691,9.691,"PHE",9.26085,7.53898181818228
"101",45974,"5AA",1386.9,21.709,0.22,0.22,"ALA",-0.21015,-1.65088011363649
"102",45974,"5AA",1507.5,17.054,0.166,0.166,"VAL",-0.26415,-0.802533522727072
"103",45974,"5AA",1641.9,20.718,15.016,15.016,"NOR",14.58585,14.4226235795455
"104",45974,"5AA",2206.2,13.131,-1.242,-1.242,"GLU",-1.67215,-2.90676051136436
"105",45974,"5AA",2301.3,11.846,-2.602,-2.602,"PHE",-3.03215,-4.86594204545427
"106",45975,"5AA",1400.9,22.459,0.012,0.012,"ALA",-0.41815,-1.91561477272753
"107",45975,"5AA",1521.3,14.065,0.108,0.108,"VAL",-0.32215,-0.91355795454543
"108",45975,"5AA",1657,21.045,14.832,14.832,"NOR",14.40185,14.2200653409092
"109",45975,"5AA",2221,13.338,-1.611,-1.611,"GLU",-2.04115,-3.38266647727376
"110",45975,"5AA",2314.3,14.038,-3.112,-3.112,"PHE",-3.54215,-5.48786590909082
