"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",45932,"5AA",1279.3,22.06,-0.814,-0.814,"ALA",-1.24415,-1.47176363636447
"2",45932,"5AA",1400.7,14.356,-0.992,-0.992,"VAL",-1.42215,-0.911932386364295
"3",45932,"5AA",1537.4,25.09,14.639,14.639,"NOR",14.20885,14.4024897727275
"4",45932,"5AA",2071.6,13.095,-3.739,-3.739,"GLU",-4.16915,-3.46580454545611
"5",45932,"5AA",2187.4,12.053,-5.003,-5.003,"PHE",-5.43315,-5.1054690340932
"6",45933,"5AA",1278.2,21.27,-1.006,-1.006,"ALA",-1.43615,-1.69538181818267
"7",45933,"5AA",1399.9,14.142,-0.601,-0.601,"VAL",-1.03115,-0.551794318182503
"8",45933,"5AA",1536.6,25.516,14.586,14.586,"NOR",14.15585,14.3573386363638
"9",45933,"5AA",2071.2,13.494,-3.11,-3.11,"GLU",-3.54015,-2.9220272727287
"10",45933,"5AA",2186.8,12.441,-4.665,-4.665,"PHE",-5.09515,-4.85591420454783
"11",45934,"5AA",1278.5,20.223,-1.004,-1.004,"ALA",-1.43415,-1.72500000000087
"12",45934,"5AA",1400.1,13.37,-0.616,-0.616,"VAL",-1.04615,-0.597656250000712
"13",45934,"5AA",1537,23.997,14.692,14.692,"NOR",14.26185,14.4711875000002
"14",45934,"5AA",2071.6,12.958,-2.953,-2.953,"GLU",-3.38315,-2.85025000000129
"15",45934,"5AA",2187.2,11.675,-4.964,-4.964,"PHE",-5.39415,-5.24335937500201
"16",45935,"13_E_2",1271.8,4.933,20.959,20.959,"ALA",20.52885,20.2063818181811
"17",45935,"13_E_2",1395.1,3.25,21.224,21.224,"VAL",20.79385,21.2114818181811
"18",45935,"13_E_2",1525.1,3.641,13.208,13.208,"NOR",12.77785,12.9950363636365
"19",45935,"13_E_2",2056.4,4.134,20.041,20.041,"GLU",19.61085,20.0585272727257
"20",45935,"13_E_2",2174,2.177,2.556,2.556,"PHE",2.12585,2.18819545454335
"21",45936,"13_E_2",1272.4,4.24,20.762,20.762,"ALA",20.33185,19.9777636363629
"22",45936,"13_E_2",1395.9,2.45,22.701,22.701,"VAL",22.27085,22.6576198863629
"23",45936,"13_E_2",1525.9,3.229,14.177,14.177,"NOR",13.74685,13.9718852272729
"24",45936,"13_E_2",2056.8,3.739,19.766,19.766,"GLU",19.33585,19.6983045454531
"25",45936,"13_E_2",2174.6,1.978,1.903,1.903,"PHE",1.47285,1.44675028408872
"26",45937,"13_E_2",1270.7,4.161,19.995,19.995,"ALA",19.56485,19.1791454545447
"27",45937,"13_E_2",1394.2,3.288,18.826,18.826,"VAL",18.39585,18.7517579545449
"28",45937,"13_E_2",1524.4,3.661,14.982,14.982,"NOR",14.55185,14.7847340909092
"29",45937,"13_E_2",2064.7,3.717,19.364,19.364,"GLU",18.93385,19.2110818181805
"30",45937,"13_E_2",2178,1.809,1.647,1.647,"PHE",1.21685,1.10230511363454
"31",45938,"13_E_3",1276.4,11.041,21.496,21.496,"ALA",21.06585,20.6485272727265
"32",45938,"13_E_3",1399,8.514,18.402,18.402,"VAL",17.97185,18.2968960227267
"33",45938,"13_E_3",1526.1,3.55,15.124,15.124,"NOR",14.69385,14.9345829545456
"34",45938,"13_E_3",2069.3,9.493,21.67,21.67,"GLU",21.23985,21.4318590909079
"35",45938,"13_E_3",2178,2.922,2.693,2.693,"PHE",2.26285,2.05985994317991
"36",45939,"13_E_3",1276.6,10.677,22.575,22.575,"ALA",22.14485,21.6959090909086
"37",45939,"13_E_3",1399.5,8.536,18.332,18.332,"VAL",17.90185,18.1960340909085
"38",45939,"13_E_3",1526.3,3.529,15.669,15.669,"NOR",15.23885,15.4874318181819
"39",45939,"13_E_3",2069.7,9.371,22.441,22.441,"GLU",22.01085,22.1176363636353
"40",45939,"13_E_3",2178.2,2.804,4.538,4.538,"PHE",4.10785,3.81641477272527
"41",45940,"13_E_3",1276.8,10.374,22.702,22.702,"ALA",22.27185,21.7912909090904
"42",45940,"13_E_3",1399.5,8.32,17.879,17.879,"VAL",17.44885,17.7121721590903
"43",45940,"13_E_3",1526.5,3.527,16.375,16.375,"NOR",15.94485,16.2012806818183
"44",45940,"13_E_3",2069.9,9.08,22.165,22.165,"GLU",21.73485,21.7564136363622
"45",45940,"13_E_3",2178.4,2.716,4.989,4.989,"PHE",4.55885,4.17896960227109
"46",45941,"5AA",1281,16.07,-0.557,-0.557,"ALA",-0.98715,-1.49932727272784
"47",45941,"5AA",1402.4,10.141,-0.313,-0.313,"VAL",-0.74315,-0.510689772727941
"48",45941,"5AA",1539.3,18.748,15.02,15.02,"NOR",14.58985,14.8541295454546
"49",45941,"5AA",2074.7,10.463,-2.395,-2.395,"GLU",-2.82515,-2.88880909091036
"50",45941,"5AA",2189.9,8.824,-3.903,-3.903,"PHE",-4.33315,-4.80147556818354
"51",45948,"5AA",1321.9,13.274,-0.567,-0.567,"ALA",-0.99715,-1.73065454545481
"52",45948,"5AA",1443.4,8.73,-0.402,-0.402,"VAL",-0.83215,-0.815723295455171
"53",45948,"5AA",1578.4,13.685,14.618,14.618,"NOR",14.18785,14.5070715909091
"54",45948,"5AA",2132.2,9.071,-1.84,-1.84,"GLU",-2.27015,-2.93036818181897
"55",45948,"5AA",2236.3,8.33,-3.252,-3.252,"PHE",-3.68215,-4.76959176136507
"56",45952,"5AA",1351,13.742,-0.055,-0.055,"ALA",-0.48515,-1.34512727272739
"57",45952,"5AA",1472.2,8.915,0.026,0.026,"VAL",-0.40415,-0.511171022727777
"58",45952,"5AA",1605.1,14.525,14.573,14.573,"NOR",14.14285,14.4934670454545
"59",45952,"5AA",2165.9,9.485,-1.15,-1.15,"GLU",-1.58015,-2.58125909090981
"60",45952,"5AA",2265.1,8.388,-3.018,-3.018,"PHE",-3.44815,-4.88937244318269
"61",45953,"5AA",1363.5,14.267,-0.481,-0.481,"ALA",-0.91115,-1.8027454545456
"62",45953,"5AA",1484.3,9.31,-0.223,-0.223,"VAL",-0.65315,-0.791032954545985
"63",45953,"5AA",1617.5,15.302,14.381,14.381,"NOR",13.95085,14.3093159090908
"64",45953,"5AA",2180.1,9.977,-2.139,-2.139,"GLU",-2.56915,-3.6554818181824
"65",45953,"5AA",2277.5,9.839,-3.403,-3.403,"PHE",-3.83315,-5.36281761363732
