"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1",45187,"5AA",1278.5,31.856,-0.727,-0.727,"ALA",-1.15715,-1.45852471590966
"2",45187,"5AA",1399.3,20.328,-0.954,-0.954,"VAL",-1.38415,-0.792555397728002
"3",45187,"5AA",1537,34.505,14.64,14.64,"NOR",14.20985,14.2825025568184
"4",45187,"5AA",2073.9,19.034,-2.844,-2.844,"GLU",-3.27415,-2.42749176136602
"5",45187,"5AA",2188.2,17.689,-4.737,-4.737,"PHE",-5.16715,-4.96654744318299
"6",45188,"5AA",1280.3,30.07,-0.888,-0.888,"ALA",-1.31815,-1.67584829545539
"7",45188,"5AA",1401.1,19.851,-0.815,-0.815,"VAL",-1.24515,-0.714832386364111
"8",45188,"5AA",1538.9,34.303,14.758,14.758,"NOR",14.32785,14.4129153409093
"9",45188,"5AA",2075.8,18.42,-3.481,-3.481,"GLU",-3.91115,-3.18805056818355
"10",45188,"5AA",2190.1,17.208,-4.751,-4.751,"PHE",-5.18115,-5.09398465909246
"11",45189,"5AA",1280.5,28.372,-0.972,-0.972,"ALA",-1.40215,-1.81617187500067
"12",45189,"5AA",1401.3,18.617,-0.851,-0.851,"VAL",-1.28115,-0.812109375000675
"13",45189,"5AA",1539.3,32.123,14.473,14.473,"NOR",14.04285,14.1403281250002
"14",45189,"5AA",2075.8,17.533,-3.611,-3.611,"GLU",-4.04115,-3.44160937500198
"15",45189,"5AA",2190.1,16.167,-4.674,-4.674,"PHE",-5.10415,-5.13042187500102
"16",45193,"22_E_2_R",1274.7,10.958,23.758,23.758,"ALA",23.32785,22.6885338068178
"17",45193,"22_E_2_R",1396.5,6.33,15.733,15.733,"VAL",15.30285,15.526782670454
"18",45193,"22_E_2_R",1524.4,6.158,13.483,13.483,"NOR",13.05285,13.1999792613638
"19",45193,"22_E_2_R",2063.9,8.463,23.915,23.915,"GLU",23.48485,23.5901553977252
"20",45193,"22_E_2_R",2171.7,1.597,2.795,2.795,"PHE",2.36485,1.88482926136291
"21",45194,"22_E_2_R",1274.3,10.174,23.742,23.742,"ALA",23.31185,22.616210227272
"22",45194,"22_E_2_R",1396.1,7.999,14.045,14.045,"VAL",13.61485,13.7775056818179
"23",45194,"22_E_2_R",1524,3.347,15.271,15.271,"NOR",14.84085,15.0003920454547
"24",45194,"22_E_2_R",2063.2,7.852,23.554,23.554,"GLU",23.12385,23.1055965909076
"25",45194,"22_E_2_R",2171.3,1.482,3.254,3.254,"PHE",2.82385,2.23039204545344
"26",45195,"22_E_2_R",1274.7,9.486,24.088,24.088,"ALA",23.65785,22.9058866477267
"27",45195,"22_E_2_R",1396.7,5.583,11.26,11.26,"VAL",10.82985,10.9312286931813
"28",45195,"22_E_2_R",1524.7,3.244,16.219,16.219,"NOR",15.78885,15.9608048295456
"29",45195,"22_E_2_R",2063.9,7.563,24.516,24.516,"GLU",24.08585,23.9440377840892
"30",45195,"22_E_2_R",2171.9,1.396,4.205,4.205,"PHE",3.77485,3.06795482954397
"31",45196,"5AA",1281.2,24.043,-0.318,-0.318,"ALA",-0.74815,-1.55643693181853
"32",45196,"5AA",1401.8,15.574,0.185,0.185,"VAL",-0.24515,-0.205048295454805
"33",45196,"5AA",1539.7,28.122,15.598,15.598,"NOR",15.16785,15.3522176136365
"34",45196,"5AA",2077,15.498,-2.441,-2.441,"GLU",-2.87115,-3.13652102272832
"35",45196,"5AA",2190.9,14.028,-3.509,-3.509,"PHE",-3.93915,-4.75948238636459
"36",45200,"92_W_2",1275.7,13.91,25.007,25.007,"ALA",24.57685,23.5432687499999
"37",45200,"92_W_2",1397.4,8.102,16.673,16.673,"VAL",16.24285,16.0378437499994
"38",45200,"92_W_2",1524.2,7.107,15.437,15.437,"NOR",15.00685,15.24086875
"39",45200,"92_W_2",2062,7.415,22.479,22.479,"GLU",22.04885,21.2892437499988
"40",45200,"92_W_2",2172.3,1.908,7.478,7.478,"PHE",7.04785,5.77376874999934
"41",45201,"92_W_2",1275.5,12.8,24.724,24.724,"ALA",24.29385,23.2039451704542
"42",45201,"92_W_2",1397,7.636,16.733,16.733,"VAL",16.30285,16.0365667613633
