"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",46504,"77_W_3",1277.2,15.994,21.826,21.826,"ALA",21.39585,21.4180681818186
"17",46504,"77_W_3",1399,8.047,20.287,20.287,"VAL",19.85685,21.3971090909095
"18",46504,"77_W_3",1525.5,4.55,12.597,12.597,"NOR",12.16685,12.0938500000019
"19",46504,"77_W_3",2068.3,10.773,21.817,21.817,"GLU",21.38685,21.6527000000002
"20",46504,"77_W_3",2177.2,3.783,1.594,1.594,"PHE",1.16385,1.18113636363636
"21",46505,"77_W_3",1276.8,14.855,21.444,21.444,"ALA",21.01385,21.0907457386368
"22",46505,"77_W_3",1398.8,7.855,19.853,19.853,"VAL",19.42285,21.0207181818184
"23",46505,"77_W_3",1525.3,4.298,12.392,12.392,"NOR",11.96185,12.0043093750017
"24",46505,"77_W_3",2067.8,10.157,21.721,21.721,"GLU",21.29085,21.5684937500002
"25",46505,"77_W_3",2176.9,3.541,1.644,1.644,"PHE",1.21385,1.21742897727272
"26",46506,"77_W_3",1276.6,14.194,21.423,21.423,"ALA",20.99285,21.124423295455
"27",46506,"77_W_3",1398.4,7.784,18.955,18.955,"VAL",18.52485,20.1803272727278
"28",46506,"77_W_3",1524.9,4.172,12.664,12.664,"NOR",12.23385,12.3917687500015
"29",46506,"77_W_3",2067.4,9.844,21.394,21.394,"GLU",20.96385,21.2532875000002
"30",46506,"77_W_3",2176.3,3.306,2.233,2.233,"PHE",1.80285,1.79272159090907
"31",46507,"80_K_2",1272.4,5.891,23.021,23.021,"ALA",22.59085,22.7771008522727
"32",46507,"80_K_2",1395.7,3.86,14.802,14.802,"VAL",14.37185,16.0849363636368
"33",46507,"80_K_2",1524,3.974,11.564,11.564,"NOR",11.13385,11.4072281250013
"34",46507,"80_K_2",2075,14.216,23.17,23.17,"GLU",22.73985,23.0410812500001
"35",46507,"80_K_2",2177.4,3.124,4.406,4.406,"PHE",3.97585,3.95201420454542
"36",46508,"80_K_2",1272.8,5.379,23.317,23.317,"ALA",22.88685,23.1277784090909
"37",46508,"80_K_2",1396.1,5.464,13.962,13.962,"VAL",13.53185,15.3025454545457
"38",46508,"80_K_2",1524.4,1.422,14.727,14.727,"NOR",14.29685,14.685687500001
"39",46508,"80_K_2",2075.4,13.06,22.93,22.93,"GLU",22.49985,22.8128750000002
