"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",44890,"16_K_2",1270.9,7.141,23.923,23.923,"ALA",23.49285,23.6189590909098
"17",44890,"16_K_2",1393.4,2.933,16.873,16.873,"VAL",16.44285,18.029022727273
"18",44890,"16_K_2",1521.7,1.669,15.216,15.216,"NOR",14.78585,14.7406045454552
"19",44890,"16_K_2",2057.6,6.337,24.441,24.441,"GLU",24.01085,24.3883045454546
"20",44890,"16_K_2",2169.2,1.381,4.312,4.312,"PHE",3.88185,4.0045863636361
"21",44891,"16_K_2",1270.1,6.895,24.449,24.449,"ALA",24.01885,24.2003400568188
"22",44891,"16_K_2",1392.6,2.964,15.59,15.59,"VAL",15.15985,16.7726860795457
"23",44891,"16_K_2",1521.3,1.559,15.936,15.936,"NOR",15.50585,15.53147471591
"24",44891,"16_K_2",2056.6,5.864,23.671,23.671,"GLU",23.24085,23.6537809659093
"25",44891,"16_K_2",2168.6,1.263,4.237,4.237,"PHE",3.80685,3.9205008522725
"26",44892,"16_K_2",1271.3,6.766,24.134,24.134,"ALA",23.70385,23.9407210227279
"27",44892,"16_K_2",1393.8,3.112,15.572,15.572,"VAL",15.14185,16.7813494318183
"28",44892,"16_K_2",1522.4,1.524,14.858,14.858,"NOR",14.42785,14.5243448863643
"29",44892,"16_K_2",2057.8,5.835,23.574,23.574,"GLU",23.14385,23.5922573863637
"30",44892,"16_K_2",2169.6,1.232,3.689,3.689,"PHE",3.25885,3.36341534090885
