"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",45935,"13_E_2",1271.8,4.933,20.959,20.959,"ALA",20.52885,20.6063818181811
"17",45935,"13_E_2",1395.1,3.25,21.224,21.224,"VAL",20.79385,22.2424818181811
"18",45935,"13_E_2",1525.1,3.641,13.208,13.208,"NOR",12.77785,12.6730363636365
"19",45935,"13_E_2",2056.4,4.134,20.041,20.041,"GLU",19.61085,19.7645272727257
"20",45935,"13_E_2",2174,2.177,2.556,2.556,"PHE",2.12585,2.18819545454335
"21",45936,"13_E_2",1272.4,4.24,20.762,20.762,"ALA",20.33185,20.3777636363629
"22",45936,"13_E_2",1395.9,2.45,22.701,22.701,"VAL",22.27085,23.6886198863629
"23",45936,"13_E_2",1525.9,3.229,14.177,14.177,"NOR",13.74685,13.6498852272729
"24",45936,"13_E_2",2056.8,3.739,19.766,19.766,"GLU",19.33585,19.4043045454531
"25",45936,"13_E_2",2174.6,1.978,1.903,1.903,"PHE",1.47285,1.44675028408872
"26",45937,"13_E_2",1270.7,4.161,19.995,19.995,"ALA",19.56485,19.5791454545447
"27",45937,"13_E_2",1394.2,3.288,18.826,18.826,"VAL",18.39585,19.7827579545449
"28",45937,"13_E_2",1524.4,3.661,14.982,14.982,"NOR",14.55185,14.4627340909092
"29",45937,"13_E_2",2064.7,3.717,19.364,19.364,"GLU",18.93385,18.9170818181805
"30",45937,"13_E_2",2178,1.809,1.647,1.647,"PHE",1.21685,1.10230511363454
"31",45938,"13_E_3",1276.4,11.041,21.496,21.496,"ALA",21.06585,21.0485272727265
"32",45938,"13_E_3",1399,8.514,18.402,18.402,"VAL",17.97185,19.3278960227267
"33",45938,"13_E_3",1526.1,3.55,15.124,15.124,"NOR",14.69385,14.6125829545456
"34",45938,"13_E_3",2069.3,9.493,21.67,21.67,"GLU",21.23985,21.1378590909079
"35",45938,"13_E_3",2178,2.922,2.693,2.693,"PHE",2.26285,2.05985994317991
"36",45939,"13_E_3",1276.6,10.677,22.575,22.575,"ALA",22.14485,22.0959090909086
"37",45939,"13_E_3",1399.5,8.536,18.332,18.332,"VAL",17.90185,19.2270340909085
"38",45939,"13_E_3",1526.3,3.529,15.669,15.669,"NOR",15.23885,15.1654318181819
"39",45939,"13_E_3",2069.7,9.371,22.441,22.441,"GLU",22.01085,21.8236363636353
"40",45939,"13_E_3",2178.2,2.804,4.538,4.538,"PHE",4.10785,3.81641477272527
"41",45940,"13_E_3",1276.8,10.374,22.702,22.702,"ALA",22.27185,22.1912909090904
"42",45940,"13_E_3",1399.5,8.32,17.879,17.879,"VAL",17.44885,18.7431721590903
"43",45940,"13_E_3",1526.5,3.527,16.375,16.375,"NOR",15.94485,15.8792806818183
"44",45940,"13_E_3",2069.9,9.08,22.165,22.165,"GLU",21.73485,21.4624136363622
"45",45940,"13_E_3",2178.4,2.716,4.989,4.989,"PHE",4.55885,4.17896960227109
