"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"71",44838,"19_E_2",1404.9,1.464,22.512,22.512,"VAL",22.08185,22.405633522727
"72",44838,"19_E_2",1533.9,3.757,17.305,17.305,"NOR",16.87485,15.3960255681821
"73",44838,"19_E_2",2078.3,7.38,24.013,24.013,"GLU",23.58285,22.249894886364
"74",44838,"19_E_2",2183,1.379,6.856,6.856,"PHE",6.42585,4.67520738636386
"75",44839,"19_E_2",1284.5,5.956,23.45,23.45,"ALA",23.01985,21.7008626444166
"76",44839,"19_E_2",1407.4,4.522,13.353,13.353,"VAL",12.92285,13.197062215909
"77",44839,"19_E_2",1536.8,2.191,19.189,19.189,"NOR",18.75885,17.2227491477272
"78",44839,"19_E_2",2082.1,6.504,24.321,24.321,"GLU",23.89085,22.4887201704546
"79",44840,"19_E_2",1289.1,5.701,23.175,23.175,"ALA",22.74485,21.3743799743265
"80",44840,"19_E_2",1412,5.855,13.083,13.083,"VAL",12.65285,12.8774909090909
"81",44840,"19_E_2",1541.6,2.125,19.716,19.716,"NOR",19.28585,17.6924727272729
"82",44840,"19_E_2",2089,6.399,23.698,23.698,"GLU",23.26785,21.7965454545457
