"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"16",46482,"92_E_2",1280.3,21.442,24.407,24.407,"ALA",23.97685,23.9851090909091
"17",46482,"92_E_2",1401.8,8.568,21.481,21.481,"VAL",21.05085,22.479318181818
"18",46482,"92_E_2",1526.5,6.106,14.073,14.073,"NOR",13.64285,13.5556000000002
"19",46482,"92_E_2",2072,14.111,23.854,23.854,"GLU",23.42385,23.5325409090902
"20",46482,"92_E_2",2175.5,3.337,5.542,5.542,"PHE",5.11185,5.0820136363633
"21",46483,"92_E_2",1280.5,19.722,23.89,23.89,"ALA",23.45985,23.4635306818182
"22",46483,"92_E_2",1402.2,8.714,21.238,21.238,"VAL",20.80785,22.2122926136362
"23",46483,"92_E_2",1527.2,7.669,14.389,14.389,"NOR",13.95885,13.9007625000002
"24",46483,"92_E_2",2072,13.223,23.595,23.595,"GLU",23.16485,23.2230661931814
"25",46483,"92_E_2",2175.9,3.074,4.115,4.115,"PHE",3.68485,3.58313664772667
"26",46484,"92_E_2",1281.4,18.692,24.274,24.274,"ALA",23.84385,23.8429522727272
"27",46484,"92_E_2",1403.2,10.376,18.679,18.679,"VAL",18.24885,19.6292670454545
"28",46484,"92_E_2",1528,5.178,14.406,14.406,"NOR",13.97585,13.9469250000001
"29",46484,"92_E_2",2073.3,13.117,23.412,23.412,"GLU",22.98185,22.989591477272
"30",46484,"92_E_2",2176.7,2.764,3.062,3.062,"PHE",2.63185,2.45825965909049
"31",46485,"89_W_3",1278.2,16.631,23.482,23.482,"ALA",23.05185,23.0463738636364
"32",46485,"89_W_3",1399.3,10.044,16.4,16.4,"VAL",15.96985,17.3262414772727
"33",46485,"89_W_3",1525.3,7.603,13.592,13.592,"NOR",13.16185,13.1620875000001
"34",46485,"89_W_3",2066.6,9.923,23.857,23.857,"GLU",23.42685,23.3841167613632
"35",46485,"89_W_3",2172.8,1.927,3.811,3.811,"PHE",3.38085,3.13538267045386
"36",46486,"89_W_3",1279.5,15.208,24.158,24.158,"ALA",23.72785,23.7177954545455
"37",46486,"89_W_3",1400.5,10.415,15.624,15.624,"VAL",15.19385,16.5262159090908
"38",46486,"89_W_3",1526.5,7.449,14.173,14.173,"NOR",13.74285,13.7722500000001
"39",46486,"89_W_3",2067.4,9.586,24.539,24.539,"GLU",24.10885,24.0156420454538
"40",46486,"89_W_3",2174,1.804,4.36,4.36,"PHE",3.92985,3.61250568181768
"41",46487,"89_W_3",1279.7,14.714,24.293,24.293,"ALA",23.86285,23.8482170454545
"42",46487,"89_W_3",1400.9,10.278,15.536,15.536,"VAL",15.10585,16.414190340909
"43",46487,"89_W_3",1527,4.391,16.609,16.609,"NOR",16.17885,16.2374125000001
"44",46487,"89_W_3",2068.1,9.369,24.321,24.321,"GLU",23.89085,23.747167329545
"45",46487,"89_W_3",2174.2,1.77,6.04,6.04,"PHE",5.60985,5.22062869318151
"51",46489,"93_K_2",1288.7,27.271,23.851,23.851,"ALA",23.42085,23.3970602272727
"52",46489,"93_K_2",1409.5,15.176,16.49,16.49,"VAL",16.05985,17.3201392045453
"53",46489,"93_K_2",1531.1,6.004,15.894,15.894,"NOR",15.46385,15.5807375000001
"54",46489,"93_K_2",2084.4,18.492,23.588,23.588,"GLU",23.15785,22.9132178977267
"55",46489,"93_K_2",2181.8,4.028,6.879,6.879,"PHE",6.44885,5.9158747159087
"56",46490,"93_K_2",1289.5,28.063,24.593,24.593,"ALA",24.16285,24.1344818181818
"57",46490,"93_K_2",1410.3,14.184,15.739,15.739,"VAL",15.30885,16.5451136363636
"58",46490,"93_K_2",1532.4,9.766,13.6,13.6,"NOR",13.16985,13.3159
"59",46490,"93_K_2",2086.4,18.131,23.257,23.257,"GLU",22.82685,22.5317431818179
"60",46490,"93_K_2",2183.6,3.965,7.622,7.622,"PHE",7.19185,6.58699772727252
"61",46491,"93_K_2",1293.7,27.734,24.114,24.114,"ALA",23.68385,23.6509034090909
"62",46491,"93_K_2",1414.7,15.288,16.669,16.669,"VAL",16.23885,17.4510880681818
"63",46491,"93_K_2",1536.8,9.753,13.948,13.948,"NOR",13.51785,13.6930625
"64",46491,"93_K_2",2092.5,18.156,23.249,23.249,"GLU",22.81885,22.4732684659085
"65",46491,"93_K_2",2188.4,4.019,7.956,7.956,"PHE",7.52585,6.84912073863589
"66",46492,"84_W_2",1287.4,9.364,23.431,23.431,"ALA",23.00085,22.963325
"67",46492,"84_W_2",1409.5,5.655,15.206,15.206,"VAL",14.77585,15.9640624999999
"68",46492,"84_W_2",1539.9,6.91,13.827,13.827,"NOR",13.39685,13.601225
"69",46492,"84_W_2",2083.9,6.825,23.146,23.146,"GLU",22.71585,22.3197937499997
"70",46492,"84_W_2",2190.1,1.795,8.424,8.424,"PHE",7.99385,7.24524374999971
"71",46493,"84_W_2",1296.8,8.606,23.678,23.678,"ALA",23.24785,23.2057465909091
"72",46493,"84_W_2",1419.1,5.284,15.489,15.489,"VAL",15.05885,16.2230369318181
"73",46493,"84_W_2",1549.5,6.293,13.978,13.978,"NOR",13.54785,13.7813875
"74",46493,"84_W_2",2097.3,6.465,22.928,22.928,"GLU",22.49785,22.0513190340903
"75",46493,"84_W_2",2201.2,1.664,8.817,8.817,"PHE",8.38685,7.56636676136354
"76",46494,"84_W_2",1304.2,8.519,23.258,23.258,"ALA",22.82785,22.7811681818182
"77",46494,"84_W_2",1426.6,5.103,15.526,15.526,"VAL",15.09585,16.2360113636364
"78",46494,"84_W_2",1557.1,5.77,14.106,14.106,"NOR",13.67585,13.93855
"79",46494,"84_W_2",2108.4,6.266,22.318,22.318,"GLU",21.88785,21.3908443181815
"86",46496,"80_W_2",1324.6,5.165,21.385,21.385,"ALA",20.95485,20.8990113636363
"87",46496,"80_W_2",1448,3.904,14.217,14.217,"VAL",13.78685,14.8789602272727
"88",46496,"80_W_2",1577.5,4.121,14.368,14.368,"NOR",13.93785,14.258875
"89",46496,"80_W_2",2135.8,3.796,21.285,21.285,"GLU",20.85485,20.2568948863632
"90",46496,"80_W_2",2236.5,1.302,6.491,6.491,"PHE",6.06085,5.02473579545455
"91",46497,"80_W_2",1334.7,4.609,21.167,21.167,"ALA",20.73685,20.6764329545455
"92",46497,"80_W_2",1457.8,4.718,12.626,12.626,"VAL",12.19585,13.2639346590909
"93",46497,"80_W_2",1586.3,3.071,17.337,17.337,"NOR",16.90685,17.2570374999999
"94",46497,"80_W_2",2145.6,3.427,20.985,20.985,"GLU",20.55485,19.9064201704539
"95",46498,"80_W_2",1341.4,4.348,20.842,20.842,"ALA",20.41185,20.3468545454546
"96",46498,"80_W_2",1464.7,4.916,12.054,12.054,"VAL",11.62385,12.6679090909092
"97",46498,"80_W_2",1593,3.56,14.395,14.395,"NOR",13.96485,14.3441999999999
