"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",44949,"5AA",1282.6,38.593,-0.824,-0.824,"ALA",-1.11057102272765
"2",44949,"5AA",1403.2,25.027,-0.961,-0.961,"VAL",0.227800284090472
"3",44949,"5AA",1541.8,42.535,14.768,14.768,"NOR",13.8529792613644
"4",44949,"5AA",2079.3,22.249,-2.913,-2.913,"GLU",-3.0013687500011
"5",44949,"5AA",2193.5,21.952,-4.468,-4.468,"PHE",-4.90778267045495
"6",44950,"5AA",1282.8,36.845,-0.691,-0.691,"ALA",-1.01442613636407
"7",44950,"5AA",1403.4,24.315,-0.783,-0.783,"VAL",0.368501704545022
"8",44950,"5AA",1542,40.615,14.615,14.615,"NOR",13.7795755681825
"9",44950,"5AA",2079.3,20.163,-3.183,-3.183,"GLU",-3.3340125000011
"10",44950,"5AA",2193.7,19.435,-4.414,-4.414,"PHE",-4.9011960227275
"11",44951,"5AA",1283.3,34.369,-1.046,-1.046,"ALA",-1.40628125000026
"12",44951,"5AA",1403.9,23.029,-0.721,-0.721,"VAL",0.393203124999573
"13",44951,"5AA",1542.4,38.866,14.631,14.631,"NOR",13.8751718750006
"14",44951,"5AA",2080,19.943,-3.338,-3.338,"GLU",-3.55165625000065
"15",44951,"5AA",2194.1,19.563,-4.604,-4.604,"PHE",-5.13860937500049
"16",44952,"10_E_2",1267.6,2.806,22.634,22.634,"ALA",22.2368636363633
"17",44952,"10_E_2",1391.7,1.77,23.289,23.289,"VAL",24.3659045454541
"18",44952,"10_E_2",1521.9,3.101,15.395,15.395,"NOR",14.7187681818186
"19",44952,"10_E_2",2049.2,2.618,22.333,22.333,"GLU",22.0566999999993
"20",44952,"10_E_2",2170,1.613,5.038,5.038,"PHE",4.45597727272696
"21",44953,"10_E_2",1268.2,2.742,22.918,22.918,"ALA",22.4840085227269
"22",44953,"10_E_2",1392.4,1.675,23.953,23.953,"VAL",24.9926059659087
"23",44953,"10_E_2",1522.4,3.044,16.29,16.29,"NOR",15.6933644886367
"24",44953,"10_E_2",2049.9,2.555,22.049,22.049,"GLU",21.7100562499993
"25",44953,"10_E_2",2170.5,1.562,4.651,4.651,"PHE",4.02156392045442
"26",44954,"10_E_2",1267.6,2.64,23.221,23.221,"ALA",22.7501534090907
"27",44954,"10_E_2",1391.7,2.777,17.561,17.561,"VAL",18.5633073863632
"28",44954,"10_E_2",1521.9,2.915,16.641,16.641,"NOR",16.1239607954552
"29",44954,"10_E_2",2049,2.43,21.836,21.836,"GLU",21.4344124999993
"30",44954,"10_E_2",2169.8,1.482,4.514,4.514,"PHE",3.83715056818142
