"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",44887,"5AA",1279.9,32.501,-0.815,-0.815,"ALA",-1.28518380681762
"2",44887,"5AA",1400.3,19.417,-0.784,-0.784,"VAL",0.292032670454775
"3",44887,"5AA",1538.2,34.569,14.887,14.887,"NOR",14.1989940340916
"4",44887,"5AA",2075,18.922,-2.922,-2.922,"GLU",-3.08112471590899
"5",44887,"5AA",2189.5,18.092,-4.459,-4.459,"PHE",-4.73915710227292
"6",44888,"5AA",1280.8,32.032,-0.919,-0.919,"ALA",-1.33380284090854
"7",44888,"5AA",1401.1,19.913,-0.715,-0.715,"VAL",0.387696022727638
"8",44888,"5AA",1539.3,35.745,14.703,14.703,"NOR",14.085864204546
"9",44888,"5AA",2076,19.391,-3.174,-3.174,"GLU",-3.29764829545435
"10",44888,"5AA",2190.3,18.213,-4.786,-4.786,"PHE",-5.07524261363657
"11",44889,"5AA",1281,30.186,-0.807,-0.807,"ALA",-1.16642187499946
"12",44889,"5AA",1401.1,18.534,-0.629,-0.629,"VAL",0.500359375000273
"13",44889,"5AA",1539.3,33.544,14.79,14.79,"NOR",14.2437343750007
"14",44889,"5AA",2075.8,18.612,-3.182,-3.182,"GLU",-3.27017187499993
"15",44889,"5AA",2190.3,16.995,-4.635,-4.635,"PHE",-4.93332812500016
"16",44890,"16_K_2",1270.9,7.141,23.923,23.923,"ALA",23.6189590909096
"17",44890,"16_K_2",1393.4,2.933,16.873,16.873,"VAL",18.0290227272729
"18",44890,"16_K_2",1521.7,1.669,15.216,15.216,"NOR",14.7406045454551
"19",44890,"16_K_2",2057.6,6.337,24.441,24.441,"GLU",24.3883045454547
"20",44890,"16_K_2",2169.2,1.381,4.312,4.312,"PHE",4.00458636363624
"21",44891,"16_K_2",1270.1,6.895,24.449,24.449,"ALA",24.2003400568187
"22",44891,"16_K_2",1392.6,2.964,15.59,15.59,"VAL",16.7726860795458
"23",44891,"16_K_2",1521.3,1.559,15.936,15.936,"NOR",15.5314747159098
"24",44891,"16_K_2",2056.6,5.864,23.671,23.671,"GLU",23.6537809659091
"25",44891,"16_K_2",2168.6,1.263,4.237,4.237,"PHE",3.92050085227259
"26",44892,"16_K_2",1271.3,6.766,24.134,24.134,"ALA",23.9407210227278
"27",44892,"16_K_2",1393.8,3.112,15.572,15.572,"VAL",16.7813494318184
"28",44892,"16_K_2",1522.4,1.524,14.858,14.858,"NOR",14.5243448863642
"29",44892,"16_K_2",2057.8,5.835,23.574,23.574,"GLU",23.5922573863638
"30",44892,"16_K_2",2169.6,1.232,3.689,3.689,"PHE",3.363415340909
"31",44896,"5AA",1281.2,24.946,-1.255,-1.255,"ALA",-1.22675511363635
"32",44896,"5AA",1401.6,14.451,-1.482,-1.482,"VAL",-0.165997159090826
"33",44896,"5AA",1539.7,26.117,14.556,14.556,"NOR",14.5058255681824
"34",44896,"5AA",2076.6,14.843,-4.339,-4.339,"GLU",-4.17883693181811
"35",44896,"5AA",2190.9,13.106,-5.361,-5.361,"PHE",-5.72292670454549
"36",44903,"5AA",1294.1,23.088,-0.911,-0.911,"ALA",-0.495088352272793
"37",44903,"5AA",1414.5,17.139,-0.208,-0.208,"VAL",1.2946463068183
"38",44903,"5AA",1552.9,26.448,12.633,12.633,"NOR",13.0789167613636
"39",44903,"5AA",2096.7,14.326,-3.172,-3.172,"GLU",-2.7635019886363
"40",44903,"5AA",2207,14.979,-3.908,-3.908,"PHE",-4.33352528409088
"41",44907,"5AA",1312.9,21.445,-1.994,-1.994,"ALA",-1.35656448863647
"42",44907,"5AA",1433.3,11.701,-1.326,-1.326,"VAL",0.28329971590907
"43",44907,"5AA",1570.4,18.472,13.993,13.993,"NOR",14.7223974431818
"44",44907,"5AA",2122.4,12.25,-4.005,-4.005,"GLU",-3.45459630681818
"45",44907,"5AA",2228.1,11.363,-4.747,-4.747,"PHE",-5.20886732954531
"46",44908,"5AA",1318,20.082,-2.299,-2.299,"ALA",-1.60618352272739
"47",44908,"5AA",1438.5,12.202,-1.701,-1.701,"VAL",-0.0650369318180675
"48",44908,"5AA",1574.8,17.23,13.505,13.505,"NOR",14.3052676136366
"49",44908,"5AA",2127.8,12.219,-3.892,-3.892,"GLU",-3.30611988636354
"50",44908,"5AA",2232.5,12.976,-4.544,-4.544,"PHE",-5.01495284090896
