"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"1",46890,"5AA",1276.4,17.947,-0.85,-0.85,"ALA",-1.21140312499983
"2",46890,"5AA",1397.4,11.472,-0.571,-0.571,"VAL",0.639724147727045
"3",46890,"5AA",1533.6,22.314,14.87,14.87,"NOR",14.0398627840922
"4",46890,"5AA",2066.2,11.489,-2.716,-2.716,"GLU",-3.02782329545571
"5",46890,"5AA",2182.6,11.382,-4.703,-4.703,"PHE",-4.94413892045635
"6",46891,"5AA",1277.4,18.832,-0.866,-0.866,"ALA",-1.22231874999984
"7",46891,"5AA",1398.2,11.576,-0.85,-0.85,"VAL",0.364244886363427
"8",46891,"5AA",1534.7,21.719,15.186,15.186,"NOR",14.3948767045468
"9",46891,"5AA",2067.2,11.757,-2.625,-2.625,"GLU",-2.95673977272837
"10",46891,"5AA",2183.6,11.281,-4.22,-4.22,"PHE",-4.51573352272937
"11",46892,"5AA",1276.8,18.412,-0.748,-0.748,"ALA",-1.09923437499984
"12",46892,"5AA",1397.8,11.62,-0.875,-0.875,"VAL",0.342765624999838
"13",46892,"5AA",1534.3,21.833,15.019,15.019,"NOR",14.2668906250012
"14",46892,"5AA",2066.6,11.954,-3.224,-3.224,"GLU",-3.57565625000103
"15",46892,"5AA",2183,11.275,-4.69,-4.69,"PHE",-5.04032812500195
"16",46893,"22_K_2",1275.3,15.525,24.1,24.1,"ALA",23.7538500000002
"17",46893,"22_K_2",1397.4,5.425,21.468,21.468,"VAL",22.6892863636362
"18",46893,"22_K_2",1525.3,5.712,14.042,14.042,"NOR",13.3289045454556
"19",46893,"22_K_2",2065.8,11.654,23.601,23.601,"GLU",23.2294272727263
"20",46893,"22_K_2",2172.1,2.395,5.192,5.192,"PHE",4.78707727272548
"21",46894,"22_K_2",1275.3,15.023,23.894,23.894,"ALA",23.5529343750001
"22",46894,"22_K_2",1397.2,5.261,22.101,22.101,"VAL",23.3258071022726
"23",46894,"22_K_2",1525.3,5.497,14.043,14.043,"NOR",13.36891846591
"24",46894,"22_K_2",2065.1,11.086,23.434,23.434,"GLU",23.0425107954537
"25",46894,"22_K_2",2171.9,2.362,6.203,6.203,"PHE",5.74348267045291
"26",46895,"22_K_2",1275.3,14.833,23.719,23.719,"ALA",23.3830187500001
"27",46895,"22_K_2",1397.2,4.83,20.955,20.955,"VAL",22.183327840909
"28",46895,"22_K_2",1525.3,5.36,13.584,13.584,"NOR",12.9489323863647
