"","Year","Month","Value","month_number"
"1473",1976,"Sep",0.58,9
"1474",1976,"Oct",1.12,10
"1475",1976,"Nov",1.33,11
"1476",1976,"Dec",1.2,12
"1477",1977,"Jan",1.24,1
"1478",1977,"Feb",1.51,2
"1479",1977,"Mar",0.62,3
"1480",1977,"Apr",-0.25,4
"1481",1977,"May",-0.47,5
"1482",1977,"Jun",0.03,6
"1483",1977,"Jul",-0.06,7
"1484",1977,"Aug",-0.09,8
"1485",1977,"Sep",-0.64,9
"1486",1977,"Oct",-0.84,10
"1487",1977,"Nov",-0.45,11
"1488",1977,"Dec",-0.06,12
"1489",1978,"Jan",0.58,1
"1490",1978,"Feb",0.78,2
"1491",1978,"Mar",1.13,3
"1492",1978,"Apr",1.03,4
"1493",1978,"May",0.77,5
"1494",1978,"Jun",0.33,6
"1495",1978,"Jul",-1.62,7
"1496",1978,"Aug",-0.91,8
"1497",1978,"Sep",-0.78,9
"1498",1978,"Oct",0.07,10
"1499",1978,"Nov",-0.01,11
"1500",1978,"Dec",-0.51,12
"1501",1979,"Jan",-0.38,1
"1502",1979,"Feb",-1.29,2
"1503",1979,"Mar",-0.68,3
"1504",1979,"Apr",-0.12,4
"1505",1979,"May",0.57,5
"1506",1979,"Jun",0.22,6
"1507",1979,"Jul",0.3,7
"1508",1979,"Aug",0.05,8
"1509",1979,"Sep",0.88,9
"1510",1979,"Oct",1.1,10
"1511",1979,"Nov",0.58,11
"1512",1979,"Dec",0.06,12
"1513",1980,"Jan",0.06,1
"1514",1980,"Feb",0.58,2
"1515",1980,"Mar",0.62,3
"1516",1980,"Apr",0.78,4
"1517",1980,"May",0.64,5
"1518",1980,"Jun",-0.72,6
"1519",1980,"Jul",-0.21,7
"1520",1980,"Aug",0.08,8
"1521",1980,"Sep",-0.13,9
"1522",1980,"Oct",0.99,10
"1523",1980,"Nov",0.71,11
"1524",1980,"Dec",0.3,12
"1525",1981,"Jan",1.18,1
"1526",1981,"Feb",1.24,2
"1527",1981,"Mar",1.22,3
"1528",1981,"Apr",1.07,4
"1529",1981,"May",1.29,5
"1530",1981,"Jun",1.82,6
"1531",1981,"Jul",0.82,7
"1532",1981,"Aug",-0.05,8
"1533",1981,"Sep",0.43,9
"1534",1981,"Oct",-0.09,10
"1535",1981,"Nov",0.54,11
"1536",1981,"Dec",0.59,12
"1537",1982,"Jan",0.11,1
"1538",1982,"Feb",-0.19,2
"1539",1982,"Mar",-0.37,3
"1540",1982,"Apr",-0.7,4
"1541",1982,"May",-1.21,5
"1542",1982,"Jun",-0.99,6
"1543",1982,"Jul",0.12,7
"1544",1982,"Aug",-0.08,8
"1545",1982,"Sep",0.51,9
"1546",1982,"Oct",0.15,10
"1547",1982,"Nov",-0.6,11
"1548",1982,"Dec",0.16,12
"1549",1983,"Jan",0.4,1
"1550",1983,"Feb",0.97,2
"1551",1983,"Mar",1.73,3
"1552",1983,"Apr",1.26,4
"1553",1983,"May",1.01,5
"1554",1983,"Jun",1.9,6
"1555",1983,"Jul",2.47,7
"1556",1983,"Aug",1.18,8
"1557",1983,"Sep",0.47,9
"1558",1983,"Oct",0.68,10
"1559",1983,"Nov",1.19,11
"1560",1983,"Dec",1.72,12
"1561",1984,"Jan",1.42,1
"1562",1984,"Feb",1.23,2
"1563",1984,"Mar",1.56,3
"1564",1984,"Apr",1,4
"1565",1984,"May",0.87,5
"1566",1984,"Jun",-0.13,6
"1567",1984,"Jul",-0.35,7
"1568",1984,"Aug",0.01,8
"1569",1984,"Sep",0.18,9
"1570",1984,"Oct",0.43,10
"1571",1984,"Nov",0.54,11
"1572",1984,"Dec",0.48,12
"1573",1985,"Jan",0.87,1
"1574",1985,"Feb",0.48,2
"1575",1985,"Mar",-0.34,3
"1576",1985,"Apr",-0.52,4
"1577",1985,"May",-0.87,5
"1578",1985,"Jun",0.04,6
"1579",1985,"Jul",0.52,7
"1580",1985,"Aug",0.19,8
"1581",1985,"Sep",0.13,9
"1582",1985,"Oct",0.14,10
"1583",1985,"Nov",-0.65,11
"1584",1985,"Dec",0.33,12
"1585",1986,"Jan",1.04,1
"1586",1986,"Feb",1.47,2
"1587",1986,"Mar",1.68,3
"1588",1986,"Apr",1.21,4
"1589",1986,"May",0.85,5
"1590",1986,"Jun",0.62,6
"1591",1986,"Jul",1.05,7
"1592",1986,"Aug",-0.19,8
"1593",1986,"Sep",-0.03,9
"1594",1986,"Oct",1,10
"1595",1986,"Nov",1.68,11
"1596",1986,"Dec",1.71,12
"1597",1987,"Jan",1.47,1
"1598",1987,"Feb",1.46,2
"1599",1987,"Mar",1.35,3
"1600",1987,"Apr",1.38,4
"1601",1987,"May",0.82,5
"1602",1987,"Jun",0.05,6
"1603",1987,"Jul",1.38,7
"1604",1987,"Aug",1.74,8
"1605",1987,"Sep",1.44,9
"1606",1987,"Oct",0.68,10
"1607",1987,"Nov",0.93,11
"1608",1987,"Dec",0.94,12
"1609",1988,"Jan",0.23,1
"1610",1988,"Feb",0.47,2
"1611",1988,"Mar",0.49,3
"1612",1988,"Apr",0.34,4
"1613",1988,"May",0.37,5
"1614",1988,"Jun",0.21,6
"1615",1988,"Jul",-0.15,7
"1616",1988,"Aug",-0.88,8
"1617",1988,"Sep",-0.98,9
"1618",1988,"Oct",-0.36,10
"1619",1988,"Nov",-0.06,11
"1620",1988,"Dec",-0.14,12
"1621",1989,"Jan",-1.24,1
"1622",1989,"Feb",-1.45,2
"1623",1989,"Mar",-1.24,3
"1624",1989,"Apr",-0.32,4
"1625",1989,"May",-0.09,5
"1626",1989,"Jun",0.11,6
"1627",1989,"Jul",0.56,7
"1628",1989,"Aug",-0.44,8
"1629",1989,"Sep",-0.57,9
"1630",1989,"Oct",-0.51,10
"1631",1989,"Nov",-0.76,11
"1632",1989,"Dec",-0.1,12
"1633",1990,"Jan",-0.42,1
"1634",1990,"Feb",-1.28,2
"1635",1990,"Mar",-1.24,3
"1636",1990,"Apr",-0.15,4
"1637",1990,"May",-0.32,5
"1638",1990,"Jun",-0.25,6
"1639",1990,"Jul",-0.31,7
"1640",1990,"Aug",-0.43,8
"1641",1990,"Sep",-0.26,9
"1642",1990,"Oct",-1.16,10
"1643",1990,"Nov",-1.88,11
"1644",1990,"Dec",-2.22,12
"1645",1991,"Jan",-1.8,1
"1646",1991,"Feb",-1.09,2
"1647",1991,"Mar",-1.11,3
"1648",1991,"Apr",-1.63,4
"1649",1991,"May",-1.65,5
"1650",1991,"Jun",-2.25,6
"1651",1991,"Jul",-1.57,7
"1652",1991,"Aug",-0.58,8
"1653",1991,"Sep",0.37,9
"1654",1991,"Oct",0.41,10
"1655",1991,"Nov",0.56,11
"1656",1991,"Dec",-0.21,12
"1657",1992,"Jan",0.08,1
"1658",1992,"Feb",0.17,2
"1659",1992,"Mar",0.12,3
"1660",1992,"Apr",0.55,4
"1661",1992,"May",1.26,5
"1662",1992,"Jun",1.22,6
"1663",1992,"Jul",1.5,7
"1664",1992,"Aug",0.85,8
"1665",1992,"Sep",0.45,9
"1666",1992,"Oct",1.28,10
"1667",1992,"Nov",1.31,11
"1668",1992,"Dec",0.33,12
"1669",1993,"Jan",-0.28,1
"1670",1993,"Feb",0.02,2
"1671",1993,"Mar",0.24,3
"1672",1993,"Apr",1,4
"1673",1993,"May",1.79,5
"1674",1993,"Jun",2.05,6
"1675",1993,"Jul",1.48,7
"1676",1993,"Aug",1.96,8
"1677",1993,"Sep",1.15,9
"1678",1993,"Oct",1.31,10
"1679",1993,"Nov",1.13,11
"1680",1993,"Dec",0.67,12
"1681",1994,"Jan",0.85,1
"1682",1994,"Feb",0.33,2
"1683",1994,"Mar",0.27,3
"1684",1994,"Apr",0.49,4
"1685",1994,"May",0.55,5
"1686",1994,"Jun",0.1,6
"1687",1994,"Jul",-0.91,7
"1688",1994,"Aug",-0.88,8
"1689",1994,"Sep",-1.51,9
"1690",1994,"Oct",-1.06,10
"1691",1994,"Nov",-1.93,11
"1692",1994,"Dec",-2.22,12
"1693",1995,"Jan",-0.86,1
"1694",1995,"Feb",0.02,2
"1695",1995,"Mar",0.46,3
"1696",1995,"Apr",0.49,4
"1697",1995,"May",0.89,5
"1698",1995,"Jun",1.03,6
"1699",1995,"Jul",1,7
"1700",1995,"Aug",-0.11,8
"1701",1995,"Sep",1.22,9
"1702",1995,"Oct",0.64,10
"1703",1995,"Nov",0.05,11
"1704",1995,"Dec",0.44,12
"1705",1996,"Jan",1.01,1
"1706",1996,"Feb",1.01,2
"1707",1996,"Mar",0.85,3
"1708",1996,"Apr",1.37,4
"1709",1996,"May",2.13,5
"1710",1996,"Jun",1.1,6
"1711",1996,"Jul",0.57,7
"1712",1996,"Aug",-0.66,8
"1713",1996,"Sep",0.07,9
"1714",1996,"Oct",0.4,10
"1715",1996,"Nov",0.38,11
"1716",1996,"Dec",-0.03,12
"1717",1997,"Jan",0.44,1
"1718",1997,"Feb",0.29,2
"1719",1997,"Mar",0.39,3
"1720",1997,"Apr",0.73,4
"1721",1997,"May",1.59,5
"1722",1997,"Jun",2.55,6
"1723",1997,"Jul",1.49,7
"1724",1997,"Aug",2.27,8
"1725",1997,"Sep",1.8,9
"1726",1997,"Oct",1.78,10
"1727",1997,"Nov",1.48,11
"1728",1997,"Dec",0.99,12
"1729",1998,"Jan",1.05,1
"1730",1998,"Feb",1.52,2
"1731",1998,"Mar",1.29,3
"1732",1998,"Apr",0.03,4
"1733",1998,"May",-0.83,5
"1734",1998,"Jun",-0.78,6
"1735",1998,"Jul",-1.16,7
"1736",1998,"Aug",-0.87,8
"1737",1998,"Sep",-1.7,9
"1738",1998,"Oct",-2.23,10
"1739",1998,"Nov",-0.97,11
"1740",1998,"Dec",-1.09,12
"1741",1999,"Jan",-0.78,1
"1742",1999,"Feb",-1.06,2
"1743",1999,"Mar",-1.18,3
"1744",1999,"Apr",-1.85,4
"1745",1999,"May",-2.32,5
"1746",1999,"Jun",-2.34,6
"1747",1999,"Jul",-1.87,7
"1748",1999,"Aug",-1.84,8
"1749",1999,"Sep",-2.24,9
"1750",1999,"Oct",-2.54,10
"1751",1999,"Nov",-2.18,11
"1752",1999,"Dec",-1.92,12
"1753",2000,"Jan",-2.2,1
"1754",2000,"Feb",-1.28,2
"1755",2000,"Mar",-0.66,3
"1756",2000,"Apr",-0.63,4
"1757",2000,"May",-0.81,5
"1758",2000,"Jun",-0.64,6
"1759",2000,"Jul",-1.51,7
"1760",2000,"Aug",-1.68,8
"1761",2000,"Sep",-1.45,9
"1762",2000,"Oct",-1.61,10
"1763",2000,"Nov",-1.04,11
"1764",2000,"Dec",0,12
"1765",2001,"Jan",0.48,1
"1766",2001,"Feb",-0.01,2
"1767",2001,"Mar",-0.41,3
"1768",2001,"Apr",-1.18,4
"1769",2001,"May",-1.12,5
"1770",2001,"Jun",-1.22,6
"1771",2001,"Jul",-2.21,7
"1772",2001,"Aug",-1.68,8
"1773",2001,"Sep",-1.98,9
"1774",2001,"Oct",-1.91,10
"1775",2001,"Nov",-1.25,11
"1776",2001,"Dec",-1.12,12
"1777",2002,"Jan",-0.42,1
"1778",2002,"Feb",-1.51,2
"1779",2002,"Mar",-1.27,3
"1780",2002,"Apr",-1.23,4
"1781",2002,"May",-1.3,5
"1782",2002,"Jun",-1.18,6
"1783",2002,"Jul",-0.71,7
"1784",2002,"Aug",0.11,8
"1785",2002,"Sep",-0.21,9
"1786",2002,"Oct",-0.2,10
"1787",2002,"Nov",1.08,11
"1788",2002,"Dec",1.57,12
"1789",2003,"Jan",1.45,1
"1790",2003,"Feb",1.23,2
"1791",2003,"Mar",1.01,3
"1792",2003,"Apr",0.36,4
"1793",2003,"May",0.21,5
"1794",2003,"Jun",-0.42,6
"1795",2003,"Jul",0.37,7
"1796",2003,"Aug",0.63,8
"1797",2003,"Sep",-0.17,9
"1798",2003,"Oct",0.74,10
"1799",2003,"Nov",-0.23,11
"1800",2003,"Dec",-0.6,12
"1801",2004,"Jan",-0.55,1
"1802",2004,"Feb",-0.21,2
"1803",2004,"Mar",-0.15,3
"1804",2004,"Apr",0,4
"1805",2004,"May",0.61,5
"1806",2004,"Jun",-0.11,6
"1807",2004,"Jul",0.04,7
"1808",2004,"Aug",0.24,8
"1809",2004,"Sep",0.02,9
"1810",2004,"Oct",-0.72,10
"1811",2004,"Nov",-1.22,11
"1812",2004,"Dec",-0.64,12
"1813",2005,"Jan",-0.15,1
"1814",2005,"Feb",-0.01,2
"1815",2005,"Mar",0.7,3
"1816",2005,"Apr",0.28,4
"1817",2005,"May",1.36,5
"1818",2005,"Jun",0.85,6
"1819",2005,"Jul",0.11,7
"1820",2005,"Aug",-0.42,8
"1821",2005,"Sep",-0.99,9
"1822",2005,"Oct",-2,10
"1823",2005,"Nov",-1.89,11
"1824",2005,"Dec",-0.1,12
"1825",2006,"Jan",0.54,1
"1826",2006,"Feb",0.38,2
"1827",2006,"Mar",-0.74,3
"1828",2006,"Apr",-0.54,4
"1829",2006,"May",-0.37,5
"1830",2006,"Jun",0.21,6
"1831",2006,"Jul",0.39,7
"1832",2006,"Aug",-0.85,8
"1833",2006,"Sep",-1.54,9
"1834",2006,"Oct",-0.46,10
"1835",2006,"Nov",-0.81,11
"1836",2006,"Dec",-0.42,12
"1837",2007,"Jan",-0.69,1
"1838",2007,"Feb",-0.71,2
"1839",2007,"Mar",-1.1,3
"1840",2007,"Apr",-0.46,4
"1841",2007,"May",-0.29,5
"1842",2007,"Jun",-0.07,6
"1843",2007,"Jul",0.43,7
"1844",2007,"Aug",0.09,8
"1845",2007,"Sep",-0.97,9
"1846",2007,"Oct",-2.33,10
"1847",2007,"Nov",-1.46,11
"1848",2007,"Dec",-0.87,12
"1849",2008,"Jan",-1.5,1
"1850",2008,"Feb",-1.46,2
"1851",2008,"Mar",-1.26,3
"1852",2008,"Apr",-1.79,4
"1853",2008,"May",-1.62,5
"1854",2008,"Jun",-1.85,6
"1855",2008,"Jul",-1.96,7
"1856",2008,"Aug",-1.85,8
"1857",2008,"Sep",-1.87,9
"1858",2008,"Oct",-1.9,10
"1859",2008,"Nov",-1.59,11
"1860",2008,"Dec",-1.31,12
"1861",2009,"Jan",-1.81,1
"1862",2009,"Feb",-1.78,2
"1863",2009,"Mar",-2.06,3
"1864",2009,"Apr",-2.23,4
"1865",2009,"May",-1.32,5
"1866",2009,"Jun",-0.73,6
"1867",2009,"Jul",-0.71,7
"1868",2009,"Aug",-0.49,8
"1869",2009,"Sep",0.33,9
"1870",2009,"Oct",-0.13,10
"1871",2009,"Nov",-0.94,11
"1872",2009,"Dec",-0.51,12
"1873",2010,"Jan",0.05,1
"1874",2010,"Feb",0.25,2
"1875",2010,"Mar",-0.16,3
"1876",2010,"Apr",-0.04,4
"1877",2010,"May",-0.18,5
"1878",2010,"Jun",-0.79,6
"1879",2010,"Jul",-1.99,7
"1880",2010,"Aug",-2.21,8
"1881",2010,"Sep",-2.45,9
"1882",2010,"Oct",-1.6,10
"1883",2010,"Nov",-1.57,11
"1884",2010,"Dec",-2.04,12
"1885",2011,"Jan",-1.8,1
"1886",2011,"Feb",-1.46,2
"1887",2011,"Mar",-1.28,3
"1888",2011,"Apr",-1.02,4
"1889",2011,"May",-0.66,5
"1890",2011,"Jun",-1.08,6
"1891",2011,"Jul",-2.3,7
"1892",2011,"Aug",-2.37,8
"1893",2011,"Sep",-2.5,9
"1894",2011,"Oct",-1.92,10
"1895",2011,"Nov",-2.95,11
"1896",2011,"Dec",-2.4,12
"1897",2012,"Jan",-1.85,1
"1898",2012,"Feb",-1.35,2
"1899",2012,"Mar",-1.66,3
"1900",2012,"Apr",-1.01,4
"1901",2012,"May",-2.12,5
"1902",2012,"Jun",-1.63,6
"1903",2012,"Jul",-2.4,7
"1904",2012,"Aug",-2.6,8
"1905",2012,"Sep",-2.99,9
"1906",2012,"Oct",-1.22,10
"1907",2012,"Nov",-0.66,11
"1908",2012,"Dec",-1.31,12
"1909",2013,"Jan",-1.1,1
"1910",2013,"Feb",-1.42,2
"1911",2013,"Mar",-1.48,3
"1912",2013,"Apr",-0.72,4
"1913",2013,"May",-0.4,5
"1914",2013,"Jun",-1.19,6
"1915",2013,"Jul",-1.34,7
"1916",2013,"Aug",-1.56,8
"1917",2013,"Sep",-1,9
"1918",2013,"Oct",-1.65,10
"1919",2013,"Nov",-1.09,11
"1920",2013,"Dec",-1.04,12
"1921",2014,"Jan",-0.57,1
"1922",2014,"Feb",-0.42,2
"1923",2014,"Mar",0.3,3
"1924",2014,"Apr",0.36,4
"1925",2014,"May",1.27,5
"1926",2014,"Jun",-0.28,6
"1927",2014,"Jul",0.25,7
"1928",2014,"Aug",0.34,8
"1929",2014,"Sep",0.76,9
"1930",2014,"Oct",1.43,10
"1931",2014,"Nov",1.35,11
"1932",2014,"Dec",1.86,12
"1933",2015,"Jan",1.51,1
"1934",2015,"Feb",1.52,2
"1935",2015,"Mar",1.33,3
"1936",2015,"Apr",0.9,4
"1937",2015,"May",0.32,5
"1938",2015,"Jun",0.82,6
"1939",2015,"Jul",1.41,7
"1940",2015,"Aug",0.98,8
"1941",2015,"Sep",0.97,9
"1942",2015,"Oct",0.84,10
"1943",2015,"Nov",0.17,11
"1944",2015,"Dec",0.28,12
"1945",2016,"Jan",0.75,1
"1946",2016,"Feb",1.29,2
"1947",2016,"Mar",1.56,3
"1948",2016,"Apr",1.74,4
"1949",2016,"May",1.6,5
"1950",2016,"Jun",0.86,6
"1951",2016,"Jul",0.57,7
"1952",2016,"Aug",-0.63,8
"1953",2016,"Sep",-0.8,9
"1954",2016,"Oct",-0.43,10
"1955",2016,"Nov",0.96,11
"1956",2016,"Dec",0.61,12
"1957",2017,"Jan",-0.05,1
"1958",2017,"Feb",-0.01,2
"1959",2017,"Mar",0.1,3
"1960",2017,"Apr",0.56,4
"1961",2017,"May",0.45,5
"1962",2017,"Jun",0.35,6
"1963",2017,"Jul",-0.43,7
"1964",2017,"Aug",-0.62,8
"1965",2017,"Sep",-0.18,9
"1966",2017,"Oct",-0.68,10
"1967",2017,"Nov",-0.59,11
"1968",2017,"Dec",-0.02,12
"1969",2018,"Jan",0.39,1
"1970",2018,"Feb",-0.08,2
"1971",2018,"Mar",-0.71,3
"1972",2018,"Apr",-0.81,4
"1973",2018,"May",-0.45,5
"1974",2018,"Jun",-0.65,6
"1975",2018,"Jul",-0.01,7
"1976",2018,"Aug",-0.24,8
"1977",2018,"Sep",-0.35,9
"1978",2018,"Oct",-0.57,10
"1979",2018,"Nov",-0.69,11
"1980",2018,"Dec",-0.21,12
"1981",2019,"Jan",-0.34,1
"1982",2019,"Feb",-0.72,2
"1983",2019,"Mar",-0.39,3
"1984",2019,"Apr",0.1,4
"1985",2019,"May",0.26,5
"1986",2019,"Jun",-0.05,6
"1987",2019,"Jul",0.54,7
"1988",2019,"Aug",0.01,8
"1989",2019,"Sep",0.13,9
"1990",2019,"Oct",-0.9,10
"1991",2019,"Nov",-0.49,11
"1992",2019,"Dec",0,12
"1993",2020,"Jan",-1.41,1
"1994",2020,"Feb",-1.48,2
"1995",2020,"Mar",-1.75,3
"1996",2020,"Apr",-1.32,4
"1997",2020,"May",-0.53,5
"1998",2020,"Jun",-0.76,6
"1999",2020,"Jul",-0.92,7
"2000",2020,"Aug",-1.33,8
"2001",2020,"Sep",-1.04,9
"2002",2020,"Oct",-0.62,10
"2003",2020,"Nov",-1.59,11
"2004",2020,"Dec",-0.99,12
"2005",2021,"Jan",-0.61,1
"2006",2021,"Feb",-1.1,2
"2007",2021,"Mar",-1.68,3
"2008",2021,"Apr",-1.85,4
"2009",2021,"May",-2.01,5
"2010",2021,"Jun",-1.81,6
"2011",2021,"Jul",-1.96,7
"2012",2021,"Aug",-0.94,8
"2013",2021,"Sep",-1.96,9
"2014",2021,"Oct",-3.11,10
"2015",2021,"Nov",-2.75,11
"2016",2021,"Dec",-2.71,12
"2017",2022,"Jan",-2.4,1
"2018",2022,"Feb",-1.91,2
"2019",2022,"Mar",-1.67,3
"2020",2022,"Apr",-2.1,4
"2021",2022,"May",-2.25,5
"2022",2022,"Jun",-1.34,6
"2023",2022,"Jul",-2.62,7
"2024",2022,"Aug",-2.38,8
"2025",2022,"Sep",-2.29,9
"2026",2022,"Oct",-1.8,10
"2027",2022,"Nov",-2.41,11
"2028",2022,"Dec",-2.21,12
"2029",2023,"Jan",-1.25,1
"2030",2023,"Feb",-1.65,2
"2031",2023,"Mar",-2.45,3
"2032",2023,"Apr",-3.07,4
"2033",2023,"May",-2.41,5
"2034",2023,"Jun",-2.53,6
"2035",2023,"Jul",-2.52,7
"2036",2023,"Aug",-2.46,8
"2037",2023,"Sep",-2.94,9
"2038",2023,"Oct",NA,10
"2039",2023,"Nov",NA,11
"2040",2023,"Dec",NA,12
