district, date, card, age, position
kvichak, 20100707, 017, 22, 1
kvichak, 20100707, 017, 22, 3
kvichak, 20100707, 017, 12, 4
kvichak, 20100707, 017, 12, 5
kvichak, 20100707, 017, 22, 6
kvichak, 20100707, 017, 12, 7
kvichak, 20100707, 017, 12, 8
kvichak, 20100707, 017, 12, 9
kvichak, 20100707, 017, 12, 10
kvichak, 20100707, 017, 12, 11
kvichak, 20100707, 017, 12, 12
kvichak, 20100707, 017, 22, 14
kvichak, 20100707, 017, 22, 15
kvichak, 20100707, 017, 12, 16
kvichak, 20100707, 017, 22, 17
kvichak, 20100707, 017, 22, 18
kvichak, 20100707, 017, 12, 19
kvichak, 20100707, 017, 22, 20
kvichak, 20100707, 017, 12, 21
kvichak, 20100707, 017, 22, 22
kvichak, 20100707, 017, 23, 25
kvichak, 20100707, 017, 13, 26
kvichak, 20100707, 017, 13, 27
kvichak, 20100707, 017, 13, 36
kvichak, 20100707, 018, 23, 12
kvichak, 20100707, 018, 13, 14
kvichak, 20100707, 018, 13, 36
kvichak, 20100707, 018, 23, 39

kvichak, 20100707, 017, 22, 23
kvichak, 20100707, 017, 22, 24
kvichak, 20100707, 017, 22, 28
kvichak, 20100707, 017, 22, 29
kvichak, 20100707, 017, 22, 30
kvichak, 20100707, 017, 22, 31
kvichak, 20100707, 017, 22, 32
kvichak, 20100707, 017, 22, 33
kvichak, 20100707, 017, 22, 34
kvichak, 20100707, 017, 22, 37
