district, date, card, age, position
egegik, 19670706, 20, 2, 2
egegik, 19670706, 20, 2, 5
egegik, 19670706, 20, 2, 6
egegik, 19670706, 20, 2, 7
egegik, 19670706, 20, 2, 8
egegik, 19670706, 20, 2, 9
egegik, 19670706, 20, 2, 11
egegik, 19670706, 20, 2, 13
egegik, 19670706, 20, 2, 14
egegik, 19670706, 20, 2, 15
egegik, 19670706, 20, 2, 20
egegik, 19670706, 20, 2, 21
egegik, 19670706, 20, 2, 26
egegik, 19670706, 20, 2, 27
egegik, 19670706, 20, 2, 29
egegik, 19670706, 20, 2, 32
egegik, 19670706, 20, 2, 33
egegik, 19670706, 20, 2, 34
egegik, 19670706, 20, 2, 35
egegik, 19670706, 20, 2, 36
egegik, 19670706, 20, 2, 40
egegik, 19670706, 21, 2, 1
egegik, 19670706, 21, 2, 2
egegik, 19670706, 21, 2, 3
egegik, 19670706, 21, 2, 5
egegik, 19670706, 21, 2, 6
egegik, 19670706, 21, 2, 9
egegik, 19670706, 21, 2, 10
egegik, 19670706, 21, 2, 11
egegik, 19670706, 21, 2, 12
egegik, 19670706, 20, 3, 3
egegik, 19670706, 20, 3, 4
egegik, 19670706, 20, 3, 10
egegik, 19670706, 20, 3, 12
egegik, 19670706, 20, 3, 16
egegik, 19670706, 20, 3, 17
egegik, 19670706, 20, 3, 18
egegik, 19670706, 20, 3, 22
egegik, 19670706, 20, 3, 24
egegik, 19670706, 20, 3, 25
egegik, 19670706, 20, 3, 31
egegik, 19670706, 20, 3, 37
egegik, 19670706, 20, 3, 38
egegik, 19670706, 20, 3, 39
egegik, 19670706, 21, 3, 4
egegik, 19670706, 21, 3, 8
egegik, 19670706, 21, 3, 16
egegik, 19670706, 21, 3, 23
egegik, 19670706, 21, 3, 25
egegik, 19670706, 21, 3, 28
egegik, 19670706, 21, 3, 33
egegik, 19670706, 21, 3, 34
egegik, 19670706, 21, 3, 37
