district, date, card, age, position
egegik, 19980710, 30, 2, 1
egegik, 19980710, 30, 2, 4
egegik, 19980710, 30, 2, 5
egegik, 19980710, 30, 2, 6
egegik, 19980710, 30, 2, 7
egegik, 19980710, 30, 2, 8
egegik, 19980710, 30, 2, 10
egegik, 19980710, 30, 2, 12
egegik, 19980710, 30, 2, 14
egegik, 19980710, 30, 2, 15
egegik, 19980710, 30, 2, 17
egegik, 19980710, 30, 2, 18
egegik, 19980710, 30, 2, 20
egegik, 19980710, 30, 2, 22
egegik, 19980710, 30, 2, 24
egegik, 19980710, 30, 2, 28
egegik, 19980710, 30, 2, 32
egegik, 19980710, 30, 2, 33
egegik, 19980710, 30, 2, 34
egegik, 19980710, 30, 2, 35
egegik, 19980710, 30, 2, 37
egegik, 19980710, 30, 2, 38
egegik, 19980710, 30, 2, 40
egegik, 19980710, 31, 2, 1
egegik, 19980710, 31, 2, 2
egegik, 19980710, 31, 2, 3
egegik, 19980710, 31, 2, 5
egegik, 19980710, 31, 2, 21
egegik, 19980710, 31, 2, 22
egegik, 19980710, 31, 2, 25
egegik, 19980710, 30, 3, 2
egegik, 19980710, 30, 3, 3
egegik, 19980710, 30, 3, 11
egegik, 19980710, 30, 3, 16
egegik, 19980710, 30, 3, 21
egegik, 19980710, 30, 3, 27
egegik, 19980710, 30, 3, 29
egegik, 19980710, 30, 3, 30
egegik, 19980710, 30, 3, 39
egegik, 19980710, 31, 3, 7
egegik, 19980710, 31, 3, 8
egegik, 19980710, 31, 3, 13
egegik, 19980710, 31, 3, 26
egegik, 19980710, 31, 3, 27
egegik, 19980710, 31, 3, 29
egegik, 19980710, 31, 3, 31
egegik, 19980710, 31, 3, 37
