district, date, card, age, position
wood, 20130629, 16, 12, 1
wood, 20130629, 16, 12, 2
wood, 20130629, 16, 12, 5
wood, 20130629, 16, 12, 6
wood, 20130629, 16, 12, 7
wood, 20130629, 16, 12, 8
wood, 20130629, 16, 12, 9
wood, 20130629, 16, 12, 10
wood, 20130629, 16, 12, 11
wood, 20130629, 16, 12, 12
wood, 20130629, 16, 12, 16
wood, 20130629, 16, 12, 18
wood, 20130629, 16, 12, 19
wood, 20130629, 16, 12, 20
wood, 20130629, 16, 12, 21
wood, 20130629, 16, 12, 22
wood, 20130629, 16, 12, 23
wood, 20130629, 16, 12, 24
wood, 20130629, 16, 12, 28
wood, 20130629, 16, 12, 29
wood, 20130629, 16, 12, 32
wood, 20130629, 16, 12, 33
wood, 20130629, 16, 12, 34
wood, 20130629, 16, 12, 35
wood, 20130629, 16, 12, 36
wood, 20130629, 16, 12, 37
wood, 20130629, 16, 12, 39
wood, 20130629, 16, 12, 40
wood, 20130629, 17, 12, 2
wood, 20130629, 17, 12, 3
wood, 20130629, 16, 13, 3
wood, 20130629, 16, 13, 4
wood, 20130629, 16, 13, 14
wood, 20130629, 16, 13, 15
wood, 20130629, 16, 13, 26
wood, 20130629, 16, 13, 27
wood, 20130629, 16, 13, 31
wood, 20130629, 16, 13, 38
wood, 20130629, 17, 13, 1
wood, 20130629, 17, 13, 6
wood, 20130629, 17, 13, 7
wood, 20130629, 17, 13, 8
wood, 20130629, 17, 13, 14
wood, 20130629, 17, 13, 18
wood, 20130629, 17, 13, 19
wood, 20130629, 17, 13, 21
wood, 20130629, 17, 13, 22
wood, 20130629, 17, 13, 24
