district, date, card, age, position
wood, 20220627, 106, 12, 1
wood, 20220627, 106, 12, 2
wood, 20220627, 106, 12, 5
wood, 20220627, 106, 12, 6
wood, 20220627, 106, 12, 7
wood, 20220627, 106, 12, 12
wood, 20220627, 106, 22, 15
wood, 20220627, 106, 12, 16
wood, 20220627, 106, 12, 17
wood, 20220627, 106, 12, 19
wood, 20220627, 106, 12, 20
wood, 20220627, 106, 22, 22
wood, 20220627, 106, 22, 24
wood, 20220627, 106, 12, 26
wood, 20220627, 106, 12, 29
wood, 20220627, 106, 12, 31
wood, 20220627, 106, 22, 34
wood, 20220627, 106, 12, 36
wood, 20220627, 106, 12, 37
wood, 20220627, 106, 12, 39
wood, 20220627, 107, 2, 1
wood, 20220627, 107, 2, 3
wood, 20220627, 107, 2, 5
wood, 20220627, 107, 2, 6
wood, 20220627, 107, 2, 7
wood, 20220627, 107, 2, 9
wood, 20220627, 107, 2, 12
wood, 20220627, 107, 2, 14
wood, 20220627, 107, 2, 15
wood, 20220627, 107, 2, 16
wood, 20220627, 106, 13, 8
wood, 20220627, 106, 13, 9
wood, 20220627, 106, 13, 14
wood, 20220627, 106, 13, 21
wood, 20220627, 106, 13, 23
wood, 20220627, 106, 13, 25
wood, 20220627, 106, 13, 35
wood, 20220627, 106, 13, 38
wood, 20220627, 106, 13, 40
wood, 20220627, 106, 13, 42
wood, 20220627, 106, 13, 46
wood, 20220627, 107, 13, 2
wood, 20220627, 107, 13, 4
wood, 20220627, 107, 13, 8
wood, 20220627, 107, 13, 11
wood, 20220627, 107, 13, 19
wood, 20220627, 107, 13, 20
wood, 20220627, 107, 13, 23
wood, 20220627, 107, 13, 26
wood, 20220627, 107, 13, 27
wood, 20220627, 107, 3, 32
wood, 20220627, 107, 3, 42
wood, 20220627, 107, 3, 44
wood, 20220627, 107, 3, 47
