district, date, card, age, position
wood, 20070708, 040, 12, 1
wood, 20070708, 040, 12, 2
wood, 20070708, 040, 12, 3
wood, 20070708, 040, 12, 4
wood, 20070708, 040, 12, 8
wood, 20070708, 040, 12, 9
wood, 20070708, 040, 12, 11
wood, 20070708, 040, 12, 12
wood, 20070708, 040, 12, 13
wood, 20070708, 040, 12, 14
wood, 20070708, 040, 12, 15
wood, 20070708, 040, 12, 19
wood, 20070708, 040, 12, 20
wood, 20070708, 040, 12, 21
wood, 20070708, 040, 12, 22
wood, 20070708, 040, 12, 23
wood, 20070708, 040, 12, 24
wood, 20070708, 040, 12, 25
wood, 20070708, 040, 12, 26
wood, 20070708, 040, 12, 27
wood, 20070708, 040, 12, 28
wood, 20070708, 040, 12, 29
wood, 20070708, 040, 12, 30
wood, 20070708, 040, 12, 31
wood, 20070708, 040, 12, 33
wood, 20070708, 040, 12, 34
wood, 20070708, 040, 12, 35
wood, 20070708, 040, 12, 36
wood, 20070708, 040, 12, 38
wood, 20070708, 040, 12, 39
wood, 20070708, 040, 13, 5
wood, 20070708, 040, 13, 10
wood, 20070708, 040, 13, 16
wood, 20070708, 040, 13, 18
wood, 20070708, 041, 13, 5
wood, 20070708, 041, 13, 8
wood, 20070708, 041, 13, 9
wood, 20070708, 041, 13, 12
wood, 20070708, 041, 13, 18
wood, 20070708, 041, 13, 27
wood, 20070708, 041, 13, 38
