district, date, card, age, position
kvivhak, 20130701, 007, 12, 1
kvivhak, 20130701, 007, 22, 3
kvivhak, 20130701, 007, 22, 4
kvivhak, 20130701, 007, 22, 6
kvivhak, 20130701, 007, 22, 8
kvivhak, 20130701, 007, 22, 10
kvivhak, 20130701, 007, 22, 14
kvivhak, 20130701, 007, 12, 15
kvivhak, 20130701, 007, 22, 19
kvivhak, 20130701, 007, 22, 20
kvivhak, 20130701, 007, 22, 22
kvivhak, 20130701, 007, 22, 26
kvivhak, 20130701, 007, 22, 31
kvivhak, 20130701, 007, 22, 33
kvivhak, 20130701, 007, 22, 37
kvivhak, 20130701, 007, 22, 39
kvivhak, 20130701, 008, 12, 1
kvivhak, 20130701, 008, 22, 2
kvivhak, 20130701, 008, 22, 3
kvivhak, 20130701, 008, 22, 7
kvivhak, 20130701, 008, 22, 8
kvivhak, 20130701, 008, 22, 13
kvivhak, 20130701, 008, 22, 15
kvivhak, 20130701, 008, 22, 16
kvivhak, 20130701, 008, 22, 18
kvivhak, 20130701, 008, 22, 27
kvivhak, 20130701, 008, 22, 28
kvivhak, 20130701, 008, 22, 31
kvivhak, 20130701, 008, 22, 35

kvivhak, 20130701, 007, 13, 2
kvivhak, 20130701, 007, 23, 7
kvivhak, 20130701, 007, 23, 9
kvivhak, 20130701, 007, 13, 11
kvivhak, 20130701, 007, 23, 12
kvivhak, 20130701, 007, 23, 13
kvivhak, 20130701, 007, 23, 18
kvivhak, 20130701, 007, 13, 21
kvivhak, 20130701, 007, 13, 23
kvivhak, 20130701, 007, 23, 24
kvivhak, 20130701, 007, 13, 25
kvivhak, 20130701, 007, 23, 27
kvivhak, 20130701, 007, 23, 28
kvivhak, 20130701, 007, 23, 29
kvivhak, 20130701, 007, 23, 30
kvivhak, 20130701, 007, 23, 32
kvivhak, 20130701, 007, 13, 34
kvivhak, 20130701, 007, 23, 35
kvivhak, 20130701, 007, 23, 36
kvivhak, 20130701, 007, 23, 38
kvivhak, 20130701, 007, 23, 40
kvivhak, 20130701, 008, 23, 4
kvivhak, 20130701, 008, 23, 5
kvivhak, 20130701, 008, 23, 6
kvivhak, 20130701, 008, 23, 9
kvivhak, 20130701, 008, 23, 10
kvivhak, 20130701, 008, 23, 11
kvivhak, 20130701, 008, 23, 12
kvivhak, 20130701, 008, 23, 14
kvivhak, 20130701, 008, 23, 17
