district, date, card, age, position
egegik, 19710714, 7, 2, 1
egegik, 19710714, 7, 2, 2
egegik, 19710714, 7, 2, 4
egegik, 19710714, 7, 2, 5
egegik, 19710714, 7, 2, 6
egegik, 19710714, 7, 2, 7
egegik, 19710714, 7, 2, 8
egegik, 19710714, 7, 2, 10
egegik, 19710714, 7, 2, 12
egegik, 19710714, 7, 2, 13
egegik, 19710714, 7, 2, 14
egegik, 19710714, 7, 2, 16
egegik, 19710714, 7, 2, 17
egegik, 19710714, 7, 2, 18
egegik, 19710714, 7, 2, 19
egegik, 19710714, 7, 2, 20
egegik, 19710714, 7, 2, 21
egegik, 19710714, 7, 2, 22
egegik, 19710714, 7, 2, 25
egegik, 19710714, 7, 2, 27
egegik, 19710714, 7, 2, 28
egegik, 19710714, 7, 2, 32
egegik, 19710714, 7, 2, 33
egegik, 19710714, 7, 2, 35
egegik, 19710714, 7, 2, 39
egegik, 19710714, 8, 2, 2
egegik, 19710714, 8, 2, 4
egegik, 19710714, 8, 2, 5
egegik, 19710714, 8, 2, 6
egegik, 19710714, 8, 2, 7
egegik, 19710714, 7, 3, 3
egegik, 19710714, 7, 3, 9
egegik, 19710714, 7, 3, 11
egegik, 19710714, 7, 3, 15
egegik, 19710714, 7, 3, 23
egegik, 19710714, 7, 3, 24
egegik, 19710714, 7, 3, 26
egegik, 19710714, 7, 3, 30
egegik, 19710714, 7, 3, 31
egegik, 19710714, 7, 3, 36
egegik, 19710714, 7, 3, 37
egegik, 19710714, 7, 3, 40
egegik, 19710714, 8, 3, 1
egegik, 19710714, 8, 3, 3
egegik, 19710714, 8, 3, 12
egegik, 19710714, 8, 3, 14
egegik, 19710714, 8, 3, 17
egegik, 19710714, 8, 3, 18
egegik, 19710714, 8, 3, 19
