district, date, card, age, position
kvichak, 20190708, 100, 12, 1
kvichak, 20190708, 100, 12, 2
kvichak, 20190708, 100, 12, 3
kvichak, 20190708, 100, 12, 4
kvichak, 20190708, 100, 12, 5
kvichak, 20190708, 100, 12, 6
kvichak, 20190708, 100, 12, 11
kvichak, 20190708, 100, 12, 12
kvichak, 20190708, 100, 12, 14
kvichak, 20190708, 100, 12, 15
kvichak, 20190708, 100, 12, 21
kvichak, 20190708, 100, 22, 23
kvichak, 20190708, 100, 12, 24
kvichak, 20190708, 100, 12, 25
kvichak, 20190708, 100, 12, 26
kvichak, 20190708, 100, 12, 28
kvichak, 20190708, 100, 12, 29
kvichak, 20190708, 100, 12, 31
kvichak, 20190708, 100, 12, 35
kvichak, 20190708, 100, 22, 37
kvichak, 20190708, 100, 13, 7
kvichak, 20190708, 100, 13, 8
kvichak, 20190708, 100, 13, 9
kvichak, 20190708, 100, 13, 16
kvichak, 20190708, 100, 13, 18
kvichak, 20190708, 100, 13, 20
kvichak, 20190708, 100, 13, 22
kvichak, 20190708, 100, 13, 27
kvichak, 20190708, 100, 13, 33
kvichak, 20190708, 100, 13, 34
kvichak, 20190708, 100, 13, 44
kvichak, 20190708, 100, 13, 45
kvichak, 20190708, 101, 13, 3
kvichak, 20190708, 101, 13, 9
kvichak, 20190708, 101, 13, 13

kvichak, 20190708, 100, 22, 39
kvichak, 20190708, 100, 22, 40
kvichak, 20190708, 100, 22, 41
kvichak, 20190708, 100, 22, 43
kvichak, 20190708, 100, 22, 47
kvichak, 20190708, 100, 22, 48
kvichak, 20190708, 101, 22, 2
kvichak, 20190708, 101, 22, 4
kvichak, 20190708, 101, 22, 5
kvichak, 20190708, 101, 22, 6
