district, date, card, age, position
wood, 20160706, 113, 12, 1
wood, 20160706, 113, 12, 2
wood, 20160706, 113, 12, 3
wood, 20160706, 113, 12, 5
wood, 20160706, 113, 12, 6
wood, 20160706, 113, 12, 7
wood, 20160706, 113, 12, 8
wood, 20160706, 113, 12, 10
wood, 20160706, 113, 12, 13
wood, 20160706, 113, 12, 16
wood, 20160706, 113, 12, 18
wood, 20160706, 113, 12, 19
wood, 20160706, 113, 12, 20
wood, 20160706, 113, 12, 21
wood, 20160706, 113, 12, 22
wood, 20160706, 113, 12, 23
wood, 20160706, 113, 12, 25
wood, 20160706, 113, 12, 26
wood, 20160706, 113, 12, 27
wood, 20160706, 113, 12, 29
wood, 20160706, 113, 13, 4
wood, 20160706, 113, 13, 9
wood, 20160706, 113, 13, 11
wood, 20160706, 113, 13, 12
wood, 20160706, 113, 13, 14
wood, 20160706, 113, 13, 15
wood, 20160706, 113, 13, 43
wood, 20160706, 113, 13, 46
wood, 20160706, 113, 13, 47
wood, 20160706, 113, 13, 48
wood, 20160706, 114, 13, 3
wood, 20160706, 114, 13, 6
wood, 20160706, 114, 13, 11
wood, 20160706, 114, 13, 12
wood, 20160706, 114, 13, 13
wood, 20160706, 114, 13, 16
wood, 20160706, 114, 13, 20
wood, 20160706, 114, 13, 44

wood, 20160706, 113, 12, 30
wood, 20160706, 113, 12, 31
wood, 20160706, 113, 12, 32
wood, 20160706, 113, 12, 33
wood, 20160706, 113, 12, 34
wood, 20160706, 113, 12, 35
wood, 20160706, 113, 12, 37
wood, 20160706, 113, 12, 39
wood, 20160706, 113, 12, 40
wood, 20160706, 113, 12, 41
