district, date, card, age, position
wood, 19710712, 15, 2, 2
wood, 19710712, 15, 2, 3
wood, 19710712, 15, 2, 4
wood, 19710712, 15, 2, 5
wood, 19710712, 15, 2, 6
wood, 19710712, 15, 2, 7
wood, 19710712, 15, 2, 8
wood, 19710712, 15, 2, 9
wood, 19710712, 15, 2, 13
wood, 19710712, 15, 2, 14
wood, 19710712, 15, 2, 15
wood, 19710712, 15, 2, 16
wood, 19710712, 15, 2, 19
wood, 19710712, 15, 2, 21
wood, 19710712, 15, 2, 29
wood, 19710712, 15, 2, 31
wood, 19710712, 15, 2, 32
wood, 19710712, 15, 2, 34
wood, 19710712, 15, 2, 35
wood, 19710712, 15, 2, 36
wood, 19710712, 15, 2, 40
wood, 19710712, 16, 2, 2
wood, 19710712, 16, 2, 3
wood, 19710712, 16, 2, 5
wood, 19710712, 16, 2, 6
wood, 19710712, 16, 2, 16
wood, 19710712, 16, 2, 19
wood, 19710712, 16, 2, 20
wood, 19710712, 16, 2, 21
wood, 19710712, 16, 2, 22
wood, 19710712, 15, 3, 1
wood, 19710712, 15, 3, 11
wood, 19710712, 15, 3, 12
wood, 19710712, 15, 3, 22
wood, 19710712, 15, 3, 23
wood, 19710712, 15, 3, 25
wood, 19710712, 15, 3, 26
wood, 19710712, 15, 3, 27
wood, 19710712, 15, 3, 28
wood, 19710712, 16, 3, 4
wood, 19710712, 16, 3, 8
wood, 19710712, 16, 3, 11
wood, 19710712, 16, 3, 14
wood, 19710712, 16, 3, 15
wood, 19710712, 16, 3, 17
wood, 19710712, 16, 3, 18
wood, 19710712, 16, 3, 25
wood, 19710712, 16, 3, 28
wood, 19710712, 16, 3, 31
wood, 19710712, 16, 3, 32
wood, 19710712, 16, 3, 33
wood, 19710712, 16, 3, 35
