district, date, card, age, position
wood, 19980710, 27, 2, 1
wood, 19980710, 27, 2, 4
wood, 19980710, 27, 2, 7
wood, 19980710, 27, 2, 11
wood, 19980710, 27, 2, 14
wood, 19980710, 27, 2, 16
wood, 19980710, 27, 2, 17
wood, 19980710, 27, 2, 21
wood, 19980710, 27, 2, 22
wood, 19980710, 27, 2, 23
wood, 19980710, 27, 2, 24
wood, 19980710, 27, 2, 26
wood, 19980710, 27, 2, 28
wood, 19980710, 27, 2, 31
wood, 19980710, 27, 2, 32
wood, 19980710, 27, 2, 37
wood, 19980710, 28, 2, 2
wood, 19980710, 28, 2, 3
wood, 19980710, 28, 2, 6
wood, 19980710, 28, 2, 7
wood, 19980710, 28, 2, 8
wood, 19980710, 28, 2, 9
wood, 19980710, 28, 2, 10
wood, 19980710, 28, 2, 13
wood, 19980710, 28, 2, 15
wood, 19980710, 28, 2, 16
wood, 19980710, 27, 3, 3
wood, 19980710, 27, 3, 5
wood, 19980710, 27, 3, 13
wood, 19980710, 27, 3, 15
wood, 19980710, 27, 3, 18
wood, 19980710, 27, 3, 29
wood, 19980710, 27, 3, 34
wood, 19980710, 27, 3, 35
