district, date, card, age, position
wood, 19800709, 32, 2, 11
wood, 19800709, 32, 2, 13
wood, 19800709, 32, 2, 15
wood, 19800709, 32, 2, 17
wood, 19800709, 32, 2, 24
wood, 19800709, 32, 2, 25
wood, 19800709, 32, 2, 27
wood, 19800709, 32, 2, 28
wood, 19800709, 32, 2, 29
wood, 19800709, 32, 2, 30
wood, 19800709, 32, 2, 33
wood, 19800709, 32, 2, 36
wood, 19800709, 32, 2, 38
wood, 19800709, 32, 2, 39
wood, 19800709, 32, 2, 40
wood, 19800709, 33, 2, 2
wood, 19800709, 33, 2, 3
wood, 19800709, 33, 2, 4
wood, 19800709, 33, 2, 6
wood, 19800709, 33, 2, 12
wood, 19800709, 33, 2, 14
wood, 19800709, 33, 2, 16
wood, 19800709, 33, 2, 17
wood, 19800709, 33, 2, 18
wood, 19800709, 32, 3, 3
wood, 19800709, 32, 3, 8
wood, 19800709, 32, 3, 20
wood, 19800709, 32, 3, 26
wood, 19800709, 32, 3, 31
wood, 19800709, 32, 3, 34
wood, 19800709, 32, 3, 35
wood, 19800709, 32, 3, 37
wood, 19800709, 33, 3, 7
wood, 19800709, 33, 3, 13
wood, 19800709, 33, 3, 15
wood, 19800709, 33, 3, 2
