district, date, card, age, position
kvichak, 19980708, 30, 2, 1
kvichak, 19980708, 30, 2, 2
kvichak, 19980708, 30, 2, 4
kvichak, 19980708, 30, 2, 5
kvichak, 19980708, 30, 2, 10
kvichak, 19980708, 30, 2, 12
kvichak, 19980708, 30, 2, 13
kvichak, 19980708, 30, 2, 14
kvichak, 19980708, 30, 2, 16
kvichak, 19980708, 30, 2, 17
kvichak, 19980708, 30, 2, 18
kvichak, 19980708, 30, 2, 20
kvichak, 19980708, 30, 2, 21
kvichak, 19980708, 30, 2, 22
kvichak, 19980708, 30, 2, 23
kvichak, 19980708, 30, 2, 25
kvichak, 19980708, 30, 2, 26
kvichak, 19980708, 30, 2, 27
kvichak, 19980708, 30, 2, 28
kvichak, 19980708, 30, 2, 29
kvichak, 19980708, 30, 2, 31
kvichak, 19980708, 30, 2, 32
kvichak, 19980708, 30, 2, 33
kvichak, 19980708, 30, 2, 34
kvichak, 19980708, 30, 2, 35
kvichak, 19980708, 30, 2, 36
kvichak, 19980708, 30, 2, 40
kvichak, 19980708, 31, 2, 2
kvichak, 19980708, 31, 2, 3
kvichak, 19980708, 31, 2, 5
kvichak, 19980708, 30, 3, 7
kvichak, 19980708, 30, 3, 8
kvichak, 19980708, 31, 3, 16
kvichak, 19980708, 31, 3, 23
kvichak, 19980708, 31, 3, 24
kvichak, 19980708, 31, 3, 23
