district, date, card, age, position
wood, 19740706, 23, 2, 2
wood, 19740706, 23, 2, 6
wood, 19740706, 23, 2, 7
wood, 19740706, 23, 2, 8
wood, 19740706, 23, 2, 9
wood, 19740706, 23, 2, 10
wood, 19740706, 23, 2, 11
wood, 19740706, 23, 2, 12
wood, 19740706, 23, 2, 13
wood, 19740706, 23, 2, 17
wood, 19740706, 23, 2, 18
wood, 19740706, 23, 2, 19
wood, 19740706, 23, 2, 20
wood, 19740706, 23, 2, 22
wood, 19740706, 23, 2, 23
wood, 19740706, 23, 2, 25
wood, 19740706, 23, 2, 27
wood, 19740706, 23, 2, 29
wood, 19740706, 23, 2, 31
wood, 19740706, 23, 2, 32
wood, 19740706, 23, 2, 33
wood, 19740706, 23, 2, 34
wood, 19740706, 23, 2, 36
wood, 19740706, 23, 2, 37
wood, 19740706, 23, 2, 38
wood, 19740706, 23, 2, 39
wood, 19740706, 23, 2, 40
wood, 19740706, 24, 2, 1
wood, 19740706, 24, 2, 3
wood, 19740706, 24, 2, 6
wood, 19740706, 23, 3, 4
wood, 19740706, 23, 3, 21
wood, 19740706, 23, 3, 24
wood, 19740706, 23, 3, 28
wood, 19740706, 23, 3, 35
wood, 19740706, 24, 3, 2
wood, 19740706, 24, 3, 5
wood, 19740706, 24, 3, 14
wood, 19740706, 24, 3, 22
wood, 19740706, 24, 3, 28
wood, 19740706, 24, 3, 36
