district, date, card, age, position
wood, 20100707, 23, 12, 1
wood, 20100707, 23, 12, 2
wood, 20100707, 23, 12, 3
wood, 20100707, 23, 12, 4
wood, 20100707, 23, 12, 5
wood, 20100707, 23, 12, 6
wood, 20100707, 23, 12, 7
wood, 20100707, 23, 12, 8
wood, 20100707, 23, 12, 10
wood, 20100707, 23, 12, 11
wood, 20100707, 23, 12, 12
wood, 20100707, 23, 12, 15
wood, 20100707, 23, 12, 16
wood, 20100707, 23, 12, 17
wood, 20100707, 23, 12, 18
wood, 20100707, 23, 12, 19
wood, 20100707, 23, 12, 20
wood, 20100707, 23, 12, 21
wood, 20100707, 23, 12, 25
wood, 20100707, 23, 12, 26
wood, 20100707, 23, 13, 13
wood, 20100707, 23, 23, 22
wood, 20100707, 23, 23, 23
wood, 20100707, 23, 13, 24
wood, 20100707, 23, 13, 28
wood, 20100707, 24, 13, 5
wood, 20100707, 24, 13, 17
wood, 20100707, 24, 13, 33
wood, 20100707, 24, 13, 34
wood, 20100707, 24, 13, 35
wood, 20100707, 24, 13, 40
